Table:CsvLimitedShop,,,,,,,,,
tid,level,commodity_group,num,is_free,paid_refresh,commodity_id,discription:s,price_type:PriceType,price
8021014,80,1,1,2,30,2017,基丹碎片,英魂,90
8021015,80,1,1,2,30,2029,守望者碎片,英魂,90
8021016,80,1,1,2,30,2030,刺客碎片,英魂,90
8021017,80,1,1,2,30,2026,山丘之王碎片,英魂,90
8021018,80,1,1,2,30,2005,银白十字军碎片,英魂,90
8021019,80,1,1,2,30,2024,暗矛巨魔碎片,英魂,90
8021020,80,1,1,2,30,2009,大主教碎片,英魂,90
8021021,80,1,1,2,30,2015,天灾首领碎片,英魂,90
8021022,80,1,1,2,30,2021,符文图腾碎片,英魂,90
8021023,80,1,1,2,30,2018,恐惧魔王碎片,英魂,90
8021024,80,1,1,2,30,2023,盘牙女王碎片,英魂,90
8021025,80,1,2,2,40,2006,暴风摄政王碎片,英魂,180
8021026,80,1,2,2,39,2014,霜狼督军碎片,英魂,180
8021027,80,1,2,2,40,2017,基丹碎片,英魂,180
8021028,80,1,2,2,39,2029,守望者碎片,英魂,180
8021029,80,1,2,2,39,2030,刺客碎片,英魂,180
8021030,80,1,2,2,39,2026,山丘之王碎片,英魂,180
8021031,80,1,2,2,40,2005,银白十字军碎片,英魂,180
8021032,80,1,2,2,39,2024,暗矛巨魔碎片,英魂,180
8021033,80,1,2,2,39,2009,大主教碎片,英魂,180
8021034,80,1,2,2,39,2015,天灾首领碎片,英魂,180
8021035,80,1,2,2,39,2021,符文图腾碎片,英魂,180
8021036,80,1,2,2,39,2018,恐惧魔王碎片,英魂,180
8021037,80,1,2,2,39,2023,盘牙女王碎片,英魂,180
8022001,80,2,1,2,50,100890,乔丹法杖,英魂,1000
8022002,80,2,1,2,50,100900,一闪,英魂,1000
8022003,80,2,1,2,50,100910,法力风暴护腿,英魂,1000
8022004,80,2,1,2,50,100920,狮心头盔,英魂,1000
8022005,80,2,1,2,50,100930,洞察法袍,英魂,1000
8022006,80,2,1,2,50,100940,黑色龙鳞战靴,英魂,1000
8022007,80,2,1,2,100,101180,亮木法杖,钻石,1500
8022008,80,2,1,2,100,101190,斩首者康恩,钻石,1500
8022009,80,2,1,2,100,101200,踏云腿甲,钻石,1500
8022010,80,2,1,2,100,101210,风蛇的拥抱,钻石,1500
8022011,80,2,1,2,100,101220,烈焰之环,钻石,1500
8022012,80,2,1,2,100,101230,闪避之靴,钻石,1500
8022013,80,2,1,2,100,101240,龙之召唤,钻石,1500
8022014,80,2,1,2,15,101410,院长之杖,钻石,3000
8022015,80,2,1,2,15,101420,奥兰纳的拥抱,钻石,3000
8022016,80,2,1,2,15,101430,泰坦护腿,钻石,3000
8022017,80,2,1,2,15,101440,瑞文戴尔之剑,钻石,3000
8022018,80,2,1,2,15,101450,纳尔维之盔,钻石,3000
8022019,80,2,1,2,15,101460,熔岩犬皮靴,钻石,3000
8022020,80,2,1,2,116,11089,乔丹法杖碎片,英魂,100
8022021,80,2,1,2,116,11090,一闪碎片,英魂,100
8022022,80,2,1,2,117,11091,法力风暴护腿碎片,英魂,100
8022023,80,2,1,2,117,11092,狮心头盔碎片,英魂,100
8022024,80,2,1,2,117,11093,洞察法袍碎片,英魂,100
8022025,80,2,1,2,117,11094,黑色龙鳞战靴碎片,英魂,100
8022026,80,2,1,2,1070,11118,亮木法杖碎片,钻石,150
8022027,80,2,1,2,1070,11119,斩首者康恩碎片,钻石,150
8022028,80,2,1,2,1070,11120,踏云腿甲碎片,钻石,150
8022029,80,2,1,2,1070,11121,风蛇的拥抱碎片,钻石,150
8022030,80,2,1,2,1070,11122,烈焰之环碎片,钻石,150
8022031,80,2,1,2,1070,11123,闪避之靴碎片,钻石,150
8022032,80,2,1,2,1070,11124,龙之召唤碎片,钻石,150
8022033,80,2,1,2,120,11141,院长之杖碎片,钻石,300
8022034,80,2,1,2,120,11142,奥兰纳的拥抱碎片,钻石,300
8022035,80,2,1,2,120,11143,泰坦护腿碎片,钻石,300
8022036,80,2,1,2,120,11144,瑞文戴尔之剑碎片,钻石,300
8022037,80,2,1,2,120,11145,纳尔维之盔碎片,钻石,300
8022038,80,2,1,2,120,11146,熔岩犬皮靴碎片,钻石,300
8023001,80,3,1,2,4800,40041,初级技能经验书,英魂,100
8023002,80,3,1,2,2400,40042,中级技能经验书,钻石,400
8023003,80,3,1,2,800,40043,高级技能经验书,钻石,800
8023004,80,3,1,2,183,201524,中级受治疗之四,钻石,900
8023005,80,3,1,2,184,201324,中级穿透之四,钻石,900
8023006,80,3,1,2,150,201224,中级法术防御之四,英魂,800
8023007,80,3,1,2,150,201124,中级法术攻击之四,英魂,800
8023008,80,3,1,2,150,201024,中级物理防御之四,英魂,800
8023009,80,3,1,2,150,200924,中级物理攻击之四,英魂,800
8023010,80,3,1,2,184,200824,中级韧性之四,钻石,900
8023011,80,3,1,2,150,200724,中级血量之四,英魂,800
8023012,80,3,1,2,150,200624,中级速度之四,钻石,900
8023013,80,3,1,2,0,200524,中级暴伤之四,钻石,1500
8023014,80,3,1,2,0,200424,中级暴击之四,钻石,900
8023015,80,3,1,2,0,200324,中级闪避之四,钻石,900
8023016,80,3,1,2,183,200224,中级命中之四,钻石,900
8023017,80,3,1,2,183,200124,中级抵抗之四,钻石,900
8023018,80,3,1,2,183,200024,中级格挡之四,钻石,900
8023019,80,3,1,2,0,201534,高级受治疗之四,钻石,5000
8023020,80,3,1,2,0,201334,高级穿透之四,钻石,5000
8023021,80,3,1,2,0,201234,高级法术防御之四,英魂,5000
8023022,80,3,1,2,0,201134,高级法术攻击之四,英魂,5000
8023023,80,3,1,2,0,201034,高级物理防御之四,英魂,5000
8023024,80,3,1,2,0,200934,高级物理攻击之四,英魂,5000
8023025,80,3,1,2,0,200834,高级韧性之四,钻石,5000
8023026,80,3,1,2,0,200734,高级血量之四,英魂,5000
8023027,80,3,1,2,0,200634,高级速度之四,钻石,5000
8023028,80,3,1,2,0,200534,高级暴伤之四,钻石,5000
8023029,80,3,1,2,0,200434,高级暴击之四,钻石,5000
8023030,80,3,1,2,0,200334,高级闪避之四,钻石,5000
8023031,80,3,1,2,0,200234,高级命中之四,钻石,5000
8023032,80,3,1,2,0,200134,高级抵抗之四,钻石,5000
8023033,80,3,1,2,0,200034,高级格挡之四,钻石,5000
8024001,80,4,1,2,408,2006,暴风摄政王碎片,英魂,90
8024002,80,4,1,2,408,2014,霜狼督军碎片,英魂,90
8024003,80,4,1,2,408,2017,基丹碎片,英魂,90
8024004,80,4,1,2,408,2029,守望者碎片,英魂,90
8024005,80,4,1,2,408,2030,刺客碎片,英魂,90
8024006,80,4,1,2,408,2026,山丘之王碎片,英魂,90
8024007,80,4,1,2,408,2005,银白十字军碎片,英魂,90
8024008,80,4,1,2,408,2024,暗矛巨魔碎片,英魂,90
8024009,80,4,1,2,408,2009,大主教碎片,英魂,90
8024010,80,4,1,2,407,2015,天灾首领碎片,英魂,90
8024011,80,4,1,2,407,2021,符文图腾碎片,英魂,90
8024012,80,4,1,2,407,2018,恐惧魔王碎片,英魂,90
8024013,80,4,1,2,407,2023,盘牙女王碎片,英魂,90
8024014,80,4,1,2,50,2104,影牙指挥官碎片,英魂,30
8024015,80,4,1,2,50,2105,血色指挥官碎片,英魂,30
8024016,80,4,1,2,50,2107,大检察官碎片,英魂,30
8024017,80,4,1,2,50,2112,影牙堡主碎片,英魂,30
8024018,80,4,1,2,50,2117,灰葬男爵碎片,英魂,30
8024019,80,4,1,2,50,2122,荆棘谷猎手碎片,英魂,30
8024020,80,4,1,2,50,2128,大范碎片,英魂,30
8024021,80,4,1,2,50,2130,凡妮莎碎片,英魂,30
8024022,80,4,1,2,50,2124,沙顶酋长碎片,英魂,30
8024023,80,4,1,2,50,2109,审讯官碎片,英魂,30
8024024,80,4,1,2,50,2111,巫妖碎片,英魂,30
8024025,80,4,1,2,50,2115,督军碎片,英魂,30
8024026,80,4,1,2,50,2110,奥法师碎片,英魂,30
8024027,80,4,1,2,50,2114,水占师碎片,英魂,30
8024028,80,4,1,2,50,2113,预言者碎片,英魂,30
8024029,80,4,1,2,50,2125,赫洛德碎片,英魂,30
8024030,80,4,1,2,50,2116,加丁碎片,英魂,30
8024031,80,4,1,2,50,2106,大帝碎片,英魂,30
8024032,80,4,1,2,50,2118,巴纳扎尔碎片,英魂,30
8024033,80,4,1,2,50,2120,被诅咒的塞雷布拉斯碎片,英魂,30
8024034,80,4,1,2,50,2127,黑手碎片,英魂,30
8024035,80,4,2,2,281,2006,暴风摄政王碎片,英魂,180
8024036,80,4,2,2,280,2014,霜狼督军碎片,英魂,180
8024037,80,4,2,2,281,2017,基丹碎片,英魂,180
8024038,80,4,2,2,281,2029,守望者碎片,英魂,180
8024039,80,4,2,2,281,2030,刺客碎片,英魂,180
8024040,80,4,2,2,281,2026,山丘之王碎片,英魂,180
8024041,80,4,2,2,281,2005,银白十字军碎片,英魂,180
8024042,80,4,2,2,280,2024,暗矛巨魔碎片,英魂,180
8024043,80,4,2,2,281,2009,大主教碎片,英魂,180
8024044,80,4,2,2,281,2015,天灾首领碎片,英魂,180
8024045,80,4,2,2,281,2021,符文图腾碎片,英魂,180
8024046,80,4,2,2,280,2018,恐惧魔王碎片,英魂,180
8024047,80,4,2,2,281,2023,盘牙女王碎片,英魂,180
8025001,80,5,1,2,952,201513,初级受治疗之三,钻石,100
8025002,80,5,1,2,952,201313,初级穿透之三,钻石,100
8025003,80,5,1,2,715,201213,初级法术防御之三,英魂,100
8025004,80,5,1,2,714,201113,初级法术攻击之三,英魂,100
8025005,80,5,1,2,715,201013,初级物理防御之三,英魂,100
8025006,80,5,1,2,714,200913,初级物理攻击之三,英魂,100
8025007,80,5,1,2,952,200813,初级韧性之三,钻石,100
8025008,80,5,1,2,715,200713,初级血量之三,英魂,100
8025009,80,5,1,2,715,200613,初级速度之三,英魂,100
8025010,80,5,1,2,0,200413,初级暴击之三,钻石,100
8025011,80,5,1,2,0,200313,初级闪避之三,钻石,100
8025012,80,5,1,2,952,200213,初级命中之三,钻石,100
8025013,80,5,1,2,952,200113,初级抵抗之三,钻石,100
8025014,80,5,1,2,952,200013,初级格挡之三,钻石,100
8026001,80,6,1,2,166,42001,宁神花,英魂,10
8026002,80,6,1,2,166,42002,银叶草,英魂,10
8026003,80,6,1,2,166,42003,石南草,英魂,10
8026004,80,6,1,2,166,42004,荆棘藻,英魂,10
8026005,80,6,1,2,535,42011,幽灵菇,英魂,10
8026006,80,6,1,2,535,42012,火焰花,英魂,10
8026007,80,6,1,2,533,42013,野葡萄藤,英魂,10
8026008,80,6,1,2,533,42014,太阳草,英魂,10
8026009,80,6,1,2,533,42015,格罗姆之血,英魂,10
8026010,80,6,2,2,167,42001,宁神花,英魂,20
8026011,80,6,2,2,166,42002,银叶草,英魂,20
8026012,80,6,2,2,166,42003,石南草,英魂,20
8026013,80,6,2,2,166,42004,荆棘藻,英魂,20
8026014,80,6,2,2,535,42011,幽灵菇,英魂,20
8026015,80,6,2,2,535,42012,火焰花,英魂,20
8026016,80,6,2,2,533,42013,野葡萄藤,英魂,20
8026017,80,6,2,2,533,42014,太阳草,英魂,20
8026018,80,6,2,2,533,42015,格罗姆之血,英魂,20
8026019,80,6,3,2,166,42001,宁神花,英魂,30
8026020,80,6,3,2,166,42002,银叶草,英魂,30
8026021,80,6,3,2,166,42003,石南草,英魂,30
8026022,80,6,3,2,166,42004,荆棘藻,英魂,30
8026023,80,6,3,2,535,42011,幽灵菇,英魂,30
8026024,80,6,3,2,535,42012,火焰花,英魂,30
8026025,80,6,3,2,533,42013,野葡萄藤,英魂,30
8026026,80,6,3,2,533,42014,太阳草,英魂,30
8026027,80,6,3,2,533,42015,格罗姆之血,英魂,30
9011001,90,1,1,1,1100,2012,逐日者碎片,英魂,270
9011002,90,1,1,1,1100,2011,克总碎片,英魂,270
9011003,90,1,1,1,1100,2027,牛头人酋长碎片,英魂,270
9011004,90,1,1,1,1100,2020,半神碎片,英魂,270
9011005,90,1,1,1,1100,2025,地狱咆哮碎片,英魂,270
9011006,90,1,1,1,1100,2004,图拉扬碎片,英魂,270
9011007,90,1,1,1,500,2008,先知碎片,英魂,135
9011008,90,1,1,1,500,2010,大法师碎片,英魂,135
9011009,90,1,1,1,500,2013,灰舌死誓者碎片,英魂,135
9011010,90,1,1,1,500,2016,暮光首领碎片,英魂,135
9011011,90,1,1,1,500,2003,血魔碎片,英魂,135
9011012,90,1,1,1,30,2006,暴风摄政王碎片,英魂,90
9011013,90,1,1,1,30,2014,霜狼督军碎片,英魂,90
9011014,90,1,1,1,30,2017,基丹碎片,英魂,90
9011015,90,1,1,1,30,2029,守望者碎片,英魂,90
9011016,90,1,1,1,30,2030,刺客碎片,英魂,90
9011017,90,1,1,1,30,2026,山丘之王碎片,英魂,90
9011018,90,1,1,1,30,2005,银白十字军碎片,英魂,90
9011019,90,1,1,1,30,2024,暗矛巨魔碎片,英魂,90
9011020,90,1,1,1,30,2009,大主教碎片,英魂,90
9011021,90,1,1,1,30,2015,天灾首领碎片,英魂,90
9011022,90,1,1,1,30,2021,符文图腾碎片,英魂,90
9011023,90,1,1,1,30,2018,恐惧魔王碎片,英魂,90
9011024,90,1,1,1,30,2023,盘牙女王碎片,英魂,90
9011025,90,1,2,1,40,2006,暴风摄政王碎片,英魂,180
9011026,90,1,2,1,39,2014,霜狼督军碎片,英魂,180
9011027,90,1,2,1,40,2017,基丹碎片,英魂,180
9011028,90,1,2,1,39,2029,守望者碎片,英魂,180
9011029,90,1,2,1,39,2030,刺客碎片,英魂,180
9011030,90,1,2,1,39,2026,山丘之王碎片,英魂,180
9011031,90,1,2,1,40,2005,银白十字军碎片,英魂,180
9011032,90,1,2,1,39,2024,暗矛巨魔碎片,英魂,180
9011033,90,1,2,1,39,2009,大主教碎片,英魂,180
9011034,90,1,2,1,39,2015,天灾首领碎片,英魂,180
9011035,90,1,2,1,39,2021,符文图腾碎片,英魂,180
9011036,90,1,2,1,39,2018,恐惧魔王碎片,英魂,180
9011037,90,1,2,1,39,2023,盘牙女王碎片,英魂,180
9012001,90,2,1,1,50,100890,乔丹法杖,英魂,1000
9012002,90,2,1,1,50,100900,一闪,英魂,1000
9012003,90,2,1,1,50,100910,法力风暴护腿,英魂,1000
9012004,90,2,1,1,50,100920,狮心头盔,英魂,1000
9012005,90,2,1,1,50,100930,洞察法袍,英魂,1000
9012006,90,2,1,1,50,100940,黑色龙鳞战靴,英魂,1000
9012007,90,2,1,1,100,101180,亮木法杖,钻石,1500
9012008,90,2,1,1,100,101190,斩首者康恩,钻石,1500
9012009,90,2,1,1,100,101200,踏云腿甲,钻石,1500
9012010,90,2,1,1,100,101210,风蛇的拥抱,钻石,1500
9012011,90,2,1,1,100,101220,烈焰之环,钻石,1500
9012012,90,2,1,1,100,101230,闪避之靴,钻石,1500
9012013,90,2,1,1,100,101240,龙之召唤,钻石,1500
9012014,90,2,1,1,15,101410,院长之杖,钻石,3000
9012015,90,2,1,1,15,101420,奥兰纳的拥抱,钻石,3000
9012016,90,2,1,1,15,101430,泰坦护腿,钻石,3000
9012017,90,2,1,1,15,101440,瑞文戴尔之剑,钻石,3000
9012018,90,2,1,1,15,101450,纳尔维之盔,钻石,3000
9012019,90,2,1,1,15,101460,熔岩犬皮靴,钻石,3000
9012020,90,2,1,1,116,11089,乔丹法杖碎片,英魂,100
9012021,90,2,1,1,116,11090,一闪碎片,英魂,100
9012022,90,2,1,1,117,11091,法力风暴护腿碎片,英魂,100
9012023,90,2,1,1,117,11092,狮心头盔碎片,英魂,100
9012024,90,2,1,1,117,11093,洞察法袍碎片,英魂,100
9012025,90,2,1,1,117,11094,黑色龙鳞战靴碎片,英魂,100
9012026,90,2,1,1,1070,11118,亮木法杖碎片,钻石,150
9012027,90,2,1,1,1070,11119,斩首者康恩碎片,钻石,150
9012028,90,2,1,1,1070,11120,踏云腿甲碎片,钻石,150
9012029,90,2,1,1,1070,11121,风蛇的拥抱碎片,钻石,150
9012030,90,2,1,1,1070,11122,烈焰之环碎片,钻石,150
9012031,90,2,1,1,1070,11123,闪避之靴碎片,钻石,150
9012032,90,2,1,1,1070,11124,龙之召唤碎片,钻石,150
9012033,90,2,1,1,120,11141,院长之杖碎片,钻石,300
9012034,90,2,1,1,120,11142,奥兰纳的拥抱碎片,钻石,300
9012035,90,2,1,1,120,11143,泰坦护腿碎片,钻石,300
9012036,90,2,1,1,120,11144,瑞文戴尔之剑碎片,钻石,300
9012037,90,2,1,1,120,11145,纳尔维之盔碎片,钻石,300
9012038,90,2,1,1,120,11146,熔岩犬皮靴碎片,钻石,300
9013001,90,3,1,1,4800,40041,初级技能经验书,英魂,100
9013002,90,3,1,1,2400,40042,中级技能经验书,钻石,400
9013003,90,3,1,1,800,40043,高级技能经验书,钻石,800
9013004,90,3,1,1,183,201524,中级受治疗之四,钻石,900
9013005,90,3,1,1,184,201324,中级穿透之四,钻石,900
9013006,90,3,1,1,150,201224,中级法术防御之四,英魂,800
9013007,90,3,1,1,150,201124,中级法术攻击之四,英魂,800
9013008,90,3,1,1,150,201024,中级物理防御之四,英魂,800
9013009,90,3,1,1,150,200924,中级物理攻击之四,英魂,800
9013010,90,3,1,1,184,200824,中级韧性之四,钻石,900
9013011,90,3,1,1,150,200724,中级血量之四,英魂,800
9013012,90,3,1,1,150,200624,中级速度之四,钻石,900
9013013,90,3,1,1,0,200524,中级暴伤之四,钻石,1500
9013014,90,3,1,1,0,200424,中级暴击之四,钻石,900
9013015,90,3,1,1,0,200324,中级闪避之四,钻石,900
9013016,90,3,1,1,183,200224,中级命中之四,钻石,900
9013017,90,3,1,1,183,200124,中级抵抗之四,钻石,900
9013018,90,3,1,1,183,200024,中级格挡之四,钻石,900
9013019,90,3,1,1,0,201534,高级受治疗之四,钻石,5000
9013020,90,3,1,1,0,201334,高级穿透之四,钻石,5000
9013021,90,3,1,1,0,201234,高级法术防御之四,英魂,5000
9013022,90,3,1,1,0,201134,高级法术攻击之四,英魂,5000
9013023,90,3,1,1,0,201034,高级物理防御之四,英魂,5000
9013024,90,3,1,1,0,200934,高级物理攻击之四,英魂,5000
9013025,90,3,1,1,0,200834,高级韧性之四,钻石,5000
9013026,90,3,1,1,0,200734,高级血量之四,英魂,5000
9013027,90,3,1,1,0,200634,高级速度之四,钻石,5000
9013028,90,3,1,1,0,200534,高级暴伤之四,钻石,5000
9013029,90,3,1,1,0,200434,高级暴击之四,钻石,5000
9013030,90,3,1,1,0,200334,高级闪避之四,钻石,5000
9013031,90,3,1,1,0,200234,高级命中之四,钻石,5000
9013032,90,3,1,1,0,200134,高级抵抗之四,钻石,5000
9013033,90,3,1,1,0,200034,高级格挡之四,钻石,5000
9014001,90,4,1,1,408,2006,暴风摄政王碎片,英魂,90
9014002,90,4,1,1,408,2014,霜狼督军碎片,英魂,90
9014003,90,4,1,1,408,2017,基丹碎片,英魂,90
9014004,90,4,1,1,408,2029,守望者碎片,英魂,90
9014005,90,4,1,1,408,2030,刺客碎片,英魂,90
9014006,90,4,1,1,408,2026,山丘之王碎片,英魂,90
9014007,90,4,1,1,408,2005,银白十字军碎片,英魂,90
9014008,90,4,1,1,408,2024,暗矛巨魔碎片,英魂,90
9014009,90,4,1,1,408,2009,大主教碎片,英魂,90
9014010,90,4,1,1,407,2015,天灾首领碎片,英魂,90
9014011,90,4,1,1,407,2021,符文图腾碎片,英魂,90
9014012,90,4,1,1,407,2018,恐惧魔王碎片,英魂,90
9014013,90,4,1,1,407,2023,盘牙女王碎片,英魂,90
9014014,90,4,1,1,50,2104,影牙指挥官碎片,英魂,30
9014015,90,4,1,1,50,2105,血色指挥官碎片,英魂,30
9014016,90,4,1,1,50,2107,大检察官碎片,英魂,30
9014017,90,4,1,1,50,2112,影牙堡主碎片,英魂,30
9014018,90,4,1,1,50,2117,灰葬男爵碎片,英魂,30
9014019,90,4,1,1,50,2122,荆棘谷猎手碎片,英魂,30
9014020,90,4,1,1,50,2128,大范碎片,英魂,30
9014021,90,4,1,1,50,2130,凡妮莎碎片,英魂,30
9014022,90,4,1,1,50,2124,沙顶酋长碎片,英魂,30
9014023,90,4,1,1,50,2109,审讯官碎片,英魂,30
9014024,90,4,1,1,50,2111,巫妖碎片,英魂,30
9014025,90,4,1,1,50,2115,督军碎片,英魂,30
9014026,90,4,1,1,50,2110,奥法师碎片,英魂,30
9014027,90,4,1,1,50,2114,水占师碎片,英魂,30
9014028,90,4,1,1,50,2113,预言者碎片,英魂,30
9014029,90,4,1,1,50,2125,赫洛德碎片,英魂,30
9014030,90,4,1,1,50,2116,加丁碎片,英魂,30
9014031,90,4,1,1,50,2106,大帝碎片,英魂,30
9014032,90,4,1,1,50,2118,巴纳扎尔碎片,英魂,30
9014033,90,4,1,1,50,2120,被诅咒的塞雷布拉斯碎片,英魂,30
9014034,90,4,1,1,50,2127,黑手碎片,英魂,30
9014035,90,4,2,1,281,2006,暴风摄政王碎片,英魂,180
9014036,90,4,2,1,280,2014,霜狼督军碎片,英魂,180
9014037,90,4,2,1,281,2017,基丹碎片,英魂,180
9014038,90,4,2,1,281,2029,守望者碎片,英魂,180
9014039,90,4,2,1,281,2030,刺客碎片,英魂,180
9014040,90,4,2,1,281,2026,山丘之王碎片,英魂,180
9014041,90,4,2,1,281,2005,银白十字军碎片,英魂,180
9014042,90,4,2,1,280,2024,暗矛巨魔碎片,英魂,180
9014043,90,4,2,1,281,2009,大主教碎片,英魂,180
9014044,90,4,2,1,281,2015,天灾首领碎片,英魂,180
9014045,90,4,2,1,281,2021,符文图腾碎片,英魂,180
9014046,90,4,2,1,280,2018,恐惧魔王碎片,英魂,180
9014047,90,4,2,1,281,2023,盘牙女王碎片,英魂,180
9015001,90,5,1,1,952,201513,初级受治疗之三,钻石,100
9015002,90,5,1,1,952,201313,初级穿透之三,钻石,100
9015003,90,5,1,1,715,201213,初级法术防御之三,英魂,100
9015004,90,5,1,1,714,201113,初级法术攻击之三,英魂,100
9015005,90,5,1,1,715,201013,初级物理防御之三,英魂,100
9015006,90,5,1,1,714,200913,初级物理攻击之三,英魂,100
9015007,90,5,1,1,952,200813,初级韧性之三,钻石,100
9015008,90,5,1,1,715,200713,初级血量之三,英魂,100
9015009,90,5,1,1,715,200613,初级速度之三,英魂,100
9015010,90,5,1,1,0,200413,初级暴击之三,钻石,100
9015011,90,5,1,1,0,200313,初级闪避之三,钻石,100
9015012,90,5,1,1,952,200213,初级命中之三,钻石,100
9015013,90,5,1,1,952,200113,初级抵抗之三,钻石,100
9015014,90,5,1,1,952,200013,初级格挡之三,钻石,100
9016001,90,6,1,1,166,42001,宁神花,英魂,10
9016002,90,6,1,1,166,42002,银叶草,英魂,10
9016003,90,6,1,1,166,42003,石南草,英魂,10
9016004,90,6,1,1,166,42004,荆棘藻,英魂,10
9016005,90,6,1,1,535,42011,幽灵菇,英魂,10
9016006,90,6,1,1,535,42012,火焰花,英魂,10
9016007,90,6,1,1,533,42013,野葡萄藤,英魂,10
9016008,90,6,1,1,533,42014,太阳草,英魂,10
9016009,90,6,1,1,533,42015,格罗姆之血,英魂,10
9016010,90,6,2,1,167,42001,宁神花,英魂,20
9016011,90,6,2,1,166,42002,银叶草,英魂,20
9016012,90,6,2,1,166,42003,石南草,英魂,20
9016013,90,6,2,1,166,42004,荆棘藻,英魂,20
9016014,90,6,2,1,535,42011,幽灵菇,英魂,20
9016015,90,6,2,1,535,42012,火焰花,英魂,20
9016016,90,6,2,1,533,42013,野葡萄藤,英魂,20
9016017,90,6,2,1,533,42014,太阳草,英魂,20
9016018,90,6,2,1,533,42015,格罗姆之血,英魂,20
9016019,90,6,3,1,166,42001,宁神花,英魂,30
9016020,90,6,3,1,166,42002,银叶草,英魂,30
9016021,90,6,3,1,166,42003,石南草,英魂,30
9016022,90,6,3,1,166,42004,荆棘藻,英魂,30
9016023,90,6,3,1,535,42011,幽灵菇,英魂,30
9016024,90,6,3,1,535,42012,火焰花,英魂,30
9016025,90,6,3,1,533,42013,野葡萄藤,英魂,30
9016026,90,6,3,1,533,42014,太阳草,英魂,30
9016027,90,6,3,1,533,42015,格罗姆之血,英魂,30
9021001,90,1,1,2,1100,2012,逐日者碎片,英魂,270
9021002,90,1,1,2,1100,2011,克总碎片,英魂,270
9021003,90,1,1,2,1100,2027,牛头人酋长碎片,英魂,270
9021004,90,1,1,2,1100,2020,半神碎片,英魂,270
9021005,90,1,1,2,1100,2025,地狱咆哮碎片,英魂,270
9021006,90,1,1,2,1100,2004,图拉扬碎片,英魂,270
9021007,90,1,1,2,500,2008,先知碎片,英魂,135
9021008,90,1,1,2,500,2010,大法师碎片,英魂,135
9021009,90,1,1,2,500,2013,灰舌死誓者碎片,英魂,135
9021010,90,1,1,2,500,2016,暮光首领碎片,英魂,135
9021011,90,1,1,2,500,2003,血魔碎片,英魂,135
9021012,90,1,1,2,30,2006,暴风摄政王碎片,英魂,90
9021013,90,1,1,2,30,2014,霜狼督军碎片,英魂,90
9021014,90,1,1,2,30,2017,基丹碎片,英魂,90
9021015,90,1,1,2,30,2029,守望者碎片,英魂,90
9021016,90,1,1,2,30,2030,刺客碎片,英魂,90
9021017,90,1,1,2,30,2026,山丘之王碎片,英魂,90
9021018,90,1,1,2,30,2005,银白十字军碎片,英魂,90
9021019,90,1,1,2,30,2024,暗矛巨魔碎片,英魂,90
9021020,90,1,1,2,30,2009,大主教碎片,英魂,90
9021021,90,1,1,2,30,2015,天灾首领碎片,英魂,90
9021022,90,1,1,2,30,2021,符文图腾碎片,英魂,90
9021023,90,1,1,2,30,2018,恐惧魔王碎片,英魂,90
9021024,90,1,1,2,30,2023,盘牙女王碎片,英魂,90
9021025,90,1,2,2,40,2006,暴风摄政王碎片,英魂,180
9021026,90,1,2,2,39,2014,霜狼督军碎片,英魂,180
9021027,90,1,2,2,40,2017,基丹碎片,英魂,180
9021028,90,1,2,2,39,2029,守望者碎片,英魂,180
9021029,90,1,2,2,39,2030,刺客碎片,英魂,180
9021030,90,1,2,2,39,2026,山丘之王碎片,英魂,180
9021031,90,1,2,2,40,2005,银白十字军碎片,英魂,180
9021032,90,1,2,2,39,2024,暗矛巨魔碎片,英魂,180
9021033,90,1,2,2,39,2009,大主教碎片,英魂,180
9021034,90,1,2,2,39,2015,天灾首领碎片,英魂,180
9021035,90,1,2,2,39,2021,符文图腾碎片,英魂,180
9021036,90,1,2,2,39,2018,恐惧魔王碎片,英魂,180
9021037,90,1,2,2,39,2023,盘牙女王碎片,英魂,180
9022001,90,2,1,2,50,100890,乔丹法杖,英魂,1000
9022002,90,2,1,2,50,100900,一闪,英魂,1000
9022003,90,2,1,2,50,100910,法力风暴护腿,英魂,1000
9022004,90,2,1,2,50,100920,狮心头盔,英魂,1000
9022005,90,2,1,2,50,100930,洞察法袍,英魂,1000
9022006,90,2,1,2,50,100940,黑色龙鳞战靴,英魂,1000
9022007,90,2,1,2,100,101180,亮木法杖,钻石,1500
9022008,90,2,1,2,100,101190,斩首者康恩,钻石,1500
9022009,90,2,1,2,100,101200,踏云腿甲,钻石,1500
9022010,90,2,1,2,100,101210,风蛇的拥抱,钻石,1500
9022011,90,2,1,2,100,101220,烈焰之环,钻石,1500
9022012,90,2,1,2,100,101230,闪避之靴,钻石,1500
9022013,90,2,1,2,100,101240,龙之召唤,钻石,1500
9022014,90,2,1,2,15,101410,院长之杖,钻石,3000
9022015,90,2,1,2,15,101420,奥兰纳的拥抱,钻石,3000
9022016,90,2,1,2,15,101430,泰坦护腿,钻石,3000
9022017,90,2,1,2,15,101440,瑞文戴尔之剑,钻石,3000
9022018,90,2,1,2,15,101450,纳尔维之盔,钻石,3000
9022019,90,2,1,2,15,101460,熔岩犬皮靴,钻石,3000
9022020,90,2,1,2,116,11089,乔丹法杖碎片,英魂,100
