Table:CsvEquipAddAttr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tid,AttrNum,attr1:AttrType,value_min1,value_max1,Probability1,color1:ItemColor,attr2:AttrType,value_min2,value_max2,Probability2,color2:ItemColor,attr3:AttrType,value_min3,value_max3,Probability3,color3:ItemColor,attr4:AttrType,value_min4,value_max4,Probability4,color4:ItemColor,attr5:AttrType,value_min5,value_max5,Probability5,color5:ItemColor,attr6:AttrType,value_min6,value_max6,Probability6,color6:ItemColor,attr7:AttrType,value_min7,value_max7,Probability7,color7:ItemColor,attr8:AttrType,value_min8,value_max8,Probability8,color8:ItemColor,attr9:AttrType,value_min9,value_max9,Probability9,color9:ItemColor,attr10:AttrType,value_min10,value_max10,Probability10,color10:ItemColor,attr11:AttrType,value_min11,value_max11,Probability11,color11:ItemColor,attr12:AttrType,value_min12,value_max12,Probability12,color12:ItemColor,attr13:AttrType,value_min13,value_max13,Probability13,color13:ItemColor,attr14:AttrType,value_min14,value_max14,Probability14,color14:ItemColor,attr15:AttrType,value_min15,value_max15,Probability15,color15:ItemColor,attr16:AttrType,value_min16,value_max16,Probability16,color16:ItemColor,attr17:AttrType,value_min17,value_max17,Probability17,color17:ItemColor
1012102,3,穿透,150,200,666,紫,智力,4,6,666,紫,敏捷,4,6,666,紫,力量,4,6,666,紫,耐力,4,6,666,紫,物理攻击,80,120,666,紫,物理防御,48,72,666,紫,法术攻击,80,120,666,紫,法术防御,48,72,666,紫,血量,240,360,666,紫,速度,40,60,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,80,120,666,紫,最终伤害减免,80,120,666,紫,,,,,,,,,,
1012201,3,格挡,150,200,625,紫,抵抗,150,200,625,紫,智力,4,6,625,紫,敏捷,4,6,625,紫,力量,4,6,625,紫,耐力,4,6,625,紫,物理攻击,80,120,625,紫,物理防御,48,72,625,紫,法术攻击,80,120,625,紫,法术防御,48,72,625,紫,血量,240,360,625,紫,速度,40,60,625,紫,治疗效果,150,200,625,紫,受治疗效果,150,200,625,紫,最终伤害增加,80,120,625,紫,最终伤害减免,80,120,625,紫,,,,,
1012202,3,格挡,150,200,625,紫,抵抗,150,200,625,紫,智力,4,6,625,紫,敏捷,4,6,625,紫,力量,4,6,625,紫,耐力,4,6,625,紫,物理攻击,80,120,625,紫,物理防御,48,72,625,紫,法术攻击,80,120,625,紫,法术防御,48,72,625,紫,血量,240,360,625,紫,速度,40,60,625,紫,治疗效果,150,200,625,紫,受治疗效果,150,200,625,紫,最终伤害增加,80,120,625,紫,最终伤害减免,80,120,625,紫,,,,,
1012301,3,闪避,150,200,666,紫,智力,4,6,666,紫,敏捷,4,6,666,紫,力量,4,6,666,紫,耐力,4,6,666,紫,物理攻击,80,120,666,紫,物理防御,48,72,666,紫,法术攻击,80,120,666,紫,法术防御,48,72,666,紫,血量,240,360,666,紫,速度,40,60,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,80,120,666,紫,最终伤害减免,80,120,666,紫,,,,,,,,,,
1012302,3,闪避,150,200,666,紫,智力,4,6,666,紫,敏捷,4,6,666,紫,力量,4,6,666,紫,耐力,4,6,666,紫,物理攻击,80,120,666,紫,物理防御,48,72,666,紫,法术攻击,80,120,666,紫,法术防御,48,72,666,紫,血量,240,360,666,紫,速度,40,60,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,80,120,666,紫,最终伤害减免,80,120,666,紫,,,,,,,,,,
1012401,3,暴击,150,200,833,紫,敏捷,4,6,833,紫,力量,4,6,833,紫,耐力,4,6,833,紫,物理攻击,80,120,833,紫,物理防御,48,72,833,紫,法术防御,48,72,833,紫,血量,240,360,833,紫,速度,40,60,833,紫,受治疗效果,150,200,833,紫,最终伤害增加,80,120,833,紫,最终伤害减免,80,120,833,紫,,,,,,,,,,,,,,,,,,,,,,,,,
1012402,3,暴击,150,200,833,紫,敏捷,4,6,833,紫,力量,4,6,833,紫,耐力,4,6,833,紫,物理攻击,80,120,833,紫,物理防御,48,72,833,紫,法术防御,48,72,833,紫,血量,240,360,833,紫,速度,40,60,833,紫,受治疗效果,150,200,833,紫,最终伤害增加,80,120,833,紫,最终伤害减免,80,120,833,紫,,,,,,,,,,,,,,,,,,,,,,,,,
1012501,1,暴击,200,200,833,蓝,敏捷,5,5,833,蓝,力量,5,5,833,蓝,耐力,5,5,833,蓝,物理攻击,100,100,833,蓝,物理防御,60,60,833,蓝,法术防御,60,60,833,蓝,血量,300,300,833,蓝,速度,50,50,833,蓝,受治疗效果,200,200,833,蓝,最终伤害增加,100,100,833,蓝,最终伤害减免,100,100,833,蓝,,,,,,,,,,,,,,,,,,,,,,,,,
1012502,2,暴击,150,150,833,蓝,敏捷,4,4,833,蓝,力量,4,4,833,蓝,耐力,4,4,833,蓝,物理攻击,75,75,833,蓝,物理防御,45,45,833,蓝,法术防御,45,45,833,蓝,血量,225,225,833,蓝,速度,37,37,833,蓝,受治疗效果,150,150,833,蓝,最终伤害增加,75,75,833,蓝,最终伤害减免,75,75,833,蓝,,,,,,,,,,,,,,,,,,,,,,,,,
1012601,1,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1012602,2,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,45,45,769,蓝,法术攻击,75,75,769,蓝,法术防御,45,45,769,蓝,血量,225,225,769,蓝,速度,37,37,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,75,75,769,蓝,最终伤害减免,75,75,769,蓝,,,,,,,,,,,,,,,,,,,,
1012701,1,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1012702,2,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,45,45,769,蓝,法术攻击,75,75,769,蓝,法术防御,45,45,769,蓝,血量,225,225,769,蓝,速度,37,37,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,75,75,769,蓝,最终伤害减免,75,75,769,蓝,,,,,,,,,,,,,,,,,,,,
1012801,1,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1012802,2,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,45,45,769,蓝,法术攻击,75,75,769,蓝,法术防御,45,45,769,蓝,血量,225,225,769,蓝,速度,37,37,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,75,75,769,蓝,最终伤害减免,75,75,769,蓝,,,,,,,,,,,,,,,,,,,,
1012901,1,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1012902,2,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,45,45,769,蓝,法术攻击,75,75,769,蓝,法术防御,45,45,769,蓝,血量,225,225,769,蓝,速度,37,37,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,75,75,769,蓝,最终伤害减免,75,75,769,蓝,,,,,,,,,,,,,,,,,,,,
1013001,1,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1013002,2,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,45,45,769,蓝,法术攻击,75,75,769,蓝,法术防御,45,45,769,蓝,血量,225,225,769,蓝,速度,37,37,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,75,75,769,蓝,最终伤害减免,75,75,769,蓝,,,,,,,,,,,,,,,,,,,,
1013101,1,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1013102,2,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,45,45,769,蓝,法术攻击,75,75,769,蓝,法术防御,45,45,769,蓝,血量,225,225,769,蓝,速度,37,37,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,75,75,769,蓝,最终伤害减免,75,75,769,蓝,,,,,,,,,,,,,,,,,,,,
1013201,1,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1013202,2,命中,150,150,769,蓝,智力,4,4,769,蓝,敏捷,4,4,769,蓝,耐力,4,4,769,蓝,物理防御,45,45,769,蓝,法术攻击,75,75,769,蓝,法术防御,45,45,769,蓝,血量,225,225,769,蓝,速度,37,37,769,蓝,治疗效果,150,150,769,蓝,受治疗效果,150,150,769,蓝,最终伤害增加,75,75,769,蓝,最终伤害减免,75,75,769,蓝,,,,,,,,,,,,,,,,,,,,
1013301,1,暴击,250,250,833,蓝,敏捷,6,6,833,蓝,力量,6,6,833,蓝,耐力,6,6,833,蓝,物理攻击,120,120,833,蓝,物理防御,72,72,833,蓝,法术防御,72,72,833,蓝,血量,360,360,833,蓝,速度,60,60,833,蓝,受治疗效果,250,250,833,蓝,最终伤害增加,120,120,833,蓝,最终伤害减免,120,120,833,蓝,,,,,,,,,,,,,,,,,,,,,,,,,
1013302,2,暴击,200,200,833,蓝,敏捷,5,5,833,蓝,力量,5,5,833,蓝,耐力,5,5,833,蓝,物理攻击,100,100,833,蓝,物理防御,60,60,833,蓝,法术防御,60,60,833,蓝,血量,300,300,833,蓝,速度,50,50,833,蓝,受治疗效果,200,200,833,蓝,最终伤害增加,100,100,833,蓝,最终伤害减免,100,100,833,蓝,,,,,,,,,,,,,,,,,,,,,,,,,
1013401,1,命中,250,250,769,蓝,智力,6,6,769,蓝,敏捷,6,6,769,蓝,耐力,6,6,769,蓝,物理防御,72,72,769,蓝,法术攻击,120,120,769,蓝,法术防御,72,72,769,蓝,血量,360,360,769,蓝,速度,60,60,769,蓝,治疗效果,250,250,769,蓝,受治疗效果,250,250,769,蓝,最终伤害增加,120,120,769,蓝,最终伤害减免,120,120,769,蓝,,,,,,,,,,,,,,,,,,,,
1013402,2,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1013501,1,命中,250,250,769,蓝,智力,6,6,769,蓝,敏捷,6,6,769,蓝,耐力,6,6,769,蓝,物理防御,72,72,769,蓝,法术攻击,120,120,769,蓝,法术防御,72,72,769,蓝,血量,360,360,769,蓝,速度,60,60,769,蓝,治疗效果,250,250,769,蓝,受治疗效果,250,250,769,蓝,最终伤害增加,120,120,769,蓝,最终伤害减免,120,120,769,蓝,,,,,,,,,,,,,,,,,,,,
1013502,2,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1013601,1,命中,250,250,769,蓝,智力,6,6,769,蓝,敏捷,6,6,769,蓝,耐力,6,6,769,蓝,物理防御,72,72,769,蓝,法术攻击,120,120,769,蓝,法术防御,72,72,769,蓝,血量,360,360,769,蓝,速度,60,60,769,蓝,治疗效果,250,250,769,蓝,受治疗效果,250,250,769,蓝,最终伤害增加,120,120,769,蓝,最终伤害减免,120,120,769,蓝,,,,,,,,,,,,,,,,,,,,
1013602,2,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1013701,1,命中,250,250,769,蓝,智力,6,6,769,蓝,敏捷,6,6,769,蓝,耐力,6,6,769,蓝,物理防御,72,72,769,蓝,法术攻击,120,120,769,蓝,法术防御,72,72,769,蓝,血量,360,360,769,蓝,速度,60,60,769,蓝,治疗效果,250,250,769,蓝,受治疗效果,250,250,769,蓝,最终伤害增加,120,120,769,蓝,最终伤害减免,120,120,769,蓝,,,,,,,,,,,,,,,,,,,,
1013702,2,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1013801,1,命中,250,250,769,蓝,智力,6,6,769,蓝,敏捷,6,6,769,蓝,耐力,6,6,769,蓝,物理防御,72,72,769,蓝,法术攻击,120,120,769,蓝,法术防御,72,72,769,蓝,血量,360,360,769,蓝,速度,60,60,769,蓝,治疗效果,250,250,769,蓝,受治疗效果,250,250,769,蓝,最终伤害增加,120,120,769,蓝,最终伤害减免,120,120,769,蓝,,,,,,,,,,,,,,,,,,,,
1013802,2,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1013901,1,命中,250,250,769,蓝,智力,6,6,769,蓝,敏捷,6,6,769,蓝,耐力,6,6,769,蓝,物理防御,72,72,769,蓝,法术攻击,120,120,769,蓝,法术防御,72,72,769,蓝,血量,360,360,769,蓝,速度,60,60,769,蓝,治疗效果,250,250,769,蓝,受治疗效果,250,250,769,蓝,最终伤害增加,120,120,769,蓝,最终伤害减免,120,120,769,蓝,,,,,,,,,,,,,,,,,,,,
1013902,2,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1014001,1,命中,250,250,769,蓝,智力,6,6,769,蓝,敏捷,6,6,769,蓝,耐力,6,6,769,蓝,物理防御,72,72,769,蓝,法术攻击,120,120,769,蓝,法术防御,72,72,769,蓝,血量,360,360,769,蓝,速度,60,60,769,蓝,治疗效果,250,250,769,蓝,受治疗效果,250,250,769,蓝,最终伤害增加,120,120,769,蓝,最终伤害减免,120,120,769,蓝,,,,,,,,,,,,,,,,,,,,
1014002,2,命中,200,200,769,蓝,智力,5,5,769,蓝,敏捷,5,5,769,蓝,耐力,5,5,769,蓝,物理防御,60,60,769,蓝,法术攻击,100,100,769,蓝,法术防御,60,60,769,蓝,血量,300,300,769,蓝,速度,50,50,769,蓝,治疗效果,200,200,769,蓝,受治疗效果,200,200,769,蓝,最终伤害增加,100,100,769,蓝,最终伤害减免,100,100,769,蓝,,,,,,,,,,,,,,,,,,,,
1014101,3,命中,150,200,769,紫,智力,5,7,769,紫,敏捷,5,7,769,紫,耐力,5,7,769,紫,物理防御,66,90,769,紫,法术攻击,110,150,769,紫,法术防御,66,90,769,紫,血量,330,450,769,紫,速度,55,75,769,紫,治疗效果,150,200,769,紫,受治疗效果,150,200,769,紫,最终伤害增加,110,150,769,紫,最终伤害减免,110,150,769,紫,,,,,,,,,,,,,,,,,,,,
1014102,3,命中,150,200,769,紫,智力,5,7,769,紫,敏捷,5,7,769,紫,耐力,5,7,769,紫,物理防御,66,90,769,紫,法术攻击,110,150,769,紫,法术防御,66,90,769,紫,血量,330,450,769,紫,速度,55,75,769,紫,治疗效果,150,200,769,紫,受治疗效果,150,200,769,紫,最终伤害增加,110,150,769,紫,最终伤害减免,110,150,769,紫,,,,,,,,,,,,,,,,,,,,
1014201,3,穿透,150,200,666,紫,智力,5,7,666,紫,敏捷,5,7,666,紫,力量,5,7,666,紫,耐力,5,7,666,紫,物理攻击,110,150,666,紫,物理防御,66,90,666,紫,法术攻击,110,150,666,紫,法术防御,66,90,666,紫,血量,330,450,666,紫,速度,55,75,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,110,150,666,紫,最终伤害减免,110,150,666,紫,,,,,,,,,,
1014202,3,穿透,150,200,666,紫,智力,5,7,666,紫,敏捷,5,7,666,紫,力量,5,7,666,紫,耐力,5,7,666,紫,物理攻击,110,150,666,紫,物理防御,66,90,666,紫,法术攻击,110,150,666,紫,法术防御,66,90,666,紫,血量,330,450,666,紫,速度,55,75,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,110,150,666,紫,最终伤害减免,110,150,666,紫,,,,,,,,,,
1014301,3,韧性,150,200,666,紫,智力,5,7,666,紫,敏捷,5,7,666,紫,力量,5,7,666,紫,耐力,5,7,666,紫,物理攻击,110,150,666,紫,物理防御,66,90,666,紫,法术攻击,110,150,666,紫,法术防御,66,90,666,紫,血量,330,450,666,紫,速度,55,75,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,110,150,666,紫,最终伤害减免,110,150,666,紫,,,,,,,,,,
1014302,3,韧性,150,200,666,紫,智力,5,7,666,紫,敏捷,5,7,666,紫,力量,5,7,666,紫,耐力,5,7,666,紫,物理攻击,110,150,666,紫,物理防御,66,90,666,紫,法术攻击,110,150,666,紫,法术防御,66,90,666,紫,血量,330,450,666,紫,速度,55,75,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,110,150,666,紫,最终伤害减免,110,150,666,紫,,,,,,,,,,
1014401,3,暴击,150,200,833,紫,敏捷,5,7,833,紫,力量,5,7,833,紫,耐力,5,7,833,紫,物理攻击,110,150,833,紫,物理防御,66,90,833,紫,法术防御,66,90,833,紫,血量,330,450,833,紫,速度,55,75,833,紫,受治疗效果,150,200,833,紫,最终伤害增加,110,150,833,紫,最终伤害减免,110,150,833,紫,,,,,,,,,,,,,,,,,,,,,,,,,
1014402,3,暴击,150,200,833,紫,敏捷,5,7,833,紫,力量,5,7,833,紫,耐力,5,7,833,紫,物理攻击,110,150,833,紫,物理防御,66,90,833,紫,法术防御,66,90,833,紫,血量,330,450,833,紫,速度,55,75,833,紫,受治疗效果,150,200,833,紫,最终伤害增加,110,150,833,紫,最终伤害减免,110,150,833,紫,,,,,,,,,,,,,,,,,,,,,,,,,
1014501,3,格挡,150,200,625,紫,抵抗,150,200,625,紫,智力,5,7,625,紫,敏捷,5,7,625,紫,力量,5,7,625,紫,耐力,5,7,625,紫,物理攻击,110,150,625,紫,物理防御,66,90,625,紫,法术攻击,110,150,625,紫,法术防御,66,90,625,紫,血量,330,450,625,紫,速度,55,75,625,紫,治疗效果,150,200,625,紫,受治疗效果,150,200,625,紫,最终伤害增加,110,150,625,紫,最终伤害减免,110,150,625,紫,,,,,
1014502,3,格挡,150,200,625,紫,抵抗,150,200,625,紫,智力,5,7,625,紫,敏捷,5,7,625,紫,力量,5,7,625,紫,耐力,5,7,625,紫,物理攻击,110,150,625,紫,物理防御,66,90,625,紫,法术攻击,110,150,625,紫,法术防御,66,90,625,紫,血量,330,450,625,紫,速度,55,75,625,紫,治疗效果,150,200,625,紫,受治疗效果,150,200,625,紫,最终伤害增加,110,150,625,紫,最终伤害减免,110,150,625,紫,,,,,
1014601,3,闪避,150,200,666,紫,智力,5,7,666,紫,敏捷,5,7,666,紫,力量,5,7,666,紫,耐力,5,7,666,紫,物理攻击,110,150,666,紫,物理防御,66,90,666,紫,法术攻击,110,150,666,紫,法术防御,66,90,666,紫,血量,330,450,666,紫,速度,55,75,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,110,150,666,紫,最终伤害减免,110,150,666,紫,,,,,,,,,,
1014602,3,闪避,150,200,666,紫,智力,5,7,666,紫,敏捷,5,7,666,紫,力量,5,7,666,紫,耐力,5,7,666,紫,物理攻击,110,150,666,紫,物理防御,66,90,666,紫,法术攻击,110,150,666,紫,法术防御,66,90,666,紫,血量,330,450,666,紫,速度,55,75,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,110,150,666,紫,最终伤害减免,110,150,666,紫,,,,,,,,,,
1014701,3,暴击,150,200,833,紫,敏捷,5,7,833,紫,力量,5,7,833,紫,耐力,5,7,833,紫,物理攻击,110,150,833,紫,物理防御,66,90,833,紫,法术防御,66,90,833,紫,血量,330,450,833,紫,速度,55,75,833,紫,受治疗效果,150,200,833,紫,最终伤害增加,110,150,833,紫,最终伤害减免,110,150,833,紫,,,,,,,,,,,,,,,,,,,,,,,,,
1014702,3,暴击,150,200,833,紫,敏捷,5,7,833,紫,力量,5,7,833,紫,耐力,5,7,833,紫,物理攻击,110,150,833,紫,物理防御,66,90,833,紫,法术防御,66,90,833,紫,血量,330,450,833,紫,速度,55,75,833,紫,受治疗效果,150,200,833,紫,最终伤害增加,110,150,833,紫,最终伤害减免,110,150,833,紫,,,,,,,,,,,,,,,,,,,,,,,,,
1014801,3,格挡,150,200,625,紫,抵抗,150,200,625,紫,智力,5,7,625,紫,敏捷,5,7,625,紫,力量,5,7,625,紫,耐力,5,7,625,紫,物理攻击,110,150,625,紫,物理防御,66,90,625,紫,法术攻击,110,150,625,紫,法术防御,66,90,625,紫,血量,330,450,625,紫,速度,55,75,625,紫,治疗效果,150,200,625,紫,受治疗效果,150,200,625,紫,最终伤害增加,110,150,625,紫,最终伤害减免,110,150,625,紫,,,,,
1014802,3,格挡,150,200,625,紫,抵抗,150,200,625,紫,智力,5,7,625,紫,敏捷,5,7,625,紫,力量,5,7,625,紫,耐力,5,7,625,紫,物理攻击,110,150,625,紫,物理防御,66,90,625,紫,法术攻击,110,150,625,紫,法术防御,66,90,625,紫,血量,330,450,625,紫,速度,55,75,625,紫,治疗效果,150,200,625,紫,受治疗效果,150,200,625,紫,最终伤害增加,110,150,625,紫,最终伤害减免,110,150,625,紫,,,,,
1014901,3,闪避,150,200,666,紫,智力,5,7,666,紫,敏捷,5,7,666,紫,力量,5,7,666,紫,耐力,5,7,666,紫,物理攻击,110,150,666,紫,物理防御,66,90,666,紫,法术攻击,110,150,666,紫,法术防御,66,90,666,紫,血量,330,450,666,紫,速度,55,75,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,110,150,666,紫,最终伤害减免,110,150,666,紫,,,,,,,,,,
1014902,3,闪避,150,200,666,紫,智力,5,7,666,紫,敏捷,5,7,666,紫,力量,5,7,666,紫,耐力,5,7,666,紫,物理攻击,110,150,666,紫,物理防御,66,90,666,紫,法术攻击,110,150,666,紫,法术防御,66,90,666,紫,血量,330,450,666,紫,速度,55,75,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,110,150,666,紫,最终伤害减免,110,150,666,紫,,,,,,,,,,
1015001,3,命中,150,200,769,紫,智力,5,7,769,紫,敏捷,5,7,769,紫,耐力,5,7,769,紫,物理防御,66,90,769,紫,法术攻击,110,150,769,紫,法术防御,66,90,769,紫,血量,330,450,769,紫,速度,55,75,769,紫,治疗效果,150,200,769,紫,受治疗效果,150,200,769,紫,最终伤害增加,110,150,769,紫,最终伤害减免,110,150,769,紫,,,,,,,,,,,,,,,,,,,,
1015002,3,命中,150,200,769,紫,智力,5,7,769,紫,敏捷,5,7,769,紫,耐力,5,7,769,紫,物理防御,66,90,769,紫,法术攻击,110,150,769,紫,法术防御,66,90,769,紫,血量,330,450,769,紫,速度,55,75,769,紫,治疗效果,150,200,769,紫,受治疗效果,150,200,769,紫,最终伤害增加,110,150,769,紫,最终伤害减免,110,150,769,紫,,,,,,,,,,,,,,,,,,,,
1015101,3,韧性,150,200,666,紫,智力,5,7,666,紫,敏捷,5,7,666,紫,力量,5,7,666,紫,耐力,5,7,666,紫,物理攻击,110,150,666,紫,物理防御,66,90,666,紫,法术攻击,110,150,666,紫,法术防御,66,90,666,紫,血量,330,450,666,紫,速度,55,75,666,紫,治疗效果,150,200,666,紫,受治疗效果,150,200,666,紫,最终伤害增加,110,150,666,紫,最终伤害减免,110,150,666,紫,,,,,,,,,,
