Table:CsvBulletSubtitle,,,,,,
tid,content:s,time:f,color:ItemColor,sceneid:s,,
1220715,韧性是物爆和法宝双抗的，挺好,15,红,122071,黑炭谷,
1220811,蜘蛛啊，好久不见啊,3,红,122081,观火岭,3
1220812,正面刚不过咋整,6,红,122081,观火岭,
1220813,刚才去占星，抽到一个橙色的，爽歪歪,9,红,122081,观火岭,
1220814,这么吊,11,红,122081,观火岭,
1220815,谁知道暮光首领好还是先知好啊，2个奶,14,红,122081,观火岭,
1220821,你们打关卡都开自动战斗么,3,红,122082,观火岭,
1220822,晶网蜘蛛是不是织的网是水晶的？,5,红,122082,观火岭,
1220823,你脑洞好大,7,红,122082,观火岭,
1220824,现在一场战斗要打好几回合啊，怎么提升效率啊,11,红,122082,观火岭,
1220825,你们装备的神秘属性怎么样啊,14,红,122082,观火岭,
1220831,蜘蛛是卵生还是胎生的？,3,红,122083,观火岭,
1220832,靠。没文化真可怕,6,红,122083,观火岭,
1220833,晕，还真不知道,9,红,122083,观火岭,
1220834,胎生的，一群笨蛋,11,红,122083,观火岭,
1220835,哈哈，小蜘蛛直接生出来的，没有壳,15,红,122083,观火岭,
1220911,这群蜘蛛好强,3,红,122091,瑟银哨塔,1
1220912,这个蜘蛛肉的不像话啊,6,红,122091,瑟银哨塔,
1220913,妈蛋，20回合搞不定啊,9,红,122091,瑟银哨塔,
1220914,我14回合剩一只了,11,红,122091,瑟银哨塔,
1220915,输出爆炸才行,12,红,122091,瑟银哨塔,
1221011,我靠，本来就那么肉，还带小弟,3,红,122101,苏塔拉祭坛,1
1221012,一路火花加闪电啊,6,红,122101,苏塔拉祭坛,
1221013,这个法师到底是奥数还是冰系的,9,红,122101,苏塔拉祭坛,
1221014,被揍的要死要活的。,11,红,122101,苏塔拉祭坛,
1221015,打不过，逃了,16,红,122101,苏塔拉祭坛,
1230111,鱼人也是神殿守卫了？,3,红,123011,亚考兰神殿（艾萨拉）,1
1230112,加血1万多，我擦,8,红,123011,亚考兰神殿,
1230113,这些B开挂了吧,10,红,123011,亚考兰神殿,
1230114,这些鱼人打不死了，靠,13,红,123011,亚考兰神殿,
1230115,嗑的药越来越高级了，尼玛,15,红,123011,亚考兰神殿,
1230211,橙色的星座好难抽啊,3,红,123021,埃达拉之塔,1
1230212,隐秘者变成蜘蛛了,5,红,123021,埃达拉之塔,
1230213,这个场景和蜘蛛的肤色好搭,7,红,123021,埃达拉之塔,
1230214,刚才十连抽，出了2个橙色的，哈哈,9,红,123021,埃达拉之塔,
1230215,夺宝夺了50多次，才抢到一个碎片，吐血,15,红,123021,埃达拉之塔,
1230311,竞技场战力比我低的，为毛每次都能赢我,3,红,123031,鳞须海龟洞穴,1
1230312,成长计划，赶紧去买啊，差1个人领啊了,6,红,123031,鳞须海龟洞穴,
1230313,世界BOSS第一名什么奖励啊,7,红,123031,鳞须海龟洞穴,
1230314,战力不是胜败的唯一标准啊，兄弟,8,红,123031,鳞须海龟洞穴,
1230315,怪越来越杀不死了啊，我日,9,红,123031,鳞须海龟洞穴,
1230411,我靠，这多萨特,3,红,123041,雷加什营地,1
1230412,他的武器是天生这种颜色的么,6,红,123041,雷加什营地,
1230413,这货的角是不是比较值钱,9,红,123041,雷加什营地,
1230414,萨特到底啥职业的,13,红,123041,雷加什营地,
1230415,剔骨好疼啊，擦,16,红,123041,雷加什营地,
1230511,这个熊是不是谁家养的,5,红,123051,木喉要塞,1
1230512,这姿势就是：不服来干,7,红,123051,木喉要塞,
1230513,有才啊你们,9,红,123051,木喉要塞,
1230514,土著小熊,12,红,123051,木喉要塞,
1230515,名字好挫,15,红,123051,木喉要塞,
1230611,有没有军团收人啊，活跃高一点的,6,红,123061,埃达拉斯废墟,1
1230612,跨服神将是不是抽不到的,8,红,123061,埃达拉斯废墟,
1230613,跨服神将有伊利丹么,10,红,123061,埃达拉斯废墟,
1230614,估计有,12,红,123061,埃达拉斯废墟,
1230615,娜迦的闪电链不削弱怎么玩啊,15,红,123061,埃达拉斯废墟,
1230711,MD 刚才剩下最后一个怪，超过20回合，输了,3,红,123071,凄凉山,1
1230712,哈哈哈，多出2个暴击就能过了,6,红,123071,凄凉山,
1230713,我就想知道软泥怪到底是啥物种,9,红,123071,凄凉山,
1230714,还穿着小裙子，这怪,11,红,123071,凄凉山,
1230715,三毛,13,红,123071,凄凉山,
1230811,哦哟，这个龙人厉害了,14,红,123081,门纳尔湖,3
1230812,龙人到底几种颜色,6,红,123081,门纳尔湖,
1230813,感觉好菜啊,7,红,123081,门纳尔湖,
1230814,废话，第一波而已，这关三波怪,9,红,123081,门纳尔湖,
1230815,三波怪的关卡好烦。,11,红,123081,门纳尔湖,
1230821,打怪一直被格挡怎么破,3,红,123082,门纳尔湖,
1230822,第一波怪打了15回合，郁闷,6,红,123082,门纳尔湖,
1230823,输出不行啊,9,红,123082,门纳尔湖,
1230824,跪了一个英雄，不知道能不能过,12,红,123082,门纳尔湖,
1230825,这怪好肉哒,15,红,123082,门纳尔湖,
1230831,他们的帽子似曾相似啊,3,红,123083,门纳尔湖,
1230832,印第安风格的,6,红,123083,门纳尔湖,
1230833,他们肚子上的那快盾牌好诡异,9,红,123083,门纳尔湖,
1230834,估计是嫌用手拿费劲，直接挂肚子上了,12,红,123083,门纳尔湖,
1230835,哈哈哈，估计是,15,红,123083,门纳尔湖,
1230911,刺客感觉不给力了啊,3,红,123091,废墟海岸,1
1230912,恩，有霜狼培养霜狼，输出给力,5,红,123091,废墟海岸,
1230913,要红色比较给力,7,红,123091,废墟海岸,
1230914,鸡蛋也很强的,9,红,123091,废墟海岸,
1230915,娜迦为什么不带武器的,11,红,123091,废墟海岸,
1231011,绿色的鱼人就叫智者,3,红,123101,拉文凯斯雕像,1
1231012,这些鱼人有点肉了,6,红,123101,拉文凯斯雕像,
1231013,瞎搞啊,9,红,123101,拉文凯斯雕像,
1231014,两轮就喝一罐血瓶尼玛,12,红,123101,拉文凯斯雕像,
1231015,要被拖到20回合了,17,红,123101,拉文凯斯雕像,
1240111,谁有伊利丹么,5,红,124011,鸦风废墟（菲拉斯）,1
1240112,闪电链这个鸟技能输出太厉害了啊,9,红,124011,鸦风废墟,
1240113,鸟人,11,红,124011,鸦风废墟,
1240114,节奏很统一嘛,13,红,124011,鸦风废墟,
1240115,闪电链也会暴击了，我去,15,红,124011,鸦风废墟,
1240211,什么阵容比较好用啊,3,红,124021,羽月要塞,1
1240212,娜迦的老大是谁啊,6,红,124021,羽月要塞,
1240213,DOTA里娜迦就是膀胱,9,红,124021,羽月要塞,
1240214,膀胱是啥意思,12,红,124021,羽月要塞,
1240215,憋着,14,红,124021,羽月要塞,
1240311,可以，鱼人很强势,3,红,124031,恐怖之岛,1
1240312,卡图了，过不去,6,红,124031,恐怖之岛,
1240313,守望者好用还是暗影巨矛厉害,9,红,124031,恐怖之岛,
1240314,进阶+5就都牛逼了,10,红,124031,恐怖之岛,
1240315,你们八芒星都上阵了没,12,红,124031,恐怖之岛,
1240411,这玩意也叫人,3,红,124041,深痕谷,1
1240412,牛和什么能杂交出这物种,6,红,124041,深痕谷,
1240413,细思极恐！,9,红,124041,深痕谷,
1240414,噗！,10,红,124041,深痕谷,
1240415,细思极恐！,11,红,124041,深痕谷,
1240511,我还真去过高原,3,红,124051,高原荒野,1
1240512,哇哦考，这BOSS空手道的啊,6,红,124051,高原荒野,
1240513,还会降攻的，我去,9,红,124051,高原荒野,
1240514,这就没意思了啊，破防就算了，还降攻,11,红,124051,高原荒野,
1240515,还好我暴击高,12,红,124051,高原荒野,
1240611,绿色的龙，中毒完更绿了,6,红,124061,双塔山,1
1240612,不想吐槽这个龙的造型了,8,红,124061,双塔山,
1240613,MD 手机又快没电了,10,红,124061,双塔山,
1240614,哎哟，打不动啊，气死了,12,红,124061,双塔山,
1240615,红塔山现在还有人抽么,14,红,124061,双塔山,
1240711,木爪是什么意思,3,红,124071,伊斯迪尔废墟,1
1240712,操，刚才不小心点到逃跑了，白打十几回合,7,红,124071,伊斯迪尔废墟,
1240713,哈哈哈,8,红,124071,伊斯迪尔废墟,
1240714,51身上紫色的光是干嘛的,9,红,124071,伊斯迪尔废墟,
1240715,你说的是巫医还是巫妖,14,红,124071,伊斯迪尔废墟,
1240811,哎哟，这特么的打不动,3,红,124081,戈杜尼哨站,3
1240812,现在后期每次都要打十来回合啊,8,红,124081,戈杜尼哨站,
1240813,你们输出不给力，我三五回合搞定,10,红,124081,戈杜尼哨站,
1240814,骗子，老子强化满都要打10多回合,12,红,124081,戈杜尼哨站,
1240815,这个胖子老格挡是几个意思,15,红,124081,戈杜尼哨站,
1240821,这群胖子来车轮战了,4,红,124082,戈杜尼哨站,
1240822,不知道下波是不是混合体了,6,红,124082,戈杜尼哨站,
1240823,占星真特么的是个大坑,8,红,124082,戈杜尼哨站,
1240824,呵呵，有钱先强化装备就对了,10,红,124082,戈杜尼哨站,
1240825,占星前期不要投入太多,12,红,124082,戈杜尼哨站,
1240831,打不过这货啊,3,红,124083,戈杜尼哨站,
1240832,气的锤地板了,6,红,124083,戈杜尼哨站,
1240833,要跪,9,红,124083,戈杜尼哨站,
1240834,必须证明自己比胖子厉害,11,红,124083,戈杜尼哨站,
1240835,妈的，别胖子胖子了，烦死了你们,14,红,124083,戈杜尼哨站,
1240911,强化玩装备，这波我很强,5,红,124091,低地荒野,1
1240912,该暴击要暴击啊，一直不出暴击，擦,9,红,124091,低地荒野,
1240913,狼熊组合，强无敌！,11,红,124091,低地荒野,
1240914,怒气技能输出比较吊,13,红,124091,低地荒野,
1240915,你们被动技能有高级的没,15,红,124091,低地荒野,
1241011,这个蜂有毒,4,红,124101,痛苦深渊,1
1241012,节奏好慢啊,6,红,124101,痛苦深渊,
1241013,玩了，感觉不对,8,红,124101,痛苦深渊,
1241014,我很肉啊,10,红,124101,痛苦深渊,
1241015,感觉要被团灭,14,红,124101,痛苦深渊,
1250111,我是不是第一个打到这个本的,5,红,125011,斯坦恩布莱德（奥特兰克山脉）,1
1250112,你很会玩,7,红,125011,斯坦恩布莱德,
1250113,怒气技能没丢出来就死了，靠,9,红,125011,斯坦恩布莱德,
1250114,坚持住啊！,12,红,125011,斯坦恩布莱德,
1250115,不行就跑啊，浪费时间,14,红,125011,斯坦恩布莱德,
1250211,不能忍啊，刚才差一点就赢了,3,红,125021,索菲亚高地,1
1250212,尽力就好,6,红,125021,索菲亚高地,
1250213,试试堆暴击，爆几次就好过了,10,红,125021,索菲亚高地,
1250214,推图有没有什么诀窍啊,12,红,125021,索菲亚高地,
1250215,输出堆攻击、暴击就没错啦,15,红,125021,索菲亚高地,
1250311,nice，连格挡两次,6,红,125031,考兰之匕,1
1250312,对面秘术师输出太高了,7,红,125031,考兰之匕,
1250313,哎哟，弹幕大神,8,红,125031,考兰之匕,
1250314,他们这算不算狗男女组合，我日,9,红,125031,考兰之匕,
1250315,略辛苦，输出全靠霜狼,14,红,125031,考兰之匕,
1250411,哎哟，又是这几个,3,红,125041,加兰高地,1
1250412,今天状态不行啊，老是被对面暴击,6,红,125041,加兰高地,
1250413,文明礼貌狗男女,9,红,125041,加兰高地,
1250414,太凶了，这几个货,11,红,125041,加兰高地,
1250415,巨坑，被打爆了,12,红,125041,加兰高地,
1250511,相煎何太急啊,4,红,125051,达拉然巨坑,1
1250512,这法师怪在对面吊炸天，我方菜如B,6,红,125051,达拉然巨坑,
1250513,欢声笑语选择了逃跑,8,红,125051,达拉然巨坑,
1250514,奶妈不给力，一直被暴风雪,10,红,125051,达拉然巨坑,
1250515,这群法师师承何处？,13,红,125051,达拉然巨坑,
1250611,他们吃草的还是吃肉的,3,红,125061,无草洞,1
1250612,换了个橙色星座，终于解毒了，不被暴击,6,红,125061,无草洞,
1250613,被怪敲的好惨,9,红,125061,无草洞,
1250614,开局我以为能赢，现在我选择逃跑,11,红,125061,无草洞,
1250615,哈哈哈,14,红,125061,无草洞,
1250711,连跪三把，再过不了，我要去撸一把了,5,红,125071,雾气湖岸,1
1250712,这乌龟难度不高啊,6,红,125071,雾气湖岸,
1250713,菜就一个字,7,红,125071,雾气湖岸,
1250714,主要是20回合限制,8,红,125071,雾气湖岸,
1250715,估计资源培养奶了。,13,红,125071,雾气湖岸,
1250811,他们的盔甲是自己打造的？,3,红,125081,达伦德农场,3
1250812,这个怪感觉比较轻松，输出也不高,6,红,125081,达伦德农场,
1250813,有老司机么,9,红,125081,达伦德农场,
1250814,我的鸡蛋刚进红了，输出爆表,11,红,125081,达伦德农场,
1250815,过了，很轻松,15,红,125081,达伦德农场,
1250821,尼玛，我说这么轻松原来是三波怪,3,红,125082,达伦德农场,
1250822,我也是,6,红,125082,达伦德农场,
1250823,难怪菜的抠脚,9,红,125082,达伦德农场,
1250824,三波的怪好像都挺弱的,11,红,125082,达伦德农场,
1250825,死了，打不过,15,红,125082,达伦德农场,
1250831,有的有盔甲，有的木有,3,红,125083,达伦德农场,
1250832,杀这个本有没有什么套路啊,6,红,125083,达伦德农场,
1250833,有一只被我毒死了，哈哈,8,红,125083,达伦德农场,
1250834,打这个有戏要凶一点，才会暴击,12,红,125083,达伦德农场,
1250835,睡前最后一次，再不过直播剁鸟,15,红,125083,达伦德农场,
1250911,老子要制裁这些胖子了,3,红,125091,破碎岭城堡,1
1250912,不虚这些胖子,6,红,125091,破碎岭城堡,
1250913,现在的怪有没有10W的血，擦,9,红,125091,破碎岭城堡,
1250914,淡定,10,红,125091,破碎岭城堡,
1250915,崩了，13回合才杀了2只多,15,红,125091,破碎岭城堡,
1251011,感觉这波走远了，打不过,3,红,125101,奥特兰克废墟,1
1251012,再逼我就吧钻石去抽神将了，操,6,红,125101,奥特兰克废墟,
1251013,无压力啊，你们多少级杀这个本的啊,9,红,125101,奥特兰克废墟,
1251014,主要怪物现在攻击好高,12,红,125101,奥特兰克废墟,
1251015,戚，是肉好吧,14,红,125101,奥特兰克废墟,
1260111,你们指挥官都激活了没,3,红,126011,哭泣之洞（西瘟疫）,1
1260112,今天感冒，不在状态,6,红,126011,哭泣之洞,
1260113,又不是MOBA游戏，不在你妹的状态,9,红,126011,哭泣之洞,
1260114,兄弟别怕，感冒不会死人的,12,红,126011,哭泣之洞,
1260115,手起刀落，刚进阶的刺客挂了,15,红,126011,哭泣之洞,
1260211,老子头硬的很，就是干,4,红,126021,盖罗恩农场,1
1260212,毁天灭地的沉默啊，悲剧,8,红,126021,盖罗恩农场,
1260213,尴尬，奶妈站前排了,9,红,126021,盖罗恩农场,
1260214,吐血了,10,红,126021,盖罗恩农场,
1260215,得更新装备啊，打的好吃力,12,红,126021,盖罗恩农场,
1260311,你们前期的噩梦杀了没,4,红,126031,嚎哭鬼屋,1
1260312,又是这几个B,6,红,126031,嚎哭鬼屋,
1260313,被针对的好惨啊，无限沉默,8,红,126031,嚎哭鬼屋,
1260314,有没有小电影，来个地址,9,红,126031,嚎哭鬼屋,
1260315,有没有河南的妹子啊，约起啊,14,红,126031,嚎哭鬼屋,
1260411,感觉必须要菜刀队了，无限沉默,5,红,126041,悔恨岭,1
1260412,暴力总归是最有效的,7,红,126041,悔恨岭,
1260413,MD，早上出门没带钱包，好尴尬,9,红,126041,悔恨岭,
1260414,程宇凡，哥比你先打到这关了，哈哈,11,红,126041,悔恨岭,
1260415,我靠，手机欠费了,14,红,126041,悔恨岭,
1260511,MD发现手动打比扫荡材料容易得材料,4,红,126051,安多哈尔废墟,1
1260512,这个天灾战士冷的在打颤,6,红,126051,安多哈尔废墟,
1260513,哈哈，好像是,9,红,126051,安多哈尔废墟,
1260514,阿拉基你好,12,红,126051,安多哈尔废墟,
1260515,你们打字好快啊,15,红,126051,安多哈尔废墟,
1260611,霜狼进阶成红色，感觉输出爆表啊,4,红,126061,亡灵壁垒,1
1260612,这些怪都病了还这么凶,8,红,126061,亡灵壁垒,
1260613,牲口啊,10,红,126061,亡灵壁垒,
1260614,小意思,12,红,126061,亡灵壁垒,
1260615,碾压过去,14,红,126061,亡灵壁垒,
1260711,你们被动技能多少级了,5,红,126071,费尔斯通农场,1
1260712,到底是哪个技能沉默的，好烦啊,7,红,126071,费尔斯通农场,
1260713,无脑僵尸的脑袋还特别大，卧槽,8,红,126071,费尔斯通农场,
1260714,哈哈哈,11,红,126071,费尔斯通农场,
1260715,看起来就天灾战士比较有钱,15,红,126071,费尔斯通农场,
1260811,这地图都是丧尸的呀,4,红,126081,达尔松之泪,3
1260812,好像是的,6,红,126081,达尔松之泪,
1260813,我超喜欢看丧尸片,8,红,126081,达尔松之泪,
1260814,僵尸世界很好看,12,红,126081,达尔松之泪,
1260815,之前的我是传奇也超赞,14,红,126081,达尔松之泪,
1260821,惊变28天和28周很nice,3,红,126082,达尔松之泪,
1260822,你们口味都好重，看看韩剧不好么,6,红,126082,达尔松之泪,
1260823,棒子有啥好看的，整的都一个鸟样,9,红,126082,达尔松之泪,
1260824,我还是喜欢海贼火影,11,红,126082,达尔松之泪,
1260825,动漫迷+1,14,红,126082,达尔松之泪,
1260831,你们到底几回合能过啊,4,红,126083,达尔松之泪,
1260832,我基本都是十多回合可以搞定,6,红,126083,达尔松之泪,
1260833,主要是培养输出英雄啊,8,红,126083,达尔松之泪,
1260834,资源不要浪费，专注培养一个才厉害,12,红,126083,达尔松之泪,
1260835,谁去赛场把我打下来啊，缺钱了,14,红,126083,达尔松之泪,
1260911,想一脚踩死这些蜘蛛,4,红,126091,北山伐木场,1
1260912,同感,6,红,126091,北山伐木场,
1260913,不知道蜘蛛想不想一屁股坐扁你们,8,红,126091,北山伐木场,
1260914,哈哈哈哈,10,红,126091,北山伐木场,
1260915,这是一个无法调节的矛盾,13,红,126091,北山伐木场,
1261011,MD，血色指挥官小弟这么吊,3,红,126101,壁炉谷,1
1261012,血色指挥官我都分解了,6,红,126101,壁炉谷,
1261013,我也是,9,红,126101,壁炉谷,
1261014,哎，我方弱鸡，敌方猛虎,12,红,126101,壁炉谷,
1261015,对面加血一直暴击，开挂了啊，操,14,红,126101,壁炉谷,
1270111,霸王龙小分队,3,红,127011,沼泽地（环形山）,1
1270112,香港的霸王花电影你们看过没,6,红,127011,沼泽地,
1270113,大叔你好,9,红,127011,沼泽地,
1270114,尴尬，暴露了啊,12,红,127011,沼泽地,
1270115,这是迅猛龙，一群213,14,红,127011,沼泽地,
1270211,妈的，今天股票大跌，亏了快5K,3,红,127021,铁石高原,1
1270212,这个鞭笞者是植物么,5,红,127021,铁石高原,
1270213,一朵丑花插在臭泥上,7,红,127021,铁石高原,
1270214,是挺配的哈,9,红,127021,铁石高原,
1270215,吃午饭了啊，吃饭不积极，思想有问题,14,红,127021,铁石高原,
1270311,我老婆昨天生日，送了个水晶埃菲尔铁塔给她,5,红,127031,东部水晶塔,1
1270312,我上周约了一个，黑的难以下口,7,红,127031,东部水晶塔,
1270313,……&%,8,红,127031,东部水晶塔,
1270314,流氓,9,红,127031,东部水晶塔,
1270315,怎么约，求老司机带带,13,红,127031,东部水晶塔,
1270411,翼龙为毛要加个手,3,红,127041,安戈洛的猩猩,1
1270412,尴尬，今天出门没带钥匙，关门外了啊,6,红,127041,安戈洛的猩猩,
1270413,傻缺，看看隔壁是不是妹子，正好借口进去联络一下感情,10,红,127041,安戈洛的猩猩,
1270414,卧槽，惊现老司机,13,红,127041,安戈洛的猩猩,
1270415,这翼龙好略菜嘛,16,红,127041,安戈洛的猩猩,
1270511,这个家伙好萌,5,红,127051,拉卡利油沼,1
1270512,毛发旺盛的一笔,7,红,127051,拉卡利油沼,
1270513,这些是树人么,9,红,127051,拉卡利油沼,
1270514,反正不是正常人,11,红,127051,拉卡利油沼,
1270515,还会餐绕，我去,14,红,127051,拉卡利油沼,
1270611,西部世界有人看么,4,红,127061,西部水晶塔,1
1270612,什么鬼,5,红,127061,西部水晶塔,
1270613,这些鸟的翅膀好小，飞的起来嘛,7,红,127061,西部水晶塔,
1270614,这些鸟到底怎么打到我的，没看到攻击动作，我擦,9,红,127061,西部水晶塔,
1270615,额，你眼神不好吧,11,红,127061,西部水晶塔,
1270711,中间那个字咋读,3,红,127071,葛拉卡温泉,1
1270712,笞，没文化真可怕,6,红,127071,葛拉卡温泉,
1270713,减我速是几个意思,9,红,127071,葛拉卡温泉,
1270714,速度在这游戏不是特别重要吧,13,红,127071,葛拉卡温泉,
1270715,先出手总归是优势的,15,红,127071,葛拉卡温泉,
1270811,十字军先进5还是守望者先进5啊,3,红,127081,恐惧小道,3
1270812,被动技能经验书除了商店买，其他地方没有啦？,6,红,127081,恐惧小道,
1270813,精力那么多，去抢夺啊，用技能书升级,9,红,127081,恐惧小道,
1270814,这波稳了,11,红,127081,恐惧小道,
1270815,你们星座最高多少级了,14,红,127081,恐惧小道,
1270821,是不是应该优先升级武器附魔等级啊,5,红,127082,恐惧小道,
1270822,DOTA又更新，好烦,8,红,127082,恐惧小道,
1270823,DOTA 2000分选手路过,13,红,127082,恐惧小道,
1270824,LOL白金飘过,15,红,127082,恐惧小道,
1270825,你们不刚一波正面么,17,红,127082,恐惧小道,
1270831,三波怪感觉比一波的好杀一些哈,3,红,127083,恐惧小道,
1270832,好无语，刚才不小心打到第三关点错逃跑了，关键是还点了确定,6,红,127083,恐惧小道,
1270833,蠢就一个字,8,红,127083,恐惧小道,
1270834,刚认识了一哥们，就找我借钱，好纠结啊,10,红,127083,恐惧小道,
1270835,凭自己本事借的钱，凭啥还你，哈哈哈哈,15,红,127083,恐惧小道,
1270911,坦克飞机组合,5,红,127091,巨痕谷,1
1270912,没炮有枪,10,红,127091,巨痕谷,
1270913,你们说歇后语么,13,红,127091,巨痕谷,
1270914,没懂啥意思,14,红,127091,巨痕谷,
1270915,图样图森破！,15,红,127091,巨痕谷,
1271011,通关就可以刷这个本了，掉霜狼啊,3,红,127101,火羽山,1
1271012,火元素的法术为何叫风怒勒？,6,红,127101,火羽山,
1271013,弄个法师用冰系法术揍他们,9,红,127101,火羽山,
1271014,法师指挥官太垃圾了,12,红,127101,火羽山,
1271015,早就不用哪个指挥官了,15,红,127101,火羽山,
1280111,菠菜输光了，气死了,4,红,128011,玛瑞斯农场（东瘟疫）,1
1280112,日了狗了，每次都碰见213队友,7,红,128011,玛瑞斯农场,
1280113,谁知道vip多少最合适,9,红,128011,玛瑞斯农场,
1280114,神将是不是比普通的橙将好很多啊,11,红,128011,玛瑞斯农场,
1280115,你们的饰品换来了么,15,红,128011,玛瑞斯农场,
1280211,星芒石到底哪掉的勒,3,红,128021,达隆郡,1
1280212,夺宝送礼送的好垃圾,6,红,128021,达隆郡,
1280213,今天不小心买了2张月卡，我去,9,红,128021,达隆郡,
1280214,谁告诉，怎么提升战力快,11,红,128021,达隆郡,
1280215,喊一声出一个暴击,14,红,128021,达隆郡,
1280311,毁天灭地的女妖的，擦,5,红,128031,蘑菇谷,1
1280312,随便干,7,红,128031,蘑菇谷,
1280313,先撤一波,9,红,128031,蘑菇谷,
1280314,妈的，玩游戏被老板看见了,11,红,128031,蘑菇谷,
1280315,暴击！暴击！,14,红,128031,蘑菇谷,
1280411,屠夫啊,3,红,128041,考林路口,1
1280412,楼上玩LOL的？,5,红,128041,考林路口,
1280413,这是WOW里的，一群傻逼,7,红,128041,考林路口,
1280414,就你他么的聪明,9,红,128041,考林路口,
1280415,DOTA里有这个B,13,红,128041,考林路口,
1280511,对面果然很血色啊,4.5,红,128051,提尔之手,1
1280512,致死打击广为流传啊,8,红,128051,提尔之手,
1280513,对面加血老是暴击，这怎么玩,10,红,128051,提尔之手,
1280514,打的好慢，对面三个奶,12,红,128051,提尔之手,
1280515,太弱，我一刀过去6000，暴击1W多,14,红,128051,提尔之手,
1280611,撸管被室友看见了，好晕,3,红,128061,瘟疫之痕,1
1280612,哈哈哈，让他也在你面前撸一下,6,红,128061,瘟疫之痕,
1280613,单身狗,9,红,128061,瘟疫之痕,
1280614,我女朋友死活不让我进去，%>_<%,12,红,128061,瘟疫之痕,
1280615,这就尴尬了哈,15,红,128061,瘟疫之痕,
1280711,软泥怪变异了？,3,红,128071,剧毒林地,1
1280712,泥土成分不太一样,6,红,128071,剧毒林地,
1280713,红色的是啥泥,9,红,128071,剧毒林地,
1280714,讲道理，红色的见过，绿色的没见过,12,红,128071,剧毒林地,
1280715,好饿,15,红,128071,剧毒林地,
1280811,毁天灭地旋风斩,6,红,128081,祖玛沙尔,3
1280812,就不知道，匕首怎么旋风的,8,红,128081,祖玛沙尔,
1280813,艺高一筹,9,红,128081,祖玛沙尔,
1280814,笑而不语,12,红,128081,祖玛沙尔,
1280815,笑你麻痹,15,红,128081,祖玛沙尔,
1280821,这个加血真是日了狗了啊,9,红,128082,祖玛沙尔,
1280822,今天午饭真是特么的难吃,5,红,128082,祖玛沙尔,
1280823,点餐点餐,11,红,128082,祖玛沙尔,
1280824,今天月卡到期了，你们还买月卡的么,13,红,128082,祖玛沙尔,
1280825,除了星座，还有什么能加暴击啊,15,红,128082,祖玛沙尔,
1280831,这3个奶妈真是牲口啊,8,红,128083,祖玛沙尔,
1280832,奶天奶地奶宇宙的节奏,9,红,128083,祖玛沙尔,
1280833,大半天3口老奶，我就要吐一口老血,10,红,128083,祖玛沙尔,
1280834,哈哈哈哈,11,红,128083,祖玛沙尔,
1280835,我干翻4个了,15,红,128083,祖玛沙尔,
1280911,天灾战士好烦我操,3,红,128091,病木林,1
1280912,又是沉默，奶不出来,5,红,128091,病木林,
1280913,这对面好污啊,7,红,128091,病木林,
1280914,吊大的说一下，地狱咆哮好不好,9,红,128091,病木林,
1280915,感觉我和对面55开,14,红,128091,病木林,
1281011,这批怪是挺渗人的,3,红,128101,恐惧谷,1
1281012,不要怂，就是干,6,红,128101,恐惧谷,
1281013,怼他们,9,红,128101,恐惧谷,
1281014,那个战士死掉的样子好搞笑,12,红,128101,恐惧谷,
1281015,完美团……灭了,16,红,128101,恐惧谷,
1290111,艹，被诅咒了，今天脸上长了2个痘,3,红,129011,摩罗萨兰（费伍德）,1
1290112,骚年，太浪了把,6,红,129011,摩罗萨兰,
1290113,憋坏了，哈哈哈哈,9,红,129011,摩罗萨兰,
1290114,熊掌我还真没吃过,12,红,129011,摩罗萨兰,
1290115,惊现一枚吃货,14,红,129011,摩罗萨兰,
1290211,熊战士,2,红,129021,死木村,1
1290212,熊你妹，会六连拍么,6,红,129021,死木村,
1290213,六连拍是什么歌谱？,9,红,129021,死木村,
1290214,这有梗？,11,红,129021,死木村,
1290215,说真的，我感觉我的英雄要1打5了,14,红,129021,死木村,
1290311,老年人手速更不上，指挥官全自动丢技能了,3,红,129031,碧火谷,1
1290312,陈明，你爸爸叫你回家吃饭了,4,红,129031,碧火谷,
1290313,来个老司机带我飞啊，不知道怎么搭配,8,红,129031,碧火谷,
1290314,蓝瘦，今天掉了15块钱,10,红,129031,碧火谷,
1290315,我想把奶妈下掉换一个输出，玩全暴力阵容,15,红,129031,碧火谷,
1290411,这个萨特要搞事啊,3,红,129041,克拉特斯废墟,1
1290412,田馥甄的歌很好听啊,6,红,129041,克拉特斯废墟,
1290413,有没有人介绍点电影看,9,红,129041,克拉特斯废墟,
1290414,小电影要不要,11,红,129041,克拉特斯废墟,
1290415,双刀剔骨，六连剔,15,红,129041,克拉特斯废墟,
1290511,朴树是不是唱歌的,3,红,129051,加德纳尔,1
1290512,怒气技能一下都放不出来，日,6,红,129051,加德纳尔,
1290513,不放怒气技能也吊打对面,9,红,129051,加德纳尔,
1290514,感觉很轻松啊,11,红,129051,加德纳尔,
1290515,小意思，直接灭他们,14,红,129051,加德纳尔,
1290611,鼻涕怪,3,红,129061,血毒瀑布,1
1290612,没看出来哪被污染了啊,6,红,129061,血毒瀑布,
1290613,思想被污染你能看的出来不,9,红,129061,血毒瀑布,
1290614,我是巫妖王,13,红,129061,血毒瀑布,
1290615,费玉清才是巫妖王,15,红,129061,血毒瀑布,
