Table:CsvItem,,,,,,,,,,,,,,,,,
tid,name:s,type:ItemType,max_num,desc:s,icon_path:s,icon_path_s:s,icon_path_t:s,is_sell:b,sell_price,display_color:ItemColor,para1,para2,para3,para4,sort_order,need_level,is_use:b
42062,铜矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42002tongkuang,-1,-1,1,100,橙,,,,,2,1,0
42063,玄铁矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42003xuantiekuang,-1,-1,1,100,橙,,,,,2,1,0
42064,金矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42004jinkuang,-1,-1,1,100,橙,,,,,2,1,0
42071,生铁,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42001shengtie,-1,-1,1,100,橙,,,,,2,1,0
42072,铜矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42002tongkuang,-1,-1,1,100,橙,,,,,2,1,0
42073,玄铁矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42003xuantiekuang,-1,-1,1,100,橙,,,,,2,1,0
42074,金矿,喜好品,999999,用于英雄进阶，攻打冒险可获得,Icon/42004jinkuang,-1,-1,1,100,橙,,,,,2,1,0
42101,突破石,喜好品,999999,用于英雄突破,Icon/tuposhi,-1,-1,1,100,红,,,,,2,1,0
#,,,,,,,,,,,,,,,,,
43001,中秋至尊礼盒,喜好品,999999,中秋活动道具，可在活动中兑换游戏物品,Icon/tongbizhonglibao,-1,-1,1,100,紫,,,,,2,1,0
43002,中秋礼盒,喜好品,999999,中秋活动道具，可在活动中兑换游戏物品,Icon/libao,-1,-1,1,100,蓝,,,,,2,1,0
43011,元旦至尊礼盒,喜好品,999999,元旦活动道具，可在活动中兑换游戏物品,Icon/tongbizhonglibao,-1,-1,1,100,紫,,,,,2,1,0
43012,元旦礼盒,喜好品,999999,元旦活动道具，可在活动中兑换游戏物品,Icon/yuanxiaojie,-1,-1,1,100,蓝,,,,,2,1,0
43021,节日至尊礼盒,喜好品,999999,冒险礼物活动道具，可在活动中兑换游戏物品,Icon/jierizhizunlihe,-1,-1,1,100,紫,,,,,2,1,0
43022,节日礼盒,喜好品,999999,冒险礼物活动道具，可在活动中兑换游戏物品,Icon/jierilihe,-1,-1,1,100,蓝,,,,,2,1,0
#,,,,,,,,,,,,,,,,,
44001,强效虚空精华,附魔晶石,999999,增加装备20点附魔经验,Icon/qiangxiaoxukongjinghua,-1,-1,1,20,蓝,20,,,,2,1,1
44002,强效星界精华,附魔晶石,999999,增加装备50点附魔经验,Icon/qiangxiaoxingjiejinghua,-1,-1,1,20,蓝,50,,,,2,1,1
44003,强效不灭精华 ,附魔晶石,999999,增加装备200点附魔经验,Icon/qiangxiaobumiejinghua,-1,-1,1,100,紫,200,,,,2,1,1
44004,连结水晶,附魔晶石,999999,增加装备500点附魔经验,Icon/lianjieshuijing,-1,-1,1,100,紫,500,,,,2,1,1
#,,,,,,,,,,,,,,,,,
50001,礼包,礼包,999999,礼包,Icon/60001kejinbaoxiang,-1,-1,1,100,紫,101,,,,2,1,1
50002,10钻石,礼包,999999,使用后可获得10钻石,Icon/zuanshixiaolibao,-1,-1,1,100,蓝,301,,,,2,1,1
50003,20钻石,礼包,999999,使用后可获得20钻石,Icon/zuanshixiaolibao,-1,-1,1,100,蓝,302,,,,2,1,1
50004,50钻石,礼包,999999,使用后可获得50钻石,Icon/zuanshizhonglibao,-1,-1,1,100,紫,303,,,,2,1,1
50005,100钻石,礼包,999999,使用后可获得100钻石,Icon/zuanshidalibao,-1,-1,1,100,橙,304,,,,2,1,1
50006,10英魂,礼包,999999,使用后可获得10英魂,Icon/yinghunxiaolibao,-1,-1,1,100,蓝,305,,,,2,1,1
50007,20英魂,礼包,999999,使用后可获得20英魂,Icon/yinghunxiaolibao,-1,-1,1,100,蓝,306,,,,2,1,1
50008,50英魂,礼包,999999,使用后可获得50英魂,Icon/yinghunzhonglibao,-1,-1,1,100,紫,307,,,,2,1,1
50009,100英魂,礼包,999999,使用后可获得100英魂,Icon/yinghundalibao,-1,-1,1,100,橙,308,,,,2,1,1
50010,10000铜币,礼包,999999,使用后可获得10000铜币,Icon/tongbizhonglibao,-1,-1,1,100,紫,309,,,,2,1,1
50011,20000铜币,礼包,999999,使用后可获得20000铜币,Icon/tongbizhonglibao,-1,-1,1,100,紫,310,,,,2,1,1
50012,50000铜币,礼包,999999,使用后可获得50000铜币,Icon/tongbizhonglibao,-1,-1,1,100,紫,311,,,,2,1,1
50013,100000铜币,礼包,999999,使用后可获得100000铜币,Icon/tongbidalibao,-1,-1,1,100,橙,312,,,,2,1,1
50014,200战魂,礼包,999999,使用后可获得200战魂,Icon/zhanhunxiaolibao,-1,-1,1,100,蓝,313,,,,2,1,1
50015,500战魂,礼包,999999,使用后可获得500战魂,Icon/zhanhunzhonglibao,-1,-1,1,100,紫,314,,,,2,1,1
50016,1000战魂,礼包,999999,使用后可获得1000战魂,Icon/zhanhunzhonglibao,-1,-1,1,100,橙,315,,,,2,1,1
50017,2000战魂,礼包,999999,使用后可获得2000战魂,Icon/zhanhundalibao,-1,-1,1,100,橙,316,,,,2,1,1
50018,2000铜币,礼包,999999,使用后可获得2000铜币,Icon/tongbixiaolibao,-1,-1,1,100,蓝,317,,,,2,1,1
50019,3000铜币,礼包,999999,使用后可获得3000铜币,Icon/tongbixiaolibao,-1,-1,1,100,蓝,318,,,,2,1,1
50020,100战魂,礼包,999999,使用后可获得100战魂,Icon/zhanhunxiaolibao,-1,-1,1,100,蓝,319,,,,2,1,1
50021,200英魂,礼包,999999,使用后可获得200英魂,Icon/yinghundalibao,-1,-1,1,100,橙,320,,,,2,1,1
50022,500000铜币,礼包,999999,使用后可获得500000铜币,Icon/tongbidalibao,-1,-1,1,100,橙,321,,,,2,1,1
50023,200钻石,礼包,999999,使用后可获得200钻石,Icon/zuanshidalibao,-1,-1,1,100,橙,322,,,,2,1,1
50024,橙色英雄碎片包,礼包,999999,打开后可得到随机橙色英雄碎片,Icon/libao,-1,-1,1,100,橙,323,,,,2,1,1
50025,随机好感物品宝箱,礼包,999999,打开后可随机得到好感物品,Icon/libao,-1,-1,1,100,紫,324,,,,2,1,1
50026,紫色装备碎片包,礼包,999999,打开后可随机得到紫色装备碎片,Icon/libao,-1,-1,1,100,紫,325,,,,2,1,1
50027,5%芒星石宝箱,礼包,999999,5%几率开出芒星石,Icon/libao,-1,-1,1,100,紫,326,,,,2,1,1
50028,5%打孔装置宝箱,礼包,999999,5%几率开出打孔装置,Icon/libao,-1,-1,1,100,紫,327,,,,2,1,1
50029,5%奥术之尘宝箱,礼包,999999,5%几率开出奥术之尘,Icon/libao,-1,-1,1,100,紫,328,,,,2,1,1
50030,vip1级礼包,礼包,999999,到达VIP1级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,329,,,,2,1,1
50031,vip2级礼包,礼包,999999,到达VIP2级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,330,,,,2,1,1
50032,vip3级礼包,礼包,999999,到达VIP3级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,331,,,,2,1,1
50033,vip4级礼包,礼包,999999,到达VIP4级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,332,,,,2,1,1
50034,vip5级礼包,礼包,999999,到达VIP5级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,333,,,,2,1,1
50035,vip6级礼包,礼包,999999,到达VIP6级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,334,,,,2,1,1
50036,vip7级礼包,礼包,999999,到达VIP7级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,335,,,,2,1,1
50037,vip8级礼包,礼包,999999,到达VIP8级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,336,,,,2,1,1
50038,vip9级礼包,礼包,999999,到达VIP9级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,337,,,,2,1,1
50039,vip10级礼包,礼包,999999,到达VIP10级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,338,,,,2,1,1
50040,蓝色装备碎片宝箱,礼包,999999,使用后随机获得蓝色装备碎片,Icon/libao,-1,-1,1,100,蓝,339,,,,2,1,1
50041,紫色英雄碎片宝箱,礼包,999999,使用后随机获得紫色英雄碎片,Icon/libao,-1,-1,1,100,紫,340,,,,2,1,1
50042,随机进阶材料宝箱,礼包,999999,打开后可获随机进阶材料,Icon/libao,-1,-1,1,100,紫,341,,,,2,1,1
50043,随机神将碎片宝箱,礼包,999999,使用后可获得随机神将碎片,Icon/libao,-1,-1,1,100,橙,342,,,,2,1,1
50044,橙色英雄包,礼包,999999,打开后可随机获得同一橙色英雄碎片50个,Icon/libao,-1,-1,1,100,橙,343,,,,2,1,1
50045,高级闪避大礼包,礼包,999999,打开后可获得高级闪避、中级闪避、初级闪避和5本高级技能经验书,Icon/libao,-1,-1,1,100,紫,344,,,,2,1,1
50046,高级命中大礼包,礼包,999999,打开后可获得高级命中、中级命中、初级命中和5本高级技能经验书,Icon/libao,-1,-1,1,100,紫,345,,,,2,1,1
50047,高级暴击大礼包,礼包,999999,打开后可获得高级暴击、中级暴击、初级暴击和5本高级技能经验书,Icon/libao,-1,-1,1,100,紫,346,,,,2,1,1
50048,高级韧性大礼包,礼包,999999,打开后可获得高级韧性、中级韧性、初级韧性和5本高级技能经验书,Icon/libao,-1,-1,1,100,紫,347,,,,2,1,1
50049,高级格挡大礼包,礼包,999999,打开后可获得高级格挡、中级格挡、初级格挡和5本高级技能经验书,Icon/libao,-1,-1,1,100,紫,348,,,,2,1,1
50050,高级穿透大礼包,礼包,999999,打开后可获得高级穿透、中级穿透、初级穿透和5本高级技能经验书,Icon/libao,-1,-1,1,100,紫,349,,,,2,1,1
50051,高级抵抗大礼包,礼包,999999,打开后可获得高级抵抗、中级抵抗、初级抵抗和5本高级技能经验书,Icon/libao,-1,-1,1,100,紫,350,,,,2,1,1
50052,鉴定之书*2,礼包,999999,打开后可获得鉴定之书2本,Icon/jiandingshu,-1,-1,1,100,紫,351,,,,2,1,1
50053,鉴定之书*3,礼包,999999,打开后可获得鉴定之书3本,Icon/jiandingshu,-1,-1,1,100,紫,352,,,,2,1,1
50054,鉴定之书*4,礼包,999999,打开后可获得鉴定之书4本,Icon/jiandingshu,-1,-1,1,100,紫,353,,,,2,1,1
50055,10品质装备碎片宝箱,礼包,999999,使用后随机获得10品质装备碎片,Icon/libao,-1,-1,1,100,紫,354,,,,2,1,1
50056,饰品碎片宝箱,礼包,999999,使用后随机获得饰品碎片,Icon/libao,-1,-1,1,100,紫,355,,,,2,1,1
50057,5%附魔材料宝箱,礼包,999999,5%几率开出连结水晶,Icon/libao,-1,-1,1,100,紫,356,,,,2,1,1
50058,军团战优胜宝箱,礼包,999999,打开后可获得各种道具、资源,Icon/yinghunzhonglibao,-1,-1,1,100,紫,357,,,,2,1,1
50059,军团战宝箱,礼包,999999,打开后可获得各种道具、资源,Icon/libao,-1,-1,1,100,蓝,358,,,,2,1,1
50060,铭文宝箱,礼包,999999,有一定几率开出各类铭文,Icon/libao,-1,-1,1,100,紫,359,,,,2,1,1
50061,5%血魔碎片宝箱,礼包,999999,5%几率开出血魔碎片,Icon/libao,-1,-1,1,100,紫,360,,,,2,1,1
#,vip11级礼包,礼包,999999,到达VIP11级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,334,,,,2,1,1
#,vip12级礼包,礼包,999999,到达VIP12级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,335,,,,2,1,1
#,vip13级礼包,礼包,999999,到达VIP13级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,336,,,,2,1,1
#,vip14级礼包,礼包,999999,到达VIP14级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,337,,,,2,1,1
#,vip15级礼包,礼包,999999,到达VIP15级后，可购买该礼包,Icon/viplibao,-1,-1,1,100,橙,338,,,,2,1,1
#,,,,,,,,,,,,,,,,,
60001,氪金宝箱,宝箱,999999,打开后有几率获得紫装、英雄碎片、紫色饰品和各类道具,Icon/60001kejinbaoxiang,Icon/60001kejinbaoxiang,-1,1,1000,紫,40009,,,,2,1,1
60002,白银宝箱,宝箱,999999,打开后有几率获得蓝装、英雄碎片、蓝色饰品和各类道具,Icon/60002baiyinbaoxiang,Icon/60002baiyinbaoxiang,-1,1,500,蓝,40010,,,,2,1,1
60003,青铜宝箱,宝箱,999999,打开后有几率获得白装、英雄碎片、绿色饰品和各类道具,Icon/60003qingtongbaoxiang,Icon/60003qingtongbaoxiang,-1,1,100,绿,40011,,,,2,1,1
60004,军团铜宝箱,宝箱,999999,打开后有几率获得白装、英雄碎片和各类道具,Icon/60003qingtongbaoxiang,ArmyGroup/juntuan_qingtongbaoixang,-1,1,100,绿,,,,,2,1,1
60005,军团银宝箱,宝箱,999999,打开后有几率获得蓝装、英雄碎片和各类道具,Icon/60002baiyinbaoxiang,ArmyGroup/juntuan_baiyinbaoxiang,-1,1,500,蓝,,,,,2,1,1
60006,军团金宝箱,宝箱,999999,打开后有几率获得紫装、英雄碎片和各类道具,Icon/60001kejinbaoxiang,ArmyGroup/juntuan_kejinbaoxiang,-1,1,1000,紫,,,,,2,1,1
#,,,,,,,,,,,,,,,,,
201,英魂,英魂,9999,分解英雄后可获得该货币,Icon/201yinghun,-1,-1,,,紫,,,,,2,1,0
70001,秘宝刷新牌,密保刷新令,9999,用于刷新神秘商店,Icon/mibaoshuaxinling,-1,-1,1,100,蓝,,,,,2,1,0
#,,,,,,,,,,,,,,,,,
80001,宝石（武器）,装备宝石,1,用于装备镶嵌,Icon/hongbaoshi,-1,-1,1,100,蓝,0,,,,2,1,1
80002,宝石（头盔）,装备宝石,1,用于装备镶嵌,Icon/huangbaoshi,-1,-1,1,100,蓝,1,,,,2,1,1
80003,宝石（铠甲）,装备宝石,1,用于装备镶嵌,Icon/lanbaoshi,-1,-1,1,100,蓝,2,,,,2,1,1
80004,宝石（鞋子）,装备宝石,1,用于装备镶嵌,Icon/lvbaoshi,-1,-1,1,100,蓝,3,,,,2,1,1
80005,宝石（裤子）,装备宝石,1,用于装备镶嵌,Icon/zibaoshi,-1,-1,1,100,蓝,4,,,,2,1,1
#,,,,,,,,,,,,,,,,,
90001,风干的香蕉,好感,999999,可增加英雄好感度,Icon/fenggandexiangjiao,-1,-1,1,100,绿,50,,,,2,1,0
90002,蜂蜜饮料,好感,999999,可增加英雄好感度,Icon/fengmiyinliao,-1,-1,1,100,绿,50,,,,2,1,0
90003,暴风城奶酪,好感,999999,可增加英雄好感度,Icon/baofengchengnailao,-1,-1,1,100,绿,50,,,,2,1,0
90004,多汁的西瓜,好感,999999,可增加英雄好感度,Icon/duozhidexigua,-1,-1,1,100,蓝,450,,,,2,1,0
90005,守望堡烈酒,好感,999999,可增加英雄好感度,Icon/shouwangbaoliejiu,-1,-1,1,100,蓝,500,,,,2,1,0
90006,陈年干酪,好感,999999,可增加英雄好感度,Icon/chennianganlao,-1,-1,1,100,蓝,550,,,,2,1,0
90007,饱满的南瓜,好感,999999,可增加英雄好感度,Icon/baomandenangua,-1,-1,1,100,紫,950,,,,2,1,0
90008,晨露酒,好感,999999,可增加英雄好感度,Icon/chenlujiu,-1,-1,1,100,紫,1000,,,,2,1,0
90009,烤鹌鹑,好感,999999,可增加英雄好感度,Icon/kaoanchun,-1,-1,1,100,紫,1050,,,,2,1,0
#,,,,,,,,,,,,,,,,,
100001,三倍奖励,三倍奖励,1,下次可以获得3倍奖励,Treasure/kaoguxue_sanbei_01,Treasure/kaoguxue_sanbei_01,Treasure/kaoguxue_sanbei_01,1,100,橙,,,,,2,1,0
100002,再走一步,再走一步,1,可以继续前进一个格子,Treasure/kaoguxue_zailai_01,Treasure/kaoguxue_zailai_01,Treasure/kaoguxue_zailai_01,1,100,橙,,,,,2,1,0
100003,2次免费次数,起点奖励,1,获得两次免费次数,Treasure/kaoguxue_qidian_01,Treasure/kaoguxue_qidian_01,Treasure/kaoguxue_qidian_01,1,100,橙,,,,,2,1,0
#,,,,,,,,,,,,,,,,,
110001,四选一饰品宝箱,多选宝箱,999999,可选择短暂能量护符、龙牙饰物、耐萨里奥之泪、斯泰林的甲虫壳,Icon/libao,Icon/libao,-1,1,100,紫,50,51,52,53,2,1,1
110002,橙将四选一宝箱,多选宝箱,999999,可选择天灾首领、山丘之王、守望者、暴风摄政王,Icon/libao,Icon/libao,-1,1,100,橙,54,55,56,57,2,1,1
110003,稀有橙将四选一宝箱,多选宝箱,999999,可选择黑暗游侠、先知、灰舌死誓者、大法师,Icon/libao,Icon/libao,-1,1,100,橙,58,59,60,61,2,1,1
110004,10品质紫装四选一宝箱,多选宝箱,999999,可选择法力风暴护腿、狮心头盔、洞察法袍、黑色龙鳞战靴,Icon/libao,Icon/libao,-1,1,100,紫,62,63,64,65,2,1,1
110005,15品质紫装四选一宝箱,多选宝箱,999999,可选择踏云腿甲、风蛇的拥抱、烈焰之环、闪避之靴,Icon/libao,Icon/libao,-1,1,100,紫,66,67,68,69,2,1,1
110006,20品质紫装四选一宝箱,多选宝箱,999999,可选择纳尔维之盔、奥兰娜的拥抱、泰坦护腿、熔岩犬皮靴,Icon/libao,Icon/libao,-1,1,100,紫,70,71,72,73,2,1,1
110007,跨服神将四选一宝箱,多选宝箱,999999,可选择克总、逐日者、半神、地狱咆哮,Icon/libao,Icon/libao,-1,1,100,橙,74,75,76,77,2,1,1
#,,,,,,,,,,,,,,,,,
120001,法师铭文,铭文,999999,用于所有法师职业英雄的铭文升级,Icon/fashimingwen,-1,-1,1,100,紫,1,10,1,,2,1,1
120002,德鲁伊铭文,铭文,999999,用于所有德鲁伊职业英雄的铭文升级,Icon/deluyimingwen,-1,-1,1,100,紫,2,10,1,,2,1,1
120003,死亡骑士铭文,铭文,999999,用于所有死亡骑士职业英雄的铭文升级,Icon/siwangqishimingwen,-1,-1,1,100,紫,3,10,1,,2,1,1
120004,萨满铭文,铭文,999999,用于所有萨满职业英雄的铭文升级,Icon/samanmingwen,-1,-1,1,100,紫,4,10,1,,2,1,1
120005,术士铭文,铭文,999999,用于所有术士职业英雄的铭文升级,Icon/shushimingwen,-1,-1,1,100,紫,5,10,1,,2,1,1
120006,牧师铭文,铭文,999999,用于所有牧师职业英雄的铭文升级,Icon/mushimingwen,-1,-1,1,100,紫,6,10,1,,2,1,1
120007,战士铭文,铭文,999999,用于所有战士职业英雄的铭文升级,Icon/zhanshimingwen,-1,-1,1,100,紫,7,10,1,,2,1,1
120008,圣骑士铭文,铭文,999999,用于所有圣骑士职业英雄的铭文升级,Icon/shengqishimingwen,-1,-1,1,100,紫,8,10,1,,2,1,1
120009,盗贼铭文,铭文,999999,用于所有盗贼职业英雄的铭文升级,Icon/daozeimingwen,-1,-1,1,100,紫,9,10,1,,2,1,1
120010,猎人铭文,铭文,999999,用于所有猎人职业英雄的铭文升级,Icon/lierenmingwen,-1,-1,1,100,紫,10,10,1,,2,1,1
120011,万能铭文,铭文,999999,用于所有所有职业英雄的铭文升级,Icon/wannengmingwen,-1,-1,1,100,紫,0,10,2,,2,1,1
