Table:CsvHeroSkill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tid,name:s,pro:s,icon:s,desc:s,attackType:AttackType,isNormal:b,isNuqi:b,requireNuqi,EtargetOrder:SkillTargetSelOrder,MtargetOrder:SkillTargetSelOrder,EtargetFilter:SkillTargetFilter,MtargetFilter:SkillTargetFilter,EselNum,MselNum,extraAttack,extraSameActor:b,EextraOrder:SkillTargetSelOrder,MextraOrder:SkillTargetSelOrder,EextraFilter:SkillTargetFilter,MextraFilter:SkillTargetFilter,noMotion4ExtraAttack:b,noEffect4ExtraAttack:b,sameAim4ExtraAttack:b,extraAttackDelay:a,buffTIDs:a,attackMotion,attackEffectTid:a,hurtEffectTid,hurtEffectTidOnMy,bloodNumDelayOnRecover:b,hurtUIEffectTid,shakeScreen:a,dodgeTime,specialEffectTids:s,skillFactor1,skillFactor2,skillFactor3,skillFactor4,skillFactor5,skillFactor6,skillFactor7,skillFactor8,skillFactor9,skillFactor10,skillFactor11,skillFactor12,active_skill_buff:s,para1:a,nuqi_effect,r_nuqi_effect,ignore_buffs:a
1000013,普通物理近战打3,,SkillIcons/linshiziyuan_03,普通近战,物理,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,第一个活的那一排,3,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一排,第一个活的那一排,,,,,,1,,,,,,,,,5700,5700,5700,,,,,,,,,,,,30001,30002,
1000014,普通物理近战打1列,,SkillIcons/linshiziyuan_04,普通近战,物理,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,第一个活的那一列,2,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,第一个活的那一列,,,,,,1,,,,,,,,,7400,6500,,,,,,,,,,,,,30001,30002,
1000015,普通魔法远程打1列,,SkillIcons/linshiziyuan_01,普通远程,法术,是,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,第一个活的那一列,2,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,第一个活的那一列,,,,,,1,,,,,,,,,7400,6500,,,,,,,,,,,,,30001,30002,
1000016,普通魔法远程打6,,SkillIcons/linshiziyuan_02,普通远程,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,,,,3200,3200,3200,3200,3200,3200,,,,,,,,,30001,30002,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30001,30002,
1002001,怒气魔法打6动作2,,SkillIcons/linshiziyuan_01,普通远程,法术,,是,100,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,2,,,,,,,,,7500,7500,7500,7500,7500,7500,,,,,,,,,30001,30002,
1002002,怒气物理打6眩晕,,SkillIcons/linshiziyuan_02,普通近战,物理,,是,100,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,"30006,",2,,,,,,,,,7000,7000,7000,7000,7000,7000,,,,,,,,,30001,30002,
1002003,怒气物理近战打1列,,SkillIcons/linshiziyuan_03,普通近战,物理,,是,100,对位并且前排优先,对位并且前排优先,第一个活的那一列,第一个活的那一列,2,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,第一个活的那一列,,,,,,2,,,,,,,,,17000,15000,,,,,,,,,,,,,30001,30002,
1002004,怒气魔法远程打1列,,SkillIcons/linshiziyuan_04,普通远程,法术,,是,100,对位并且前排优先,对位并且前排优先,第一个活的那一列,第一个活的那一列,2,0,,,对位并且前排优先,对位并且前排优先,第一个活的那一列,第一个活的那一列,,,,,,2,,,,,,,,,17000,15000,,,,,,,,,,,,,30001,30002,
1002005,怒气物理打6,,SkillIcons/linshiziyuan_01,普通近战,物理,,是,100,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,2,,,,,,,,,7500,7500,7500,7500,7500,7500,,,,,,,,,30001,30002,
1002006,怒气魔法随机打3,,SkillIcons/linshiziyuan_02,普通远程,法术,,是,100,随机,随机,活的,活的,3,0,,,随机,随机,活的,活的,,,,,,2,,,,,,,,,11700,11700,11700,,,,,,,,,,,,30001,30002,
1002007,闪电链技能,,SkillIcons/linshiziyuan_03,普通远程,法术,,是,100,随机,随机,活的,活的,6,0,,,随机,随机,活的,活的,,,,,,1,,,,,,,,,8200,7800,7400,7000,6400,6200,,,,,,,,,30001,30002,
1002008,怒气魔法打6动作1,,SkillIcons/linshiziyuan_01,普通远程,法术,,是,100,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,,,,7500,7500,7500,7500,7500,7500,,,,,,,,,30001,30002,
#秒杀技能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30001,30002,
10000001,群体暗影箭,卡扎克2,SkillIcons/linshiziyuan_04,射出数道暗影箭直接秒杀所有敌军,法术,,是,100,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,2,10252,10253,,,,,,AttackMotionA:10252,,,,,,,,,,,,,,,30001,30002,"10010,10006,10053,40009,10127"
10000002,群体暗影箭,死亡之翼,SkillIcons/linshiziyuan_04,射出数道暗影箭直接秒杀所有敌军,法术,是,,,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,10252,10253,,,,,,AttackMotionA:10252,,,,,,,,,,,,,,,30001,30002,"10010,10006,10053,40009,10127"
10000003,群体暗影箭,卡扎克1,SkillIcons/linshiziyuan_04,射出数道暗影箭直接秒杀所有敌军,法术,,是,100,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,10252,10253,,,,,,AttackMotionA:10252,,,,,,,,,,,,,,,30001,30002,"10010,10006,10053,40009,10127"
#以下为临时配置,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30001,30002,
2000001,群体暗影箭,卡扎克,SkillIcons/linshiziyuan_01,直接秒杀所有敌军,,是,,,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,,,,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,,,30001,30002,
2000002,风暴打击,霜狼督军,SkillIcons/fengbaodaji,对敌方一列目标造成法术伤害,,是,,,对位并且前排优先,对位并且前排优先,活的,活的,3,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,"15,15,0,15,10",,,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,,,30001,30002,
2000003,放气,瑟莱德丝公主,SkillIcons/linshiziyuan_03,对敌方全部目标造成法术伤害,,是,,,对位并且前排优先,对位并且前排优先,活的,活的,6,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,,,,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,,,30001,30002,
2000004,闪电箭,瑟莱德丝公主,SkillIcons/shandianjian,对敌方单体目标造成法术伤害,,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,,,,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,,,30001,30002,
2000005,撕咬,蜥蜴、乌龟、鬣狗、鳄鱼、迅猛龙、狼,SkillIcons/linshiziyuan_01,对敌方单体目标造成物理伤害,,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,"15,15,0,10,10",,,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,,,30001,30002,
2000006,致命投掷,守望者,SkillIcons/zhimingtouzhi,对敌方一排目标造成物理伤害,,是,,,对位并且前排优先,对位并且前排优先,活的,活的,3,3,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,,,,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,,,30001,30002,
2000007,刀扇,守望者,SkillIcons/daoshan,对敌方一排目标造成物理伤害，并降低一定怒气,,是,,,对位并且前排优先,对位并且前排优先,活的,活的,3,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,,,,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,,,30001,30002,
2000008,背刺,刺客,SkillIcons/linshiziyuan_04,对敌方单体目标造成物理伤害,,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,,,,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,,,30001,30002,
2000009,伏击,刺客,SkillIcons/fuji,对敌方单体目标造成物理伤害,,是,,,对位并且前排优先,对位并且前排优先,活的,活的,1,0,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,,,,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,,,30001,30002,
2000010,快速治疗,,SkillIcons/kuaisuzhiliao,完全同圣光术,,是,,,对位并且前排优先,对位并且前排优先,活的,活的,0,6,,,对位并且前排优先,对位并且前排优先,活的,活的,,,,,,1,,,,,,,,,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,,,30001,30002,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,,,30001,30002,
