Table:CsvPSkillInfo,,,,,,,,,,,,,,,
tid,name:s,lv_exp,total_exp,attr:AttrType,attr_p,attr_v,color:ItemColor,icon:s,upgradeCostMoney,upgradeCostBookTID:a,upgradeCostBookCount:a,decomposeCostDiamond,decomposeGainItemTID:a,decomposeGainItemCount:a,desc:s
13111,初级法防,101,468,法术防御,225,18,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40041,","1,4,",法术防御+2.25%
13112,初级法防,113,569,法术防御,250,19,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40042,","1,1,",法术防御+2.5%
13113,初级法防,125,682,法术防御,275,20,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40042,40041,","1,1,1,",法术防御+2.75%
13114,初级法防,137,807,法术防御,300,21,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40042,40041,","1,1,3,",法术防御+3%
13115,初级法防,149,944,法术防御,325,22,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40042,40041,","1,1,4,",法术防御+3.25%
13116,初级法防,164,1093,法术防御,350,24,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,","1,1,",法术防御+3.5%
13117,初级法防,177,1257,法术防御,375,25,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,40041,","1,1,2,",法术防御+3.75%
13118,初级法防,192,1434,法术防御,400,26,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,40041,","1,1,4,",法术防御+4%
13119,初级法防,205,1626,法术防御,425,27,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,40042,40041,","1,1,1,1,",法术防御+4.25%
13120,初级法防,220,1831,法术防御,450,28,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,40042,40041,","1,1,1,3,",法术防御+4.5%
13121,初级法防,236,2051,法术防御,480,30,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,","1,2,",法术防御+4.8%
13122,初级法防,252,2287,法术防御,510,31,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,40041,","1,2,2,",法术防御+5.1%
13123,初级法防,268,2539,法术防御,540,32,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,40042,","1,2,1,",法术防御+5.4%
13124,初级法防,284,2807,法术防御,570,33,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,40042,40041,","1,2,1,3,",法术防御+5.7%
13125,初级法防,300,3091,法术防御,600,34,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,","1,3,",法术防御+6%
13126,初级法防,317,3391,法术防御,630,36,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,40041,","1,3,3,",法术防御+6.3%
13127,初级法防,336,3708,法术防御,660,37,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,40042,40041,","1,3,1,2,",法术防御+6.6%
13128,初级法防,353,4044,法术防御,690,38,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,","1,4,",法术防御+6.9%
13129,初级法防,372,4397,法术防御,720,39,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,40041,","1,4,3,",法术防御+7.2%
13130,初级法防,389,4769,法术防御,750,40,绿,Icon/20121fashufangyu_lv_64,100000,20122,1,100,"20121,40043,40042,40041,","1,4,1,2,",法术防御+7.5%
13201,中级法防,20,-1,法术防御,100,12,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,","1,1,",法术防御+1%
13202,中级法防,32,20,法术防御,130,13,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,","1,1,",法术防御+1.3%
13203,中级法防,48,52,法术防御,160,14,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,","1,1,",法术防御+1.6%
13204,中级法防,64,100,法术防御,190,15,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40041,","1,1,1,",法术防御+1.9%
13205,中级法防,80,164,法术防御,225,16,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40041,","1,1,1,",法术防御+2.25%
13206,中级法防,100,244,法术防御,260,18,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40041,","1,1,2,",法术防御+2.6%
13207,中级法防,120,344,法术防御,295,19,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40041,","1,1,3,",法术防御+2.95%
13208,中级法防,140,464,法术防御,330,20,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40041,","1,1,4,",法术防御+3.3%
13209,中级法防,160,604,法术防御,365,21,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40042,40041,","1,1,1,1,",法术防御+3.65%
13210,中级法防,180,764,法术防御,400,22,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40042,40041,","1,1,1,2,",法术防御+4%
13211,中级法防,204,944,法术防御,450,24,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40042,40041,","1,1,1,4,",法术防御+4.5%
13212,中级法防,228,1148,法术防御,500,25,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40041,","1,1,1,1,",法术防御+5%
13213,中级法防,252,1376,法术防御,550,26,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40041,","1,1,1,3,",法术防御+5.5%
13214,中级法防,276,1628,法术防御,600,27,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40042,40041,","1,1,1,1,1,",法术防御+6%
13215,中级法防,300,1904,法术防御,650,28,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40042,40041,","1,1,1,1,4,",法术防御+6.5%
13216,中级法防,328,2204,法术防御,700,30,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40041,","1,1,2,2,",法术防御+7%
13217,中级法防,356,2532,法术防御,750,31,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40042,","1,1,2,1,",法术防御+7.5%
13218,中级法防,384,2888,法术防御,800,32,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40042,40041,","1,1,2,1,3,",法术防御+8%
13219,中级法防,412,3272,法术防御,850,33,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40041,","1,1,3,2,",法术防御+8.5%
13220,中级法防,440,3684,法术防御,900,34,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40042,40041,","1,1,3,1,1,",法术防御+9%
13221,中级法防,472,4124,法术防御,960,36,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40041,","1,1,4,1,",法术防御+9.6%
13222,中级法防,504,4596,法术防御,1020,37,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40042,","1,1,4,1,",法术防御+10.2%
13223,中级法防,536,5100,法术防御,1080,38,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40041,","1,1,5,1,",法术防御+10.8%
13224,中级法防,568,5636,法术防御,1140,39,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40042,40041,","1,1,5,1,1,",法术防御+11.4%
13225,中级法防,600,6204,法术防御,1200,40,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40041,","1,1,6,2,",法术防御+12%
13226,中级法防,636,6804,法术防御,1260,42,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40042,40041,","1,1,6,1,3,",法术防御+12.6%
13227,中级法防,672,7440,法术防御,1320,43,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40041,","1,1,7,4,",法术防御+13.2%
13228,中级法防,708,8112,法术防御,1380,44,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40041,","1,1,8,1,",法术防御+13.8%
13229,中级法防,744,8820,法术防御,1440,45,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40042,40041,","1,1,8,1,3,",法术防御+14.4%
13230,中级法防,780,9564,法术防御,1500,46,蓝,Icon/20122fashufangyu_lan_64,300000,20123,1,200,"20122,20121,40043,40042,","1,1,9,1,",法术防御+15%
13301,高级法防,40,-1,法术防御,200,18,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,","1,1,1,",法术防御+2%
13302,高级法防,64,40,法术防御,260,19,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,","1,1,1,",法术防御+2.6%
13303,高级法防,96,104,法术防御,320,20,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40041,","1,1,1,1,",法术防御+3.2%
13304,高级法防,128,200,法术防御,380,21,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40041,","1,1,1,2,",法术防御+3.8%
13305,高级法防,160,328,法术防御,450,22,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40041,","1,1,1,3,",法术防御+4.5%
13306,高级法防,200,488,法术防御,520,24,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40041,","1,1,1,4,",法术防御+5.2%
13307,高级法防,240,688,法术防御,590,25,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40042,40041,","1,1,1,1,1,",法术防御+5.9%
13308,高级法防,280,928,法术防御,660,26,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40042,40041,","1,1,1,1,4,",法术防御+6.6%
13309,高级法防,320,1208,法术防御,730,27,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40041,","1,1,1,1,2,",法术防御+7.3%
13310,高级法防,360,1528,法术防御,800,28,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40042,","1,1,1,1,1,",法术防御+8%
13311,高级法防,408,1888,法术防御,900,30,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40042,40041,","1,1,1,1,1,3,",法术防御+9%
13312,高级法防,456,2296,法术防御,1000,31,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40041,","1,1,1,2,2,",法术防御+10%
13313,高级法防,504,2752,法术防御,1100,32,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40042,40041,","1,1,1,2,1,2,",法术防御+11%
13314,高级法防,552,3256,法术防御,1200,33,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40041,","1,1,1,3,2,",法术防御+12%
13315,高级法防,600,3808,法术防御,1300,34,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40042,40041,","1,1,1,3,1,3,",法术防御+13%
13316,高级法防,656,4408,法术防御,1400,36,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40041,","1,1,1,4,4,",法术防御+14%
13317,高级法防,712,5064,法术防御,1500,37,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,","1,1,1,5,",法术防御+15%
13318,高级法防,768,5776,法术防御,1600,38,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40042,40041,","1,1,1,5,1,2,",法术防御+16%
13319,高级法防,824,6544,法术防御,1700,39,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40042,","1,1,1,6,1,",法术防御+17%
13320,高级法防,880,7368,法术防御,1800,40,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40041,","1,1,1,7,3,",法术防御+18%
13321,高级法防,944,8248,法术防御,1920,42,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40041,","1,1,1,8,2,",法术防御+19.2%
13322,高级法防,1008,9192,法术防御,2040,43,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40041,","1,1,1,9,1,",法术防御+20.4%
13323,高级法防,1072,10200,法术防御,2160,44,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40041,","1,1,1,10,2,",法术防御+21.6%
13324,高级法防,1136,11272,法术防御,2280,45,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40041,","1,1,1,11,2,",法术防御+22.8%
13325,高级法防,1200,12408,法术防御,2400,46,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40041,","1,1,1,12,4,",法术防御+24%
13326,高级法防,1272,13608,法术防御,2520,48,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40042,40041,","1,1,1,13,1,1,",法术防御+25.2%
13327,高级法防,1344,14880,法术防御,2640,49,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40042,40041,","1,1,1,14,1,3,",法术防御+26.4%
13328,高级法防,1416,16224,法术防御,2760,50,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40041,","1,1,1,16,2,",法术防御+27.6%
13329,高级法防,1488,17640,法术防御,2880,51,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40042,40041,","1,1,1,17,1,1,",法术防御+28.8%
13330,高级法防,1560,19128,法术防御,3000,52,紫,Icon/20123fashufangyu_zi_64,500000,20124,1,300,"20123,20122,20121,40043,40041,","1,1,1,19,1,",法术防御+30%
#穿透,,,,,,,,,,,,,,,
14101,初级穿透,12,-1,穿透,50,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,","1,",穿透+0.5%
14102,初级穿透,20,12,穿透,65,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,","1,",穿透+0.65%
14103,初级穿透,30,32,穿透,80,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,","1,",穿透+0.8%
14104,初级穿透,40,62,穿透,95,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,","1,",穿透+0.95%
14105,初级穿透,50,102,穿透,112,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40041,","1,1,",穿透+1.12%
14106,初级穿透,62,152,穿透,130,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40041,","1,1,",穿透+1.3%
14107,初级穿透,75,214,穿透,147,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40041,","1,2,",穿透+1.47%
14108,初级穿透,87,289,穿透,165,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40041,","1,2,",穿透+1.65%
14109,初级穿透,100,376,穿透,182,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40041,","1,3,",穿透+1.82%
14110,初级穿透,112,476,穿透,200,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40041,","1,4,",穿透+2%
14111,初级穿透,127,588,穿透,225,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40042,","1,1,",穿透+2.25%
14112,初级穿透,142,715,穿透,250,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40042,40041,","1,1,2,",穿透+2.5%
14113,初级穿透,157,857,穿透,275,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40042,40041,","1,1,3,",穿透+2.75%
14114,初级穿透,172,1014,穿透,300,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,","1,1,",穿透+3%
14115,初级穿透,187,1186,穿透,325,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,40041,","1,1,1,",穿透+3.25%
14116,初级穿透,205,1373,穿透,350,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,40041,","1,1,3,",穿透+3.5%
14117,初级穿透,222,1578,穿透,375,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,40042,","1,1,1,",穿透+3.75%
14118,初级穿透,240,1800,穿透,400,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,40042,40041,","1,1,1,3,",穿透+4%
14119,初级穿透,257,2040,穿透,425,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,","1,2,",穿透+4.25%
14120,初级穿透,275,2297,穿透,450,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,40041,","1,2,2,",穿透+4.5%
14121,初级穿透,295,2572,穿透,480,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,40042,","1,2,1,",穿透+4.8%
14122,初级穿透,315,2867,穿透,510,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,40042,40041,","1,2,1,3,",穿透+5.1%
14123,初级穿透,335,3182,穿透,540,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,40041,","1,3,1,",穿透+5.4%
14124,初级穿透,355,3517,穿透,570,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,40042,","1,3,1,",穿透+5.7%
14125,初级穿透,375,3872,穿透,600,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,40042,40041,","1,3,1,3,",穿透+6%
14126,初级穿透,397,4247,穿透,630,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,40041,","1,4,2,",穿透+6.3%
14127,初级穿透,420,4644,穿透,660,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,40042,40041,","1,4,1,1,",穿透+6.6%
14128,初级穿透,442,5064,穿透,690,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,","1,5,",穿透+6.9%
14129,初级穿透,465,5506,穿透,720,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,40042,","1,5,1,",穿透+7.2%
14130,初级穿透,487,5971,穿透,750,,绿,Icon/20131chuantou_lv_64,100000,20132,1,100,"20131,40043,40042,40041,","1,5,1,4,",穿透+7.5%
14201,中级穿透,25,-1,穿透,100,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,","1,1,",穿透+1%
14202,中级穿透,40,25,穿透,130,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,","1,1,",穿透+1.3%
14203,中级穿透,60,65,穿透,160,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,","1,1,",穿透+1.6%
14204,中级穿透,80,125,穿透,190,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40041,","1,1,1,",穿透+1.9%
14205,中级穿透,100,205,穿透,225,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40041,","1,1,2,",穿透+2.25%
14206,中级穿透,125,305,穿透,260,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40041,","1,1,3,",穿透+2.6%
14207,中级穿透,150,430,穿透,295,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40041,","1,1,4,",穿透+2.95%
14208,中级穿透,175,580,穿透,330,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40042,","1,1,1,",穿透+3.3%
14209,中级穿透,200,755,穿透,365,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40042,40041,","1,1,1,2,",穿透+3.65%
14210,中级穿透,225,955,穿透,400,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40042,40041,","1,1,1,4,",穿透+4%
14211,中级穿透,255,1180,穿透,450,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40041,","1,1,1,1,",穿透+4.5%
14212,中级穿透,285,1435,穿透,500,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40041,","1,1,1,4,",穿透+5%
14213,中级穿透,315,1720,穿透,550,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40042,40041,","1,1,1,1,2,",穿透+5.5%
14214,中级穿透,345,2035,穿透,600,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,","1,1,2,",穿透+6%
14215,中级穿透,375,2380,穿透,650,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40041,","1,1,2,3,",穿透+6.5%
14216,中级穿透,410,2755,穿透,700,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40042,40041,","1,1,2,1,2,",穿透+7%
14217,中级穿透,445,3165,穿透,750,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40041,","1,1,3,1,",穿透+7.5%
14218,中级穿透,480,3610,穿透,800,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40042,40041,","1,1,3,1,1,",穿透+8%
14219,中级穿透,515,4090,穿透,850,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,","1,1,4,",穿透+8.5%
14220,中级穿透,550,4605,穿透,900,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40042,40041,","1,1,4,1,1,",穿透+9%
14221,中级穿透,590,5155,穿透,960,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40041,","1,1,5,1,",穿透+9.6%
14222,中级穿透,630,5745,穿透,1020,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40042,40041,","1,1,5,1,2,",穿透+10.2%
14223,中级穿透,670,6375,穿透,1080,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40041,","1,1,6,3,",穿透+10.8%
14224,中级穿透,710,7045,穿透,1140,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,","1,1,7,",穿透+11.4%
14225,中级穿透,750,7755,穿透,1200,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40042,40041,","1,1,7,1,2,",穿透+12%
14226,中级穿透,795,8505,穿透,1260,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40042,","1,1,8,1,",穿透+12.6%
14227,中级穿透,840,9300,穿透,1320,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40041,","1,1,9,3,",穿透+13.2%
14228,中级穿透,885,10140,穿透,1380,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40041,","1,1,10,1,",穿透+13.8%
14229,中级穿透,930,11025,穿透,1440,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,","1,1,11,",穿透+14.4%
14230,中级穿透,975,11955,穿透,1500,,蓝,Icon/20132chuantou_lan_64,300000,20133,1,200,"20132,20131,40043,40042,40041,","1,1,11,1,4,",穿透+15%
14301,高级穿透,50,-1,穿透,200,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,","1,1,1,",穿透+2%
14302,高级穿透,80,50,穿透,260,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,","1,1,1,",穿透+2.6%
14303,高级穿透,120,130,穿透,320,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40041,","1,1,1,1,",穿透+3.2%
14304,高级穿透,160,250,穿透,380,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40041,","1,1,1,2,",穿透+3.8%
14305,高级穿透,200,410,穿透,450,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40041,","1,1,1,4,",穿透+4.5%
14306,高级穿透,250,610,穿透,520,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40042,40041,","1,1,1,1,1,",穿透+5.2%
14307,高级穿透,300,860,穿透,590,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40042,40041,","1,1,1,1,3,",穿透+5.9%
14308,高级穿透,350,1160,穿透,660,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40041,","1,1,1,1,1,",穿透+6.6%
14309,高级穿透,400,1510,穿透,730,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40042,","1,1,1,1,1,",穿透+7.3%
14310,高级穿透,450,1910,穿透,800,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40042,40041,","1,1,1,1,1,4,",穿透+8%
14311,高级穿透,510,2360,穿透,900,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40041,","1,1,1,2,3,",穿透+9%
14312,高级穿透,570,2870,穿透,1000,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40042,40041,","1,1,1,2,1,3,",穿透+10%
14313,高级穿透,630,3440,穿透,1100,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40041,","1,1,1,3,4,",穿透+11%
14314,高级穿透,690,4070,穿透,1200,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,","1,1,1,4,",穿透+12%
14315,高级穿透,750,4760,穿透,1300,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40042,40041,","1,1,1,4,1,2,",穿透+13%
14316,高级穿透,820,5510,穿透,1400,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40042,","1,1,1,5,1,",穿透+14%
14317,高级穿透,890,6330,穿透,1500,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40041,","1,1,1,6,3,",穿透+15%
14318,高级穿透,960,7220,穿透,1600,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40041,","1,1,1,7,2,",穿透+16%
14319,高级穿透,1030,8180,穿透,1700,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40041,","1,1,1,8,1,",穿透+17%
14320,高级穿透,1100,9210,穿透,1800,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40041,","1,1,1,9,2,",穿透+18%
14321,高级穿透,1180,10310,穿透,1920,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40041,","1,1,1,10,3,",穿透+19.2%
14322,高级穿透,1260,11490,穿透,2040,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40041,","1,1,1,11,4,",穿透+20.4%
14323,高级穿透,1340,12750,穿透,2160,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40042,40041,","1,1,1,12,1,2,",穿透+21.6%
14324,高级穿透,1420,14090,穿透,2280,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,","1,1,1,14,",穿透+22.8%
14325,高级穿透,1500,15510,穿透,2400,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,40042,","1,1,1,15,1,",穿透+24%
14326,高级穿透,1590,17010,穿透,2520,,紫,Icon/20133chuantou_zi_64,500000,20134,1,300,"20133,20132,20131,40043,","1,1,1,17,",穿透+25.2%
