Table:CsvBuff,,,,,,,,,,,,,,,,,,,,,,,,,,
tid,name:s,type:BuffType,desc:s,icon:s,i#__固定加成__,attr1:AttrType,attr1_p,attr1_v,attr2:AttrType,attr2_p,attr2_v,attr3:AttrType,attr3_p,attr3_v,i#__special_effect__,result1:s,para1:a,s#para1_desc,cover_buffs:a,add_effect_tids:a,rem_effect_tids:a,a#__other_params__,commanderGiftLevel,preBuffTid,canUseWhenlDead:b,i#rate
#,,,,,,,,,,,,,,,,,,,,,,,,,,
1000501,幸运术,指挥官天赋,增加所有英雄的暴击0.2%,SkillIcons/xingyunshu,,暴击,20,,,,,,,,,,,,,,,,1,,,100
1000502,幸运术,指挥官天赋,增加所有英雄的暴击0.4%,SkillIcons/xingyunshu,,暴击,40,,,,,,,,,,,,,,,,2,,,100
1000503,幸运术,指挥官天赋,增加所有英雄的暴击0.6%,SkillIcons/xingyunshu,,暴击,60,,,,,,,,,,,,,,,,3,,,100
1000504,幸运术,指挥官天赋,增加所有英雄的暴击0.8%,SkillIcons/xingyunshu,,暴击,80,,,,,,,,,,,,,,,,4,,,100
1000505,幸运术,指挥官天赋,增加所有英雄的暴击1%,SkillIcons/xingyunshu,,暴击,100,,,,,,,,,,,,,,,,5,,,100
1000506,幸运术,指挥官天赋,增加所有英雄的暴击1.2%,SkillIcons/xingyunshu,,暴击,120,,,,,,,,,,,,,,,,6,,,100
1000507,幸运术,指挥官天赋,增加所有英雄的暴击1.4%,SkillIcons/xingyunshu,,暴击,140,,,,,,,,,,,,,,,,7,,,100
1000508,幸运术,指挥官天赋,增加所有英雄的暴击1.6%,SkillIcons/xingyunshu,,暴击,160,,,,,,,,,,,,,,,,8,,,100
1000509,幸运术,指挥官天赋,增加所有英雄的暴击1.8%,SkillIcons/xingyunshu,,暴击,180,,,,,,,,,,,,,,,,9,,,100
1000510,幸运术,指挥官天赋,增加所有英雄的暴击2%,SkillIcons/xingyunshu,,暴击,200,,,,,,,,,,,,,,,,10,,,100
1000511,幸运术,指挥官天赋,增加所有英雄的暴击2.2%,SkillIcons/xingyunshu,,暴击,220,,,,,,,,,,,,,,,,11,,,100
1000512,幸运术,指挥官天赋,增加所有英雄的暴击2.4%,SkillIcons/xingyunshu,,暴击,240,,,,,,,,,,,,,,,,12,,,100
1000513,幸运术,指挥官天赋,增加所有英雄的暴击2.6%,SkillIcons/xingyunshu,,暴击,260,,,,,,,,,,,,,,,,13,,,100
1000514,幸运术,指挥官天赋,增加所有英雄的暴击2.8%,SkillIcons/xingyunshu,,暴击,280,,,,,,,,,,,,,,,,14,,,100
1000515,幸运术,指挥官天赋,增加所有英雄的暴击3%,SkillIcons/xingyunshu,,暴击,300,,,,,,,,,,,,,,,,15,,,100
#,,,,,,,,,,,,,,,,,,,,,,,,,,
1000601,疾行术,指挥官天赋,增加所有英雄10点速度,SkillIcons/jixingshu,,速度,,10,,,,,,,,,,,,,,,1,,,100
1000602,疾行术,指挥官天赋,增加所有英雄20点速度,SkillIcons/jixingshu,,速度,,20,,,,,,,,,,,,,,,2,,,100
1000603,疾行术,指挥官天赋,增加所有英雄30点速度,SkillIcons/jixingshu,,速度,,30,,,,,,,,,,,,,,,3,,,100
1000604,疾行术,指挥官天赋,增加所有英雄40点速度,SkillIcons/jixingshu,,速度,,40,,,,,,,,,,,,,,,4,,,100
1000605,疾行术,指挥官天赋,增加所有英雄50点速度,SkillIcons/jixingshu,,速度,,50,,,,,,,,,,,,,,,5,,,100
1000606,疾行术,指挥官天赋,增加所有英雄60点速度,SkillIcons/jixingshu,,速度,,60,,,,,,,,,,,,,,,6,,,100
1000607,疾行术,指挥官天赋,增加所有英雄70点速度,SkillIcons/jixingshu,,速度,,70,,,,,,,,,,,,,,,7,,,100
1000608,疾行术,指挥官天赋,增加所有英雄80点速度,SkillIcons/jixingshu,,速度,,80,,,,,,,,,,,,,,,8,,,100
1000609,疾行术,指挥官天赋,增加所有英雄90点速度,SkillIcons/jixingshu,,速度,,90,,,,,,,,,,,,,,,9,,,100
1000610,疾行术,指挥官天赋,增加所有英雄100点速度,SkillIcons/jixingshu,,速度,,100,,,,,,,,,,,,,,,10,,,100
1000611,疾行术,指挥官天赋,增加所有英雄110点速度,SkillIcons/jixingshu,,速度,,110,,,,,,,,,,,,,,,11,,,100
1000612,疾行术,指挥官天赋,增加所有英雄120点速度,SkillIcons/jixingshu,,速度,,120,,,,,,,,,,,,,,,12,,,100
1000613,疾行术,指挥官天赋,增加所有英雄130点速度,SkillIcons/jixingshu,,速度,,130,,,,,,,,,,,,,,,13,,,100
1000614,疾行术,指挥官天赋,增加所有英雄140点速度,SkillIcons/jixingshu,,速度,,140,,,,,,,,,,,,,,,14,,,100
1000615,疾行术,指挥官天赋,增加所有英雄150点速度,SkillIcons/jixingshu,,速度,,150,,,,,,,,,,,,,,,15,,,100
#,,,,,,,,,,,,,,,,,,,,,,,,,,
1000701,活力,指挥官天赋,增加所有英雄100点血量,SkillIcons/huoli,,血量,,100,,,,,,,,,,,,,,,1,,,100
1000702,活力,指挥官天赋,增加所有英雄200点血量,SkillIcons/huoli,,血量,,200,,,,,,,,,,,,,,,2,,,100
1000703,活力,指挥官天赋,增加所有英雄300点血量,SkillIcons/huoli,,血量,,300,,,,,,,,,,,,,,,3,,,100
1000704,活力,指挥官天赋,增加所有英雄400点血量,SkillIcons/huoli,,血量,,400,,,,,,,,,,,,,,,4,,,100
1000705,活力,指挥官天赋,增加所有英雄500点血量,SkillIcons/huoli,,血量,,500,,,,,,,,,,,,,,,5,,,100
1000706,活力,指挥官天赋,增加所有英雄600点血量,SkillIcons/huoli,,血量,,600,,,,,,,,,,,,,,,6,,,100
1000707,活力,指挥官天赋,增加所有英雄700点血量,SkillIcons/huoli,,血量,,700,,,,,,,,,,,,,,,7,,,100
1000708,活力,指挥官天赋,增加所有英雄800点血量,SkillIcons/huoli,,血量,,800,,,,,,,,,,,,,,,8,,,100
1000709,活力,指挥官天赋,增加所有英雄900点血量,SkillIcons/huoli,,血量,,900,,,,,,,,,,,,,,,9,,,100
1000710,活力,指挥官天赋,增加所有英雄1000点血量,SkillIcons/huoli,,血量,,1000,,,,,,,,,,,,,,,10,,,100
1000711,活力,指挥官天赋,增加所有英雄1100点血量,SkillIcons/huoli,,血量,,1100,,,,,,,,,,,,,,,11,,,100
1000712,活力,指挥官天赋,增加所有英雄1200点血量,SkillIcons/huoli,,血量,,1200,,,,,,,,,,,,,,,12,,,100
1000713,活力,指挥官天赋,增加所有英雄1300点血量,SkillIcons/huoli,,血量,,1300,,,,,,,,,,,,,,,13,,,100
1000714,活力,指挥官天赋,增加所有英雄1400点血量,SkillIcons/huoli,,血量,,1400,,,,,,,,,,,,,,,14,,,100
1000715,活力,指挥官天赋,增加所有英雄1500点血量,SkillIcons/huoli,,血量,,1500,,,,,,,,,,,,,,,15,,,100
#,,,,,,,,,,,,,,,,,,,,,,,,,,
1000801,忍耐力,指挥官天赋,增加所有英雄的韧性0.2%,Icon/rennaili,,韧性,20,,,,,,,,,,,,,,,,1,,,100
1000802,忍耐力,指挥官天赋,增加所有英雄的韧性0.4%,Icon/rennaili,,韧性,40,,,,,,,,,,,,,,,,2,,,100
1000803,忍耐力,指挥官天赋,增加所有英雄的韧性0.6%,Icon/rennaili,,韧性,60,,,,,,,,,,,,,,,,3,,,100
1000804,忍耐力,指挥官天赋,增加所有英雄的韧性0.8%,Icon/rennaili,,韧性,80,,,,,,,,,,,,,,,,4,,,100
1000805,忍耐力,指挥官天赋,增加所有英雄的韧性1%,Icon/rennaili,,韧性,100,,,,,,,,,,,,,,,,5,,,100
1000806,忍耐力,指挥官天赋,增加所有英雄的韧性1.2%,Icon/rennaili,,韧性,120,,,,,,,,,,,,,,,,6,,,100
1000807,忍耐力,指挥官天赋,增加所有英雄的韧性1.4%,Icon/rennaili,,韧性,140,,,,,,,,,,,,,,,,7,,,100
1000808,忍耐力,指挥官天赋,增加所有英雄的韧性1.6%,Icon/rennaili,,韧性,160,,,,,,,,,,,,,,,,8,,,100
1000809,忍耐力,指挥官天赋,增加所有英雄的韧性1.8%,Icon/rennaili,,韧性,180,,,,,,,,,,,,,,,,9,,,100
1000810,忍耐力,指挥官天赋,增加所有英雄的韧性2%,Icon/rennaili,,韧性,200,,,,,,,,,,,,,,,,10,,,100
1000811,忍耐力,指挥官天赋,增加所有英雄的韧性2.2%,Icon/rennaili,,韧性,220,,,,,,,,,,,,,,,,11,,,100
1000812,忍耐力,指挥官天赋,增加所有英雄的韧性2.4%,Icon/rennaili,,韧性,240,,,,,,,,,,,,,,,,12,,,100
1000813,忍耐力,指挥官天赋,增加所有英雄的韧性2.6%,Icon/rennaili,,韧性,260,,,,,,,,,,,,,,,,13,,,100
1000814,忍耐力,指挥官天赋,增加所有英雄的韧性2.8%,Icon/rennaili,,韧性,280,,,,,,,,,,,,,,,,14,,,100
1000815,忍耐力,指挥官天赋,增加所有英雄的韧性3%,Icon/rennaili,,韧性,300,,,,,,,,,,,,,,,,15,,,100
#,,,,,,,,,,,,,,,,,,,,,,,,,,
1000901,魔力,指挥官天赋,增加所有英雄20点法术攻击,Icon/moli,,法术攻击,,20,,,,,,,,,,,,,,,1,,,100
1000902,魔力,指挥官天赋,增加所有英雄40点法术攻击,Icon/moli,,法术攻击,,40,,,,,,,,,,,,,,,2,,,100
1000903,魔力,指挥官天赋,增加所有英雄60点法术攻击,Icon/moli,,法术攻击,,60,,,,,,,,,,,,,,,3,,,100
1000904,魔力,指挥官天赋,增加所有英雄80点法术攻击,Icon/moli,,法术攻击,,80,,,,,,,,,,,,,,,4,,,100
1000905,魔力,指挥官天赋,增加所有英雄100点法术攻击,Icon/moli,,法术攻击,,100,,,,,,,,,,,,,,,5,,,100
1000906,魔力,指挥官天赋,增加所有英雄120点法术攻击,Icon/moli,,法术攻击,,120,,,,,,,,,,,,,,,6,,,100
1000907,魔力,指挥官天赋,增加所有英雄140点法术攻击,Icon/moli,,法术攻击,,140,,,,,,,,,,,,,,,7,,,100
1000908,魔力,指挥官天赋,增加所有英雄160点法术攻击,Icon/moli,,法术攻击,,160,,,,,,,,,,,,,,,8,,,100
1000909,魔力,指挥官天赋,增加所有英雄180点法术攻击,Icon/moli,,法术攻击,,180,,,,,,,,,,,,,,,9,,,100
1000910,魔力,指挥官天赋,增加所有英雄200点法术攻击,Icon/moli,,法术攻击,,200,,,,,,,,,,,,,,,10,,,100
1000911,魔力,指挥官天赋,增加所有英雄220点法术攻击,Icon/moli,,法术攻击,,220,,,,,,,,,,,,,,,11,,,100
1000912,魔力,指挥官天赋,增加所有英雄240点法术攻击,Icon/moli,,法术攻击,,240,,,,,,,,,,,,,,,12,,,100
1000913,魔力,指挥官天赋,增加所有英雄260点法术攻击,Icon/moli,,法术攻击,,260,,,,,,,,,,,,,,,13,,,100
1000914,魔力,指挥官天赋,增加所有英雄280点法术攻击,Icon/moli,,法术攻击,,280,,,,,,,,,,,,,,,14,,,100
1000915,魔力,指挥官天赋,增加所有英雄300点法术攻击,Icon/moli,,法术攻击,,300,,,,,,,,,,,,,,,15,,,100
#,,,,,,,,,,,,,,,,,,,,,,,,,,
1001001,穿透力,指挥官天赋,增加所有英雄的穿透0.2%,Icon/chuantouli,,穿透,20,,,,,,,,,,,,,,,,1,,,100
1001002,穿透力,指挥官天赋,增加所有英雄的穿透0.4%,Icon/chuantouli,,穿透,40,,,,,,,,,,,,,,,,2,,,100
1001003,穿透力,指挥官天赋,增加所有英雄的穿透0.6%,Icon/chuantouli,,穿透,60,,,,,,,,,,,,,,,,3,,,100
1001004,穿透力,指挥官天赋,增加所有英雄的穿透0.8%,Icon/chuantouli,,穿透,80,,,,,,,,,,,,,,,,4,,,100
1001005,穿透力,指挥官天赋,增加所有英雄的穿透1%,Icon/chuantouli,,穿透,100,,,,,,,,,,,,,,,,5,,,100
1001006,穿透力,指挥官天赋,增加所有英雄的穿透1.2%,Icon/chuantouli,,穿透,120,,,,,,,,,,,,,,,,6,,,100
1001007,穿透力,指挥官天赋,增加所有英雄的穿透1.4%,Icon/chuantouli,,穿透,140,,,,,,,,,,,,,,,,7,,,100
1001008,穿透力,指挥官天赋,增加所有英雄的穿透1.6%,Icon/chuantouli,,穿透,160,,,,,,,,,,,,,,,,8,,,100
1001009,穿透力,指挥官天赋,增加所有英雄的穿透1.8%,Icon/chuantouli,,穿透,180,,,,,,,,,,,,,,,,9,,,100
1001010,穿透力,指挥官天赋,增加所有英雄的穿透2%,Icon/chuantouli,,穿透,200,,,,,,,,,,,,,,,,10,,,100
1001011,穿透力,指挥官天赋,增加所有英雄的穿透2.2%,Icon/chuantouli,,穿透,220,,,,,,,,,,,,,,,,11,,,100
1001012,穿透力,指挥官天赋,增加所有英雄的穿透2.4%,Icon/chuantouli,,穿透,240,,,,,,,,,,,,,,,,12,,,100
1001013,穿透力,指挥官天赋,增加所有英雄的穿透2.6%,Icon/chuantouli,,穿透,260,,,,,,,,,,,,,,,,13,,,100
1001014,穿透力,指挥官天赋,增加所有英雄的穿透2.8%,Icon/chuantouli,,穿透,280,,,,,,,,,,,,,,,,14,,,100
1001015,穿透力,指挥官天赋,增加所有英雄的穿透3%,Icon/chuantouli,,穿透,300,,,,,,,,,,,,,,,,15,,,100
#,,,,,,,,,,,,,,,,,,,,,,,,,,
1001201,急救术,指挥官天赋,增加所有英雄的受治疗效果0.2%,SkillIcons/jijiushu,,受治疗效果,20,,,,,,,,,,,,,,,,1,,,100
1001202,急救术,指挥官天赋,增加所有英雄的受治疗效果0.4%,SkillIcons/jijiushu,,受治疗效果,40,,,,,,,,,,,,,,,,2,,,100
1001203,急救术,指挥官天赋,增加所有英雄的受治疗效果0.6%,SkillIcons/jijiushu,,受治疗效果,60,,,,,,,,,,,,,,,,3,,,100
1001204,急救术,指挥官天赋,增加所有英雄的受治疗效果0.8%,SkillIcons/jijiushu,,受治疗效果,80,,,,,,,,,,,,,,,,4,,,100
1001205,急救术,指挥官天赋,增加所有英雄的受治疗效果1%,SkillIcons/jijiushu,,受治疗效果,100,,,,,,,,,,,,,,,,5,,,100
1001206,急救术,指挥官天赋,增加所有英雄的受治疗效果1.2%,SkillIcons/jijiushu,,受治疗效果,120,,,,,,,,,,,,,,,,6,,,100
1001207,急救术,指挥官天赋,增加所有英雄的受治疗效果1.4%,SkillIcons/jijiushu,,受治疗效果,140,,,,,,,,,,,,,,,,7,,,100
1001208,急救术,指挥官天赋,增加所有英雄的受治疗效果1.6%,SkillIcons/jijiushu,,受治疗效果,160,,,,,,,,,,,,,,,,8,,,100
1001209,急救术,指挥官天赋,增加所有英雄的受治疗效果1.8%,SkillIcons/jijiushu,,受治疗效果,180,,,,,,,,,,,,,,,,9,,,100
1001210,急救术,指挥官天赋,增加所有英雄的受治疗效果2%,SkillIcons/jijiushu,,受治疗效果,200,,,,,,,,,,,,,,,,10,,,100
1001211,急救术,指挥官天赋,增加所有英雄的受治疗效果2.2%,SkillIcons/jijiushu,,受治疗效果,220,,,,,,,,,,,,,,,,11,,,100
1001212,急救术,指挥官天赋,增加所有英雄的受治疗效果2.4%,SkillIcons/jijiushu,,受治疗效果,240,,,,,,,,,,,,,,,,12,,,100
1001213,急救术,指挥官天赋,增加所有英雄的受治疗效果2.6%,SkillIcons/jijiushu,,受治疗效果,260,,,,,,,,,,,,,,,,13,,,100
1001214,急救术,指挥官天赋,增加所有英雄的受治疗效果2.8%,SkillIcons/jijiushu,,受治疗效果,280,,,,,,,,,,,,,,,,14,,,100
1001215,急救术,指挥官天赋,增加所有英雄的受治疗效果3%,SkillIcons/jijiushu,,受治疗效果,300,,,,,,,,,,,,,,,,15,,,100
#,,,,,,,,,,,,,,,,,,,,,,,,,,
1001301,抗魔力,指挥官天赋,增加所有英雄10点法术防御,Icon/kangmoli,,法术防御,,10,,,,,,,,,,,,,,,1,,,100
1001302,抗魔力,指挥官天赋,增加所有英雄20点法术防御,Icon/kangmoli,,法术防御,,20,,,,,,,,,,,,,,,2,,,100
1001303,抗魔力,指挥官天赋,增加所有英雄30点法术防御,Icon/kangmoli,,法术防御,,30,,,,,,,,,,,,,,,3,,,100
1001304,抗魔力,指挥官天赋,增加所有英雄40点法术防御,Icon/kangmoli,,法术防御,,40,,,,,,,,,,,,,,,4,,,100
1001305,抗魔力,指挥官天赋,增加所有英雄50点法术防御,Icon/kangmoli,,法术防御,,50,,,,,,,,,,,,,,,5,,,100
1001306,抗魔力,指挥官天赋,增加所有英雄60点法术防御,Icon/kangmoli,,法术防御,,60,,,,,,,,,,,,,,,6,,,100
1001307,抗魔力,指挥官天赋,增加所有英雄70点法术防御,Icon/kangmoli,,法术防御,,70,,,,,,,,,,,,,,,7,,,100
1001308,抗魔力,指挥官天赋,增加所有英雄80点法术防御,Icon/kangmoli,,法术防御,,80,,,,,,,,,,,,,,,8,,,100
1001309,抗魔力,指挥官天赋,增加所有英雄90点法术防御,Icon/kangmoli,,法术防御,,90,,,,,,,,,,,,,,,9,,,100
1001310,抗魔力,指挥官天赋,增加所有英雄100点法术防御,Icon/kangmoli,,法术防御,,100,,,,,,,,,,,,,,,10,,,100
1001311,抗魔力,指挥官天赋,增加所有英雄110点法术防御,Icon/kangmoli,,法术防御,,110,,,,,,,,,,,,,,,11,,,100
1001312,抗魔力,指挥官天赋,增加所有英雄120点法术防御,Icon/kangmoli,,法术防御,,120,,,,,,,,,,,,,,,12,,,100
1001313,抗魔力,指挥官天赋,增加所有英雄130点法术防御,Icon/kangmoli,,法术防御,,130,,,,,,,,,,,,,,,13,,,100
1001314,抗魔力,指挥官天赋,增加所有英雄140点法术防御,Icon/kangmoli,,法术防御,,140,,,,,,,,,,,,,,,14,,,100
1001315,抗魔力,指挥官天赋,增加所有英雄150点法术防御,Icon/kangmoli,,法术防御,,150,,,,,,,,,,,,,,,15,,,100
#,,,,,,,,,,,,,,,,,,,,,,,,,,
1001401,进攻术,指挥官天赋,增加所有英雄20点物理攻击,Icon/jingongshu,,物理攻击,,20,,,,,,,,,,,,,,,1,,,100
1001402,进攻术,指挥官天赋,增加所有英雄40点物理攻击,Icon/jingongshu,,物理攻击,,40,,,,,,,,,,,,,,,2,,,100
1001403,进攻术,指挥官天赋,增加所有英雄60点物理攻击,Icon/jingongshu,,物理攻击,,60,,,,,,,,,,,,,,,3,,,100
1001404,进攻术,指挥官天赋,增加所有英雄80点物理攻击,Icon/jingongshu,,物理攻击,,80,,,,,,,,,,,,,,,4,,,100
1001405,进攻术,指挥官天赋,增加所有英雄100点物理攻击,Icon/jingongshu,,物理攻击,,100,,,,,,,,,,,,,,,5,,,100
1001406,进攻术,指挥官天赋,增加所有英雄120点物理攻击,Icon/jingongshu,,物理攻击,,120,,,,,,,,,,,,,,,6,,,100
1001407,进攻术,指挥官天赋,增加所有英雄140点物理攻击,Icon/jingongshu,,物理攻击,,140,,,,,,,,,,,,,,,7,,,100
1001408,进攻术,指挥官天赋,增加所有英雄160点物理攻击,Icon/jingongshu,,物理攻击,,160,,,,,,,,,,,,,,,8,,,100
1001409,进攻术,指挥官天赋,增加所有英雄180点物理攻击,Icon/jingongshu,,物理攻击,,180,,,,,,,,,,,,,,,9,,,100
1001410,进攻术,指挥官天赋,增加所有英雄200点物理攻击,Icon/jingongshu,,物理攻击,,200,,,,,,,,,,,,,,,10,,,100
1001411,进攻术,指挥官天赋,增加所有英雄220点物理攻击,Icon/jingongshu,,物理攻击,,220,,,,,,,,,,,,,,,11,,,100
1001412,进攻术,指挥官天赋,增加所有英雄240点物理攻击,Icon/jingongshu,,物理攻击,,240,,,,,,,,,,,,,,,12,,,100
1001413,进攻术,指挥官天赋,增加所有英雄260点物理攻击,Icon/jingongshu,,物理攻击,,260,,,,,,,,,,,,,,,13,,,100
1001414,进攻术,指挥官天赋,增加所有英雄280点物理攻击,Icon/jingongshu,,物理攻击,,280,,,,,,,,,,,,,,,14,,,100
1001415,进攻术,指挥官天赋,增加所有英雄300点物理攻击,Icon/jingongshu,,物理攻击,,300,,,,,,,,,,,,,,,15,,,100
#,,,,,,,,,,,,,,,,,,,,,,,,,,
1001501,防御术,指挥官天赋,增加所有英雄10点物理防御,Icon/fangyushu,,物理防御,,10,,,,,,,,,,,,,,,1,,,100
1001502,防御术,指挥官天赋,增加所有英雄20点物理防御,Icon/fangyushu,,物理防御,,20,,,,,,,,,,,,,,,2,,,100
1001503,防御术,指挥官天赋,增加所有英雄30点物理防御,Icon/fangyushu,,物理防御,,30,,,,,,,,,,,,,,,3,,,100
1001504,防御术,指挥官天赋,增加所有英雄40点物理防御,Icon/fangyushu,,物理防御,,40,,,,,,,,,,,,,,,4,,,100
1001505,防御术,指挥官天赋,增加所有英雄50点物理防御,Icon/fangyushu,,物理防御,,50,,,,,,,,,,,,,,,5,,,100
1001506,防御术,指挥官天赋,增加所有英雄60点物理防御,Icon/fangyushu,,物理防御,,60,,,,,,,,,,,,,,,6,,,100
1001507,防御术,指挥官天赋,增加所有英雄70点物理防御,Icon/fangyushu,,物理防御,,70,,,,,,,,,,,,,,,7,,,100
1001508,防御术,指挥官天赋,增加所有英雄80点物理防御,Icon/fangyushu,,物理防御,,80,,,,,,,,,,,,,,,8,,,100
1001509,防御术,指挥官天赋,增加所有英雄90点物理防御,Icon/fangyushu,,物理防御,,90,,,,,,,,,,,,,,,9,,,100
1001510,防御术,指挥官天赋,增加所有英雄100点物理防御,Icon/fangyushu,,物理防御,,100,,,,,,,,,,,,,,,10,,,100
1001511,防御术,指挥官天赋,增加所有英雄110点物理防御,Icon/fangyushu,,物理防御,,110,,,,,,,,,,,,,,,11,,,100
1001512,防御术,指挥官天赋,增加所有英雄120点物理防御,Icon/fangyushu,,物理防御,,120,,,,,,,,,,,,,,,12,,,100
1001513,防御术,指挥官天赋,增加所有英雄130点物理防御,Icon/fangyushu,,物理防御,,130,,,,,,,,,,,,,,,13,,,100
1001514,防御术,指挥官天赋,增加所有英雄140点物理防御,Icon/fangyushu,,物理防御,,140,,,,,,,,,,,,,,,14,,,100
1001515,防御术,指挥官天赋,增加所有英雄150点物理防御,Icon/fangyushu,,物理防御,,150,,,,,,,,,,,,,,,15,,,100
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#暂时修改成直接加魔攻和物攻,,,,,,,,,,,,,,,,,,,,,,,,,,
50001,智力+5,,永久增加指挥官5点智力,Icon/104,,智力,,5,,,,,,,,,,,,,,,,,,
50002,智力+10,,永久增加指挥官10点智力,Icon/104,,智力,,10,,,,,,,,,,,,,,,,,,
50003,力量+5,,永久增加指挥官5点力量,Icon/104,,力量,,5,,,,,,,,,,,,,,,,,,
50004,力量+10,,永久增加指挥官10点力量,Icon/104,,力量,,10,,,,,,,,,,,,,,,,,,
50005,智力+5，力量+5,,永久增加指挥官5点力量和5点智力,Icon/104,,智力,,5,力量,,5,,,,,,,,,,,,,,,
50006,智力+10，力量+10,,永久增加指挥官10点力量和10点智力,Icon/104,,智力,,10,力量,,10,,,,,,,,,,,,,,,
50007,智力+15，力量+15,,永久增加指挥官15点力量和15点智力,Icon/104,,智力,,15,力量,,15,,,,,,,,,,,,,,,
50008,智力+2，力量+2,,永久增加指挥官2点力量和2点智力,Icon/104,,智力,,2,力量,,2,,,,,,,,,,,,,,,
50009,智力+3，力量+3,,永久增加指挥官3点力量和3点智力,Icon/104,,智力,,3,力量,,3,,,,,,,,,,,,,,,
