Table:CsvItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tid,name:s,type:ItemType,max_num,desc:s,icon_path:s,icon_path_s:s,is_sell:b,sell_price,display_color:ItemColor,para1,para2,para3,sort_order,need_level,is_use:b,equip_type:EquipType,equip_limited_lv,equip_main_attr0:AttrType,equip_standard_value0,equip_inc_value0,equip_main_attr1:AttrType,equip_standard_value1,equip_inc_value1,equip_side_attr:AttrType,can_upgrade:b,occupation_type:OccupationType,addAttr1,Probability1,addAttr2,Probability2,punch_cost_id:a,punch_cost_num:a,punch_num,equip_grade,extraction_cost,appriasal_cost
100875,霉运巫毒之裙,装备,1,0,Icon/meiyunwuduzhiqun,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1860,24,,,,,0,全部,,,,,40051,5,2,8,5,4
100885,祖穆拉恩的能量法杖,装备,1,0,Icon/zumulaendenengliangfazhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,620,8,,,,,0,法术,,,,,40051,5,2,8,5,4
100895,乔丹法杖,装备,1,0,Icon/qiaodanfazhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,950,10,,,,,0,法术,,,,,40051,7,3,10,7,8
100905,一闪,装备,1,0,Icon/yishan,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,950,10,,,,,0,物理,,,,,40051,7,3,10,7,8
100915,法力风暴护腿,装备,1,0,Icon/falifengbaohutui,0,1,2000,紫,,,,0,1,1,裤子,1,血量,2850,30,,,,,0,全部,,,,,40051,7,3,10,7,8
100925,狮心头盔,装备,1,0,Icon/shixintoukui,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,570,6,,,,,0,全部,,,,,40051,7,3,10,7,8
100935,洞察法袍,装备,1,0,Icon/dongchafapao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,570,6,,,,,0,全部,,,,,40051,7,3,10,7,8
100945,黑色龙鳞战靴,装备,1,0,Icon/heiselonglinzhanxue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,475,5,,,,,0,全部,,,,,40051,7,3,10,7,8
100955,厄运钟摆,装备,1,0,Icon/eyunzhongbai,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,650,10,,,,,0,物理,,,,,40051,5,2,10,5,4
100965,瑟莱德丝之眼,装备,1,0,Icon/selaidesizhiyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,528,6,,,,,0,全部,,,,,40051,5,2,10,5,4
100975,白鳄长靴,装备,1,0,Icon/baiechangxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,440,5,,,,,0,全部,,,,,40051,5,2,10,5,4
100985,诺克赛恩魔杖,装备,1,0,Icon/nuokesaienmozhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,880,10,,,,,0,法术,,,,,40051,5,2,10,5,4
100995,风鳞布裙,装备,1,0,Icon/fenglinbuqun,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,2640,30,,,,,0,全部,,,,,40051,5,2,10,5,4
101005,哈卡之塔,装备,1,0,Icon/hakazhita,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,880,10,,,,,0,法术,,,,,40051,5,2,10,5,4
101015,溅血胫甲,装备,1,0,Icon/jianxuejingjia,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,440,5,,,,,0,全部,,,,,40051,5,2,10,5,4
101185,亮木法杖,装备,1,0,Icon/liangmufazhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,1325,15,,,,,0,法术,,,,,40051,9,3,15,9,12
101195,斩首者康恩,装备,1,0,Icon/zhanshouzhekangen,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,1325,15,,,,,0,物理,,,,,40051,9,3,15,9,12
101205,踏云腿甲,装备,1,0,Icon/tayuntuijia,0,1,2000,紫,,,,0,1,1,裤子,1,血量,3975,45,,,,,0,全部,,,,,40051,9,3,15,9,12
101215,风蛇的拥抱,装备,1,0,Icon/fengshedeyongbao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,795,9,,,,,0,全部,,,,,40051,9,3,15,9,12
101225,烈焰之环,装备,1,0,Icon/lieyanzhihuan,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,795,9,,,,,0,全部,,,,,40051,9,3,15,9,12
101235,闪避之靴,装备,1,0,Icon/shanbichangxue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,662,7,,,,,0,全部,,,,,40051,9,3,15,9,12
101245,龙之召唤,装备,1,0,Icon/longzhizhaohuan,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,1325,15,,,,,0,物理,,,,,40051,9,3,15,9,12
101415,院长之杖,装备,1,0,Icon/yuanzhangzhizhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,1380,18,,,,,0,法术,,,,,40051,11,3,20,11,16
101425,奥兰纳的拥抱,装备,1,0,Icon/aolannadeyongbao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,828,11,,,,,0,全部,,,,,40051,11,3,20,11,16
101435,泰坦护腿,装备,1,0,Icon/taitanhutui,0,1,2000,紫,,,,0,1,1,裤子,1,血量,4140,54,,,,,0,全部,,,,,40051,11,3,20,11,16
101445,瑞文戴尔之剑,装备,1,0,Icon/ruiwendaierzhijian,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,1380,18,,,,,0,全部,,,,,40051,11,3,20,11,16
101455,纳尔维之盔,装备,1,0,Icon/naerweizhikui,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,828,11,,,,,0,全部,,,,,40051,11,3,20,11,16
101465,熔岩犬皮靴,装备,1,0,Icon/rongyanquanpixue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,690,9,,,,,0,全部,,,,,40051,11,3,20,11,16
101475,毁灭之刃,装备,1,,Icon/huimiezhiren,,1,2000,紫,,,,0,1,1,武器,1,物理攻击,1410,22,,,,,0,物理,,,,,40051,13,3,25,13,20
101485,生命赐予者头盔,装备,1,,Icon/shengmingciyuzhezhikui,,1,2000,紫,,,,0,1,1,头盔,1,法术防御,846,13,,,,,0,全部,,,,,40051,13,3,25,13,20
101495,烈焰行者重靴,装备,1,,Icon/lieyanxingzhezhongxue,,1,2000,紫,,,,0,1,1,鞋子,1,速度,705,11,,,,,0,全部,,,,,40051,13,3,25,13,20
101505,统御法杖,装备,1,,Icon/tongyufazhang,,1,2000,紫,,,,0,1,1,武器,1,法术攻击,1410,22,,,,,0,法术,,,,,40051,13,3,25,13,20
101515,火蜥蜴鳞片短裤,装备,1,,Icon/huoxiyilinpianduanku,,1,2000,紫,,,,0,1,1,裤子,1,血量,4230,66,,,,,0,全部,,,,,40051,13,3,25,13,20
101525,波动长袍,装备,1,,Icon/bodongchangpao,,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,846,13,,,,,0,全部,,,,,40051,13,3,25,13,20
100116,残酷倒钩,装备,1,0,Icon/cankudaogou,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,610,4,,,,,0,物理,,,,,40051,5,2,2,5,4
100126,曲奇的烧火棍,装备,1,0,Icon/quqidechuihuo,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,610,4,,,,,0,法术,,,,,40051,5,2,2,5,4
100136,黑暗迪菲亚护腿,装备,1,0,Icon/heiandifeiyahutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1830,12,,,,,0,全部,,,,,40051,5,2,2,5,4
100146,黑暗迪菲亚护甲,装备,1,0,Icon/heiandifeiyahujia,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,366,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100156,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,366,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100166,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,305,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100216,毒蛇,装备,1,0,Icon/dushe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,630,4,,,,,0,物理,,,,,40051,5,2,2,5,4
100226,生命之根,装备,1,0,Icon/shengmingzhigen,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,630,4,,,,,0,法术,,,,,40051,5,2,2,5,4
100236,尖牙护腿,装备,1,0,Icon/jianyahutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1890,12,,,,,0,全部,,,,,40051,5,2,2,5,4
100246,尖牙外套,装备,1,0,Icon/jianyawaitao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,378,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100256,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,378,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100266,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,315,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100316,曲刃战斧,装备,1,0,Icon/qurenzhanfu,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,650,5,,,,,0,物理,,,,,40051,5,2,4,5,4
100326,奥杜之杖,装备,1,0,Icon/aoduzhizhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,650,5,,,,,0,法术,,,,,40051,5,2,4,5,4
100336,护腿,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,1950,15,,,,,0,全部,,,,,40051,5,2,4,5,4
100346,影牙堡主法袍,装备,1,0,Icon/alugaofapao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,390,3,,,,,0,全部,,,,,40051,5,2,4,5,4
100356,追随者眼罩,装备,1,0,Icon/zhuisuizheyanzhao,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,390,3,,,,,0,全部,,,,,40051,5,2,4,5,4
100366,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,315,2,,,,,0,全部,,,,,40051,5,2,4,5,4
100416,纳迦穿心者,装备,1,0,Icon/najiachuanxinzhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,670,5,,,,,0,物理,,,,,40051,5,2,4,5,4
100426,梦游者魔棒,装备,1,0,Icon/mengyouzhemobang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,670,5,,,,,0,法术,,,,,40051,5,2,4,5,4
100436,凝望短裤,装备,1,0,Icon/ningwangduanku,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,2010,15,,,,,0,全部,,,,,40051,5,2,4,5,4
100446,海龟护甲,装备,1,0,Icon/haiguihujia,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,402,3,,,,,0,全部,,,,,40051,5,2,4,5,4
100456,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,390,3,,,,,0,全部,,,,,40051,5,2,4,5,4
100466,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,325,2,,,,,0,全部,,,,,40051,5,2,4,5,4
100616,破坏者,装备,1,0,Icon/pohuaizhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,700,7,,,,,0,物理,,,,,40051,5,2,6,5,4
100626,幻影法杖,装备,1,0,Icon/huanyingfazhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,700,7,,,,,0,法术,,,,,40051,5,2,6,5,4
100636,护腿,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,2070,21,,,,,0,全部,,,,,40051,5,2,6,5,4
100646,铠甲,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,414,4,,,,,0,全部,,,,,40051,5,2,6,5,4
100656,主教之冠,装备,1,0,Icon/zhujiaozhiguan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,420,4,,,,,0,全部,,,,,40051,5,2,6,5,4
100666,血色十字军战靴,装备,1,0,Icon/xueseshizijunzhanxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,350,3,,,,,0,全部,,,,,40051,5,2,6,5,4
100716,尸体制造者,装备,1,0,Icon/shitizhizaozhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,720,7,,,,,0,物理,,,,,40051,5,2,6,5,4
100726,法杖,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,710,7,,,,,0,法术,,,,,40051,5,2,6,5,4
100736,野兽护腿,装备,1,0,Icon/yeshouhutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,2160,21,,,,,0,全部,,,,,40051,5,2,6,5,4
100746,巫妖法袍,装备,1,0,Icon/wuyaofapao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,432,4,,,,,0,全部,,,,,40051,5,2,6,5,4
100756,冰铁之盔,装备,1,0,Icon/bingtiezhikui,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,432,4,,,,,0,全部,,,,,40051,5,2,6,5,4
100766,之靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,360,3,,,,,0,全部,,,,,40051,5,2,6,5,4
100816,加加恩的火枪,装备,1,0,Icon/jiajiaendehuoqiang,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,720,8,,,,,0,物理,,,,,40051,5,2,8,5,4
100826,鲁恩乌的长靴,装备,1,0,Icon/luenwudechangxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,360,4,,,,,0,全部,,,,,40051,5,2,8,5,4
100836,石化蜥蜴皮裤,装备,1,0,Icon/shihuaxiyipiku,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,2160,24,,,,,0,全部,,,,,40051,5,2,8,5,4
100846,格瑞姆洛克的部族法衣,装备,1,0,Icon/geruimuluokedebuzufayi,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,432,4,,,,,0,全部,,,,,40051,5,2,8,5,4
100856,大坏蛋面具,装备,1,0,Icon/dahuaidanmianju,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,432,4,,,,,0,全部,,,,,40051,5,2,8,5,4
100866,霉运巫毒之皮,装备,1,0,Icon/meiyunwuduzhipi,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,432,4,,,,,0,全部,,,,,40051,5,2,8,5,4
100876,霉运巫毒之裙,装备,1,0,Icon/meiyunwuduzhiqun,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,2160,24,,,,,0,全部,,,,,40051,5,2,8,5,4
100886,祖穆拉恩的能量法杖,装备,1,0,Icon/zumulaendenengliangfazhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,720,8,,,,,0,法术,,,,,40051,5,2,8,5,4
100896,乔丹法杖,装备,1,0,Icon/qiaodanfazhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,1130,10,,,,,0,法术,,,,,40051,7,3,10,7,8
100906,一闪,装备,1,0,Icon/yishan,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,1130,10,,,,,0,物理,,,,,40051,7,3,10,7,8
100916,法力风暴护腿,装备,1,0,Icon/falifengbaohutui,0,1,2000,紫,,,,0,1,1,裤子,1,血量,3390,30,,,,,0,全部,,,,,40051,7,3,10,7,8
100926,狮心头盔,装备,1,0,Icon/shixintoukui,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,678,6,,,,,0,全部,,,,,40051,7,3,10,7,8
100936,洞察法袍,装备,1,0,Icon/dongchafapao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,678,6,,,,,0,全部,,,,,40051,7,3,10,7,8
100946,黑色龙鳞战靴,装备,1,0,Icon/heiselonglinzhanxue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,565,5,,,,,0,全部,,,,,40051,7,3,10,7,8
100956,厄运钟摆,装备,1,0,Icon/eyunzhongbai,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,750,10,,,,,0,物理,,,,,40051,5,2,10,5,4
100966,瑟莱德丝之眼,装备,1,0,Icon/selaidesizhiyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,636,6,,,,,0,全部,,,,,40051,5,2,10,5,4
100976,白鳄长靴,装备,1,0,Icon/baiechangxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,530,5,,,,,0,全部,,,,,40051,5,2,10,5,4
100986,诺克赛恩魔杖,装备,1,0,Icon/nuokesaienmozhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,1060,10,,,,,0,法术,,,,,40051,5,2,10,5,4
100996,风鳞布裙,装备,1,0,Icon/fenglinbuqun,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,3180,30,,,,,0,全部,,,,,40051,5,2,10,5,4
101006,哈卡之塔,装备,1,0,Icon/hakazhita,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,1060,10,,,,,0,法术,,,,,40051,5,2,10,5,4
101016,溅血胫甲,装备,1,0,Icon/jianxuejingjia,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,530,5,,,,,0,全部,,,,,40051,5,2,10,5,4
101186,亮木法杖,装备,1,0,Icon/liangmufazhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,1597,15,,,,,0,法术,,,,,40051,9,3,15,9,12
101196,斩首者康恩,装备,1,0,Icon/zhanshouzhekangen,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,1597,15,,,,,0,物理,,,,,40051,9,3,15,9,12
101206,踏云腿甲,装备,1,0,Icon/tayuntuijia,0,1,2000,紫,,,,0,1,1,裤子,1,血量,4791,45,,,,,0,全部,,,,,40051,9,3,15,9,12
101216,风蛇的拥抱,装备,1,0,Icon/fengshedeyongbao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,958,9,,,,,0,全部,,,,,40051,9,3,15,9,12
101226,烈焰之环,装备,1,0,Icon/lieyanzhihuan,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,958,9,,,,,0,全部,,,,,40051,9,3,15,9,12
101236,闪避之靴,装备,1,0,Icon/shanbichangxue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,798,7,,,,,0,全部,,,,,40051,9,3,15,9,12
101246,龙之召唤,装备,1,0,Icon/longzhizhaohuan,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,1597,15,,,,,0,物理,,,,,40051,9,3,15,9,12
101416,院长之杖,装备,1,0,Icon/yuanzhangzhizhang,0,1,2000,紫,,,,0,1,1,武器,1,法术攻击,1673,18,,,,,0,法术,,,,,40051,11,3,20,11,16
101426,奥兰纳的拥抱,装备,1,0,Icon/aolannadeyongbao,0,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,1003,11,,,,,0,全部,,,,,40051,11,3,20,11,16
101436,泰坦护腿,装备,1,0,Icon/taitanhutui,0,1,2000,紫,,,,0,1,1,裤子,1,血量,5019,54,,,,,0,全部,,,,,40051,11,3,20,11,16
101446,瑞文戴尔之剑,装备,1,0,Icon/ruiwendaierzhijian,0,1,2000,紫,,,,0,1,1,武器,1,物理攻击,1673,18,,,,,0,全部,,,,,40051,11,3,20,11,16
101456,纳尔维之盔,装备,1,0,Icon/naerweizhikui,0,1,2000,紫,,,,0,1,1,头盔,1,法术防御,1003,11,,,,,0,全部,,,,,40051,11,3,20,11,16
101466,熔岩犬皮靴,装备,1,0,Icon/rongyanquanpixue,0,1,2000,紫,,,,0,1,1,鞋子,1,速度,836,9,,,,,0,全部,,,,,40051,11,3,20,11,16
101476,毁灭之刃,装备,1,,Icon/huimiezhiren,,1,2000,紫,,,,0,1,1,武器,1,物理攻击,1720,22,,,,,0,物理,,,,,40051,13,3,25,13,20
101486,生命赐予者头盔,装备,1,,Icon/shengmingciyuzhezhikui,,1,2000,紫,,,,0,1,1,头盔,1,法术防御,1032,13,,,,,0,全部,,,,,40051,13,3,25,13,20
101496,烈焰行者重靴,装备,1,,Icon/lieyanxingzhezhongxue,,1,2000,紫,,,,0,1,1,鞋子,1,速度,860,11,,,,,0,全部,,,,,40051,13,3,25,13,20
101506,统御法杖,装备,1,,Icon/tongyufazhang,,1,2000,紫,,,,0,1,1,武器,1,法术攻击,1720,22,,,,,0,法术,,,,,40051,13,3,25,13,20
101516,火蜥蜴鳞片短裤,装备,1,,Icon/huoxiyilinpianduanku,,1,2000,紫,,,,0,1,1,裤子,1,血量,5160,66,,,,,0,全部,,,,,40051,13,3,25,13,20
101526,波动长袍,装备,1,,Icon/bodongchangpao,,1,2000,紫,,,,0,1,1,铠甲,1,物理防御,1032,13,,,,,0,全部,,,,,40051,13,3,25,13,20
100117,残酷倒钩,装备,1,0,Icon/cankudaogou,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,710,4,,,,,0,物理,,,,,40051,5,2,2,5,4
100127,曲奇的烧火棍,装备,1,0,Icon/quqidechuihuo,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,710,4,,,,,0,法术,,,,,40051,5,2,2,5,4
100137,黑暗迪菲亚护腿,装备,1,0,Icon/heiandifeiyahutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,2130,12,,,,,0,全部,,,,,40051,5,2,2,5,4
100147,黑暗迪菲亚护甲,装备,1,0,Icon/heiandifeiyahujia,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,426,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100157,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,426,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100167,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,355,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100217,毒蛇,装备,1,0,Icon/dushe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,730,4,,,,,0,物理,,,,,40051,5,2,2,5,4
100227,生命之根,装备,1,0,Icon/shengmingzhigen,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,730,4,,,,,0,法术,,,,,40051,5,2,2,5,4
100237,尖牙护腿,装备,1,0,Icon/jianyahutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,2190,12,,,,,0,全部,,,,,40051,5,2,2,5,4
100247,尖牙外套,装备,1,0,Icon/jianyawaitao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,438,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100257,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,438,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100267,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,365,2,,,,,0,全部,,,,,40051,5,2,2,5,4
100317,曲刃战斧,装备,1,0,Icon/qurenzhanfu,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,750,5,,,,,0,物理,,,,,40051,5,2,4,5,4
100327,奥杜之杖,装备,1,0,Icon/aoduzhizhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,750,5,,,,,0,法术,,,,,40051,5,2,4,5,4
100337,护腿,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,2250,15,,,,,0,全部,,,,,40051,5,2,4,5,4
100347,影牙堡主法袍,装备,1,0,Icon/alugaofapao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,450,3,,,,,0,全部,,,,,40051,5,2,4,5,4
100357,追随者眼罩,装备,1,0,Icon/zhuisuizheyanzhao,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,450,3,,,,,0,全部,,,,,40051,5,2,4,5,4
100367,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,365,2,,,,,0,全部,,,,,40051,5,2,4,5,4
100417,纳迦穿心者,装备,1,0,Icon/najiachuanxinzhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,770,5,,,,,0,物理,,,,,40051,5,2,4,5,4
100427,梦游者魔棒,装备,1,0,Icon/mengyouzhemobang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,770,5,,,,,0,法术,,,,,40051,5,2,4,5,4
100437,凝望短裤,装备,1,0,Icon/ningwangduanku,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,2310,15,,,,,0,全部,,,,,40051,5,2,4,5,4
100447,海龟护甲,装备,1,0,Icon/haiguihujia,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,462,3,,,,,0,全部,,,,,40051,5,2,4,5,4
100457,头盔,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,450,3,,,,,0,全部,,,,,40051,5,2,4,5,4
100467,靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,375,2,,,,,0,全部,,,,,40051,5,2,4,5,4
100617,破坏者,装备,1,0,Icon/pohuaizhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,800,7,,,,,0,物理,,,,,40051,5,2,6,5,4
100627,幻影法杖,装备,1,0,Icon/huanyingfazhang,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,800,7,,,,,0,法术,,,,,40051,5,2,6,5,4
100637,护腿,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,2370,21,,,,,0,全部,,,,,40051,5,2,6,5,4
100647,铠甲,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,474,4,,,,,0,全部,,,,,40051,5,2,6,5,4
100657,主教之冠,装备,1,0,Icon/zhujiaozhiguan,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,480,4,,,,,0,全部,,,,,40051,5,2,6,5,4
100667,血色十字军战靴,装备,1,0,Icon/xueseshizijunzhanxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,400,3,,,,,0,全部,,,,,40051,5,2,6,5,4
100717,尸体制造者,装备,1,0,Icon/shitizhizaozhe,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,820,7,,,,,0,物理,,,,,40051,5,2,6,5,4
100727,法杖,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,武器,1,法术攻击,810,7,,,,,0,法术,,,,,40051,5,2,6,5,4
100737,野兽护腿,装备,1,0,Icon/yeshouhutui,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,2460,21,,,,,0,全部,,,,,40051,5,2,6,5,4
100747,巫妖法袍,装备,1,0,Icon/wuyaofapao,0,1,1000,蓝,,,,0,1,1,铠甲,1,物理防御,492,4,,,,,0,全部,,,,,40051,5,2,6,5,4
100757,冰铁之盔,装备,1,0,Icon/bingtiezhikui,0,1,1000,蓝,,,,0,1,1,头盔,1,法术防御,492,4,,,,,0,全部,,,,,40051,5,2,6,5,4
100767,之靴,装备,1,0,Icon/jingyan,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,410,3,,,,,0,全部,,,,,40051,5,2,6,5,4
100817,加加恩的火枪,装备,1,0,Icon/jiajiaendehuoqiang,0,1,1000,蓝,,,,0,1,1,武器,1,物理攻击,820,8,,,,,0,物理,,,,,40051,5,2,8,5,4
100827,鲁恩乌的长靴,装备,1,0,Icon/luenwudechangxue,0,1,1000,蓝,,,,0,1,1,鞋子,1,速度,410,4,,,,,0,全部,,,,,40051,5,2,8,5,4
100837,石化蜥蜴皮裤,装备,1,0,Icon/shihuaxiyipiku,0,1,1000,蓝,,,,0,1,1,裤子,1,血量,2460,24,,,,,0,全部,,,,,40051,5,2,8,5,4
