Table:CsvEquipEnhance,,,,
tid,cost,accum_cost,critical_rate,critical_rate2
10098021,901,6050,1500,750
10098022,991,6951,1500,750
10098023,1085,7942,1500,750
10098024,1183,9027,1500,750
10098025,1286,10210,1500,750
10098026,1393,11496,1500,750
10098027,1504,12889,1500,750
10098028,1620,14393,1500,750
10098029,1741,16013,1500,750
10098030,1865,17754,1500,750
10098031,1994,19619,1000,500
10098032,2128,21613,1000,500
10098033,2266,23741,1000,500
10098034,2408,26007,1000,500
10098035,2555,28415,1000,500
10098036,2707,30970,1000,500
10098037,2862,33677,1000,500
10098038,3022,36539,1000,500
10098039,3187,39561,1000,500
10098040,3356,42748,1000,500
10098041,3529,46104,1000,500
10098042,3707,49633,1000,500
10098043,3889,53340,1000,500
10098044,4075,57229,1000,500
10098045,4266,61304,1000,500
10098046,4462,65570,1000,500
10098047,4662,70032,1000,500
10098048,4866,74694,1000,500
10098049,5075,79560,1000,500
10098050,5288,84635,1000,500
10098051,5505,89923,1000,500
10098052,5727,95428,1000,500
10098053,5953,101155,1000,500
10098054,6184,107108,1000,500
10098055,6419,113292,1000,500
10098056,6659,119711,1000,500
10098057,6903,126370,1000,500
10098058,7151,133273,1000,500
10098059,7404,140424,1000,500
10098060,7661,147828,1000,500
10098061,7924,155489,500,250
10098062,8191,163413,500,250
10098063,8463,171604,500,250
10098064,8738,180067,500,250
10098065,9018,188805,500,250
10098066,9302,197823,500,250
10098067,9591,207125,500,250
10098068,9884,216716,500,250
10098069,10181,226600,500,250
10098070,10482,236781,500,250
10098071,10788,247263,500,250
10098072,11098,258051,500,250
10098073,11413,269149,500,250
10098074,11731,280562,500,250
10098075,12054,292293,500,250
10098076,12381,304347,500,250
10098077,12713,316728,500,250
10098078,13049,329441,500,250
10098079,13389,342490,500,250
10098080,15014,355879,500,250
10098081,17158,370893,200,100
10098082,19328,388051,200,100
10098083,21525,407379,200,100
10098084,23749,428904,200,100
10098085,25999,452653,200,100
10098086,28275,478652,200,100
10098087,30578,506927,200,100
10098088,32908,537505,200,100
10098089,35263,570413,200,100
10098090,37646,605676,200,100
10098091,40055,643322,200,100
10098092,42490,683377,200,100
10098093,44952,725867,200,100
10098094,47441,770819,200,100
10098095,49956,818260,200,100
10098096,52497,868216,200,100
10098097,55065,920713,200,100
10098098,57659,975778,200,100
10098099,60280,1033437,200,100
10098100,62928,1093717,200,100
10098101,65601,1156645,200,100
10098102,68302,1222246,200,100
10098103,71029,1290548,200,100
10098104,73782,1361577,200,100
10098105,76562,1435359,200,100
10098106,79368,1511921,200,100
10098107,82201,1591289,200,100
10098108,85060,1673490,200,100
10098109,87946,1758550,200,100
10098110,90859,1846496,200,100
10098111,93798,1937355,200,100
10098112,96763,2031153,200,100
10098113,99755,2127916,200,100
10098114,102773,2227671,200,100
10098115,105818,2330444,200,100
10098116,108889,2436262,200,100
10098117,111987,2545151,200,100
10098118,115111,2657138,200,100
10098119,118262,2772249,200,100
10098120,122102,2890511,200,100
10098121,126370,3012613,200,100
10098122,130673,3138983,200,100
10098123,135012,3269656,200,100
10098124,139386,3404668,200,100
10098125,143796,3544054,200,100
10098126,148240,3687850,200,100
10098127,152720,3836090,200,100
10098128,157236,3988810,200,100
10098129,161786,4146046,200,100
10098130,166372,4307832,200,100
10098131,170994,4474204,200,100
10098132,175650,4645198,200,100
10098133,180342,4820848,200,100
10098134,185070,5001190,200,100
10098135,189832,5186260,200,100
10098136,194630,5376092,200,100
10098137,199464,5570722,200,100
10098138,204332,5770186,200,100
10098139,209236,5974518,200,100
10098140,214176,6183754,200,100
10098141,219150,6397930,200,100
10098142,224160,6617080,200,100
10098143,229205,6841240,200,100
10098144,234286,7070445,200,100
10098145,239402,7304731,200,100
10098146,244553,7544133,200,100
10098147,249740,7788686,200,100
10098148,254962,8038426,200,100
10098149,260219,8293388,200,100
10098150,265512,8553607,200,100
10098151,270839,8819119,200,100
10098152,276203,9089958,200,100
10098153,281601,9366161,200,100
10098154,287035,9647762,200,100
10098155,292504,9934797,200,100
10098156,298009,10227301,200,100
10098157,303549,10525310,200,100
10098158,309124,10828859,200,100
10098159,314734,11137983,200,100
10098160,321926,11452717,200,100
10098161,330797,11774643,100,50
10098162,339722,12105440,100,50
10098163,348703,12445162,100,50
10098164,357740,12793865,100,50
10098165,366831,13151605,100,50
10098166,375978,13518436,100,50
10098167,385180,13894414,100,50
10098168,394437,14279594,100,50
10098169,403749,14674031,100,50
10098170,413116,15077780,100,50
10098171,422539,15490896,100,50
10098172,432017,15913435,100,50
10098173,441550,16345452,100,50
10098174,451138,16787002,100,50
10098175,460782,17238140,100,50
10098176,470480,17698922,100,50
10098177,480234,18169402,100,50
10098178,490043,18649636,100,50
10098179,499907,19139679,100,50
10098180,509827,19639586,100,50
10098181,519801,20149413,100,50
10098182,529831,20669214,100,50
10098183,539916,21199045,100,50
10098184,550056,21738961,100,50
10098185,560252,22289017,100,50
10098186,570503,22849269,100,50
10098187,580808,23419772,100,50
10098188,591169,24000580,100,50
10098189,601586,24591749,100,50
10098190,612057,25193335,100,50
10098191,622584,25805392,100,50
10098192,633166,26427976,100,50
10098193,643803,27061142,100,50
10098194,654495,27704945,100,50
10098195,665242,28359440,100,50
10098196,676045,29024682,100,50
10098197,686903,29700727,100,50
10098198,697816,30387630,100,50
10098199,708784,31085446,100,50
10098200,725328,31794230,100,50
10098201,751901,32519558,100,50
10099001,36,0,2000,1000
10099002,37,36,2000,1000
10099003,42,73,2000,1000
10099004,51,115,2000,1000
10099005,63,166,2000,1000
10099006,80,229,2000,1000
10099007,101,309,2000,1000
10099008,125,410,2000,1000
10099009,154,535,2000,1000
10099010,186,689,2000,1000
10099011,223,875,2000,1000
10099012,263,1098,2000,1000
10099013,307,1361,2000,1000
10099014,356,1668,2000,1000
10099015,408,2024,2000,1000
10099016,464,2432,2000,1000
10099017,524,2896,2000,1000
10099018,588,3420,2000,1000
10099019,656,4008,2000,1000
10099020,728,4664,2000,1000
10099021,803,5392,1500,750
10099022,883,6195,1500,750
10099023,967,7078,1500,750
10099024,1054,8045,1500,750
10099025,1146,9099,1500,750
10099026,1241,10245,1500,750
10099027,1341,11486,1500,750
10099028,1444,12827,1500,750
10099029,1551,14271,1500,750
10099030,1662,15822,1500,750
10099031,1778,17484,1000,500
10099032,1897,19262,1000,500
10099033,2020,21159,1000,500
10099034,2147,23179,1000,500
10099035,2277,25326,1000,500
10099036,2412,27603,1000,500
10099037,2551,30015,1000,500
10099038,2694,32566,1000,500
10099039,2840,35260,1000,500
10099040,2991,38100,1000,500
10099041,3145,41091,1000,500
10099042,3304,44236,1000,500
10099043,3466,47540,1000,500
10099044,3632,51006,1000,500
10099045,3803,54638,1000,500
10099046,3977,58441,1000,500
10099047,4155,62418,1000,500
10099048,4337,66573,1000,500
10099049,4523,70910,1000,500
10099050,4713,75433,1000,500
10099051,4907,80146,1000,500
10099052,5104,85053,1000,500
10099053,5306,90157,1000,500
10099054,5512,95463,1000,500
10099055,5721,100975,1000,500
10099056,5935,106696,1000,500
10099057,6152,112631,1000,500
10099058,6374,118783,1000,500
10099059,6599,125157,1000,500
10099060,6828,131756,1000,500
10099061,7063,138584,500,250
10099062,7301,145647,500,250
10099063,7543,152948,500,250
10099064,7788,160491,500,250
10099065,8038,168279,500,250
10099066,8291,176317,500,250
10099067,8548,184608,500,250
10099068,8809,193156,500,250
10099069,9074,201965,500,250
10099070,9343,211039,500,250
10099071,9615,220382,500,250
10099072,9892,229997,500,250
10099073,10172,239889,500,250
10099074,10455,250061,500,250
10099075,10744,260516,500,250
10099076,11035,271260,500,250
10099077,11331,282295,500,250
10099078,11630,293626,500,250
10099079,11933,305256,500,250
10099080,13382,317189,500,250
10099081,15293,330571,200,100
10099082,17227,345864,200,100
10099083,19186,363091,200,100
10099084,21167,382277,200,100
10099085,23173,403444,200,100
10099086,25202,426617,200,100
10099087,27254,451819,200,100
10099088,29331,479073,200,100
10099089,31430,508404,200,100
10099090,33554,539834,200,100
10099091,35701,573388,200,100
10099092,37872,609089,200,100
10099093,40066,646961,200,100
10099094,42284,687027,200,100
10099095,44526,729311,200,100
10099096,46791,773837,200,100
10099097,49079,820628,200,100
10099098,51392,869707,200,100
10099099,53728,921099,200,100
10099100,56088,974827,200,100
10099101,58471,1030915,200,100
10099102,60878,1089386,200,100
10099103,63308,1150264,200,100
10099104,65762,1213572,200,100
10099105,68240,1279334,200,100
10099106,70741,1347574,200,100
10099107,73266,1418315,200,100
10099108,75815,1491581,200,100
10099109,78387,1567396,200,100
10099110,80983,1645783,200,100
10099111,83602,1726766,200,100
10099112,86245,1810368,200,100
10099113,88912,1896613,200,100
10099114,91602,1985525,200,100
10099115,94316,2077127,200,100
10099116,97053,2171443,200,100
10099117,99814,2268496,200,100
10099118,102599,2368310,200,100
10099119,105408,2470909,200,100
10099120,108830,2576317,200,100
10099121,112634,2685147,200,100
10099122,116470,2797781,200,100
10099123,120337,2914251,200,100
10099124,124235,3034588,200,100
10099125,128166,3158823,200,100
10099126,132127,3286989,200,100
10099127,136120,3419116,200,100
10099128,140145,3555236,200,100
10099129,144201,3695381,200,100
10099130,148288,3839582,200,100
10099131,152407,3987870,200,100
10099132,156558,4140277,200,100
10099133,160740,4296835,200,100
10099134,164953,4457575,200,100
10099135,169198,4622528,200,100
10099136,173475,4791726,200,100
10099137,177783,4965201,200,100
10099138,182122,5142984,200,100
10099139,186493,5325106,200,100
10099140,190896,5511599,200,100
10099141,195329,5702495,200,100
10099142,199795,5897824,200,100
10099143,204292,6097619,200,100
10099144,208820,6301911,200,100
10099145,213380,6510731,200,100
10099146,217971,6724111,200,100
10099147,222594,6942082,200,100
10099148,227248,7164676,200,100
10099149,231934,7391924,200,100
10099150,236652,7623858,200,100
10099151,241400,7860510,200,100
10099152,246181,8101910,200,100
10099153,250992,8348091,200,100
10099154,255836,8599083,200,100
10099155,260710,8854919,200,100
10099156,265617,9115629,200,100
10099157,270554,9381246,200,100
10099158,275523,9651800,200,100
10099159,280524,9927323,200,100
10099160,286934,10207847,200,100
10099161,294840,10494781,100,50
10099162,302796,10789621,100,50
10099163,310801,11092417,100,50
10099164,318855,11403218,100,50
10099165,326958,11722073,100,50
10099166,335111,12049031,100,50
10099167,343312,12384142,100,50
10099168,351563,12727454,100,50
10099169,359863,13079017,100,50
10099170,368212,13438880,100,50
10099171,376611,13807092,100,50
10099172,385058,14183703,100,50
10099173,393555,14568761,100,50
10099174,402101,14962316,100,50
10099175,410697,15364417,100,50
10099176,419341,15775114,100,50
10099177,428035,16194455,100,50
10099178,436777,16622490,100,50
10099179,445569,17059267,100,50
10099180,454411,17504836,100,50
10099181,463301,17959247,100,50
10099182,472241,18422548,100,50
10099183,481230,18894789,100,50
10099184,490268,19376019,100,50
10099185,499355,19866287,100,50
10099186,508491,20365642,100,50
10099187,517677,20874133,100,50
10099188,526912,21391810,100,50
10099189,536196,21918722,100,50
10099190,545529,22454918,100,50
10099191,554912,23000447,100,50
10099192,564343,23555359,100,50
10099193,573824,24119702,100,50
10099194,583354,24693526,100,50
10099195,592933,25276880,100,50
10099196,602562,25869813,100,50
10099197,612239,26472375,100,50
10099198,621966,27084614,100,50
10099199,631742,27706580,100,50
10099200,646488,28338322,100,50
10099201,670172,28984810,100,50
10100001,40,0,2000,1000
10100002,41,40,2000,1000
10100003,47,81,2000,1000
10100004,57,128,2000,1000
10100005,71,185,2000,1000
10100006,90,256,2000,1000
10100007,113,346,2000,1000
10100008,141,459,2000,1000
10100009,173,600,2000,1000
10100010,209,773,2000,1000
10100011,250,982,2000,1000
10100012,295,1232,2000,1000
10100013,345,1527,2000,1000
10100014,399,1872,2000,1000
10100015,458,2271,2000,1000
10100016,521,2729,2000,1000
10100017,588,3250,2000,1000
10100018,660,3838,2000,1000
10100019,736,4498,2000,1000
10100020,816,5234,2000,1000
10100021,901,6050,1500,750
10100022,991,6951,1500,750
10100023,1085,7942,1500,750
10100024,1183,9027,1500,750
10100025,1286,10210,1500,750
10100026,1393,11496,1500,750
10100027,1504,12889,1500,750
10100028,1620,14393,1500,750
10100029,1741,16013,1500,750
10100030,1865,17754,1500,750
10100031,1994,19619,1000,500
10100032,2128,21613,1000,500
10100033,2266,23741,1000,500
10100034,2408,26007,1000,500
10100035,2555,28415,1000,500
10100036,2707,30970,1000,500
10100037,2862,33677,1000,500
10100038,3022,36539,1000,500
10100039,3187,39561,1000,500
10100040,3356,42748,1000,500
10100041,3529,46104,1000,500
10100042,3707,49633,1000,500
10100043,3889,53340,1000,500
10100044,4075,57229,1000,500
10100045,4266,61304,1000,500
10100046,4462,65570,1000,500
10100047,4662,70032,1000,500
10100048,4866,74694,1000,500
10100049,5075,79560,1000,500
10100050,5288,84635,1000,500
10100051,5505,89923,1000,500
10100052,5727,95428,1000,500
10100053,5953,101155,1000,500
10100054,6184,107108,1000,500
10100055,6419,113292,1000,500
10100056,6659,119711,1000,500
10100057,6903,126370,1000,500
10100058,7151,133273,1000,500
10100059,7404,140424,1000,500
10100060,7661,147828,1000,500
10100061,7924,155489,500,250
10100062,8191,163413,500,250
10100063,8463,171604,500,250
10100064,8738,180067,500,250
10100065,9018,188805,500,250
10100066,9302,197823,500,250
10100067,9591,207125,500,250
10100068,9884,216716,500,250
10100069,10181,226600,500,250
10100070,10482,236781,500,250
10100071,10788,247263,500,250
10100072,11098,258051,500,250
10100073,11413,269149,500,250
10100074,11731,280562,500,250
10100075,12054,292293,500,250
10100076,12381,304347,500,250
10100077,12713,316728,500,250
10100078,13049,329441,500,250
10100079,13389,342490,500,250
10100080,15014,355879,500,250
10100081,17158,370893,200,100
10100082,19328,388051,200,100
10100083,21525,407379,200,100
10100084,23749,428904,200,100
10100085,25999,452653,200,100
10100086,28275,478652,200,100
10100087,30578,506927,200,100
10100088,32908,537505,200,100
10100089,35263,570413,200,100
10100090,37646,605676,200,100
10100091,40055,643322,200,100
10100092,42490,683377,200,100
10100093,44952,725867,200,100
10100094,47441,770819,200,100
10100095,49956,818260,200,100
10100096,52497,868216,200,100
10100097,55065,920713,200,100
10100098,57659,975778,200,100
10100099,60280,1033437,200,100
10100100,62928,1093717,200,100
10100101,65601,1156645,200,100
10100102,68302,1222246,200,100
10100103,71029,1290548,200,100
10100104,73782,1361577,200,100
10100105,76562,1435359,200,100
10100106,79368,1511921,200,100
10100107,82201,1591289,200,100
10100108,85060,1673490,200,100
10100109,87946,1758550,200,100
10100110,90859,1846496,200,100
10100111,93798,1937355,200,100
10100112,96763,2031153,200,100
10100113,99755,2127916,200,100
10100114,102773,2227671,200,100
10100115,105818,2330444,200,100
10100116,108889,2436262,200,100
10100117,111987,2545151,200,100
10100118,115111,2657138,200,100
10100119,118262,2772249,200,100
10100120,122102,2890511,200,100
10100121,126370,3012613,200,100
10100122,130673,3138983,200,100
10100123,135012,3269656,200,100
10100124,139386,3404668,200,100
10100125,143796,3544054,200,100
10100126,148240,3687850,200,100
10100127,152720,3836090,200,100
10100128,157236,3988810,200,100
10100129,161786,4146046,200,100
10100130,166372,4307832,200,100
10100131,170994,4474204,200,100
10100132,175650,4645198,200,100
10100133,180342,4820848,200,100
10100134,185070,5001190,200,100
10100135,189832,5186260,200,100
10100136,194630,5376092,200,100
10100137,199464,5570722,200,100
10100138,204332,5770186,200,100
10100139,209236,5974518,200,100
10100140,214176,6183754,200,100
10100141,219150,6397930,200,100
10100142,224160,6617080,200,100
10100143,229205,6841240,200,100
10100144,234286,7070445,200,100
10100145,239402,7304731,200,100
10100146,244553,7544133,200,100
10100147,249740,7788686,200,100
10100148,254962,8038426,200,100
10100149,260219,8293388,200,100
10100150,265512,8553607,200,100
10100151,270839,8819119,200,100
10100152,276203,9089958,200,100
10100153,281601,9366161,200,100
10100154,287035,9647762,200,100
10100155,292504,9934797,200,100
10100156,298009,10227301,200,100
10100157,303549,10525310,200,100
10100158,309124,10828859,200,100
10100159,314734,11137983,200,100
10100160,321926,11452717,200,100
10100161,330797,11774643,100,50
10100162,339722,12105440,100,50
10100163,348703,12445162,100,50
10100164,357740,12793865,100,50
10100165,366831,13151605,100,50
10100166,375978,13518436,100,50
10100167,385180,13894414,100,50
10100168,394437,14279594,100,50
10100169,403749,14674031,100,50
10100170,413116,15077780,100,50
10100171,422539,15490896,100,50
10100172,432017,15913435,100,50
10100173,441550,16345452,100,50
10100174,451138,16787002,100,50
10100175,460782,17238140,100,50
10100176,470480,17698922,100,50
10100177,480234,18169402,100,50
10100178,490043,18649636,100,50
10100179,499907,19139679,100,50
10100180,509827,19639586,100,50
10100181,519801,20149413,100,50
10100182,529831,20669214,100,50
10100183,539916,21199045,100,50
10100184,550056,21738961,100,50
10100185,560252,22289017,100,50
10100186,570503,22849269,100,50
10100187,580808,23419772,100,50
10100188,591169,24000580,100,50
10100189,601586,24591749,100,50
10100190,612057,25193335,100,50
10100191,622584,25805392,100,50
10100192,633166,26427976,100,50
10100193,643803,27061142,100,50
10100194,654495,27704945,100,50
10100195,665242,28359440,100,50
10100196,676045,29024682,100,50
10100197,686903,29700727,100,50
10100198,697816,30387630,100,50
10100199,708784,31085446,100,50
10100200,725328,31794230,100,50
10100201,751901,32519558,100,50
10101001,44,0,2000,1000
10101002,45,44,2000,1000
10101003,51,89,2000,1000
10101004,62,140,2000,1000
10101005,78,202,2000,1000
10101006,98,280,2000,1000
10101007,123,378,2000,1000
10101008,153,501,2000,1000
10101009,188,654,2000,1000
10101010,228,842,2000,1000
10101011,272,1070,2000,1000
10101012,321,1342,2000,1000
10101013,375,1663,2000,1000
10101014,434,2038,2000,1000
10101015,498,2472,2000,1000
10101016,566,2970,2000,1000
10101017,639,3536,2000,1000
10101018,717,4175,2000,1000
10101019,800,4892,2000,1000
10101020,888,5692,2000,1000
10101021,980,6580,1500,750
10101022,1077,7560,1500,750
10101023,1179,8637,1500,750
10101024,1286,9816,1500,750
10101025,1398,11102,1500,750
10101026,1514,12500,1500,750
10101027,1635,14014,1500,750
10101028,1761,15649,1500,750
10101029,1892,17410,1500,750
10101030,2028,19302,1500,750
10101031,2168,21330,1000,500
10101032,2313,23498,1000,500
10101033,2463,25811,1000,500
10101034,2618,28274,1000,500
10101035,2778,30892,1000,500
10101036,2942,33670,1000,500
10101037,3111,36612,1000,500
10101038,3285,39723,1000,500
10101039,3464,43008,1000,500
10101040,3648,46472,1000,500
10101041,3836,50120,1000,500
10101042,4029,53956,1000,500
10101043,4227,57985,1000,500
10101044,4430,62212,1000,500
10101045,4638,66642,1000,500
10101046,4850,71280,1000,500
10101047,5067,76130,1000,500
10101048,5289,81197,1000,500
10101049,5516,86486,1000,500
10101050,5748,92002,1000,500
10101051,5984,97750,1000,500
10101052,6225,103734,1000,500
10101053,6471,109959,1000,500
10101054,6722,116430,1000,500
10101055,6978,123152,1000,500
10101056,7238,130130,1000,500
10101057,7503,137368,1000,500
10101058,7773,144871,1000,500
10101059,8048,152644,1000,500
10101060,8328,160692,1000,500
10101061,8613,169020,500,250
10101062,8904,177633,500,250
10101063,9199,186537,500,250
10101064,9498,195736,500,250
10101065,9802,205234,500,250
10101066,10111,215036,500,250
10101067,10425,225147,500,250
10101068,10743,235572,500,250
10101069,11066,246315,500,250
10101070,11394,257381,500,250
10101071,11726,268775,500,250
10101072,12063,280501,500,250
10101073,12405,292564,500,250
10101074,12751,304969,500,250
10101075,13102,317720,500,250
10101076,13458,330822,500,250
10101077,13819,344280,500,250
10101078,14184,358099,500,250
10101079,14553,372283,500,250
10101080,16320,386836,500,250
10101081,18650,403156,200,100
10101082,21009,421806,200,100
10101083,23397,442815,200,100
10101084,25814,466212,200,100
10101085,28260,492026,200,100
10101086,30734,520286,200,100
10101087,33237,551020,200,100
10101088,35769,584257,200,100
10101089,38330,620026,200,100
10101090,40920,658356,200,100
10101091,43538,699276,200,100
10101092,46185,742814,200,100
10101093,48861,788999,200,100
10101094,51566,837860,200,100
10101095,54300,889426,200,100
10101096,57062,943726,200,100
10101097,59853,1000788,200,100
10101098,62673,1060641,200,100
10101099,65522,1123314,200,100
10101100,68400,1188836,200,100
10101101,71306,1257236,200,100
10101102,74241,1328542,200,100
10101103,77205,1402783,200,100
10101104,80198,1479988,200,100
10101105,83220,1560186,200,100
10101106,86270,1643406,200,100
10101107,89349,1729676,200,100
10101108,92457,1819025,200,100
10101109,95594,1911482,200,100
10101110,98760,2007076,200,100
10101111,101954,2105836,200,100
10101112,105177,2207790,200,100
10101113,108429,2312967,200,100
10101114,111710,2421396,200,100
10101115,115020,2533106,200,100
10101116,118358,2648126,200,100
10101117,121725,2766484,200,100
10101118,125121,2888209,200,100
10101119,128546,3013330,200,100
10101120,132720,3141876,200,100
10101121,137359,3274596,200,100
10101122,142036,3411955,200,100
10101123,146752,3553991,200,100
10101124,151507,3700743,200,100
10101125,156300,3852250,200,100
10101126,161131,4008550,200,100
10101127,166000,4169681,200,100
10101128,170908,4335681,200,100
10101129,175855,4506589,200,100
10101130,180840,4682444,200,100
10101131,185863,4863284,200,100
10101132,190924,5049147,200,100
10101133,196024,5240071,200,100
10101134,201163,5436095,200,100
10101135,206340,5637258,200,100
10101136,211555,5843598,200,100
10101137,216808,6055153,200,100
10101138,222100,6271961,200,100
10101139,227431,6494061,200,100
10101140,232800,6721492,200,100
10101141,238207,6954292,200,100
10101142,243652,7192499,200,100
10101143,249136,7436151,200,100
10101144,254659,7685287,200,100
10101145,260220,7939946,200,100
10101146,265819,8200166,200,100
10101147,271456,8465985,200,100
10101148,277132,8737441,200,100
10101149,282847,9014573,200,100
10101150,288600,9297420,200,100
10101151,294391,9586020,200,100
10101152,300220,9880411,200,100
10101153,306088,10180631,200,100
10101154,311995,10486719,200,100
10101155,317940,10798714,200,100
10101156,323923,11116654,200,100
10101157,329944,11440577,200,100
10101158,336004,11770521,200,100
10101159,342103,12106525,200,100
10101160,349920,12448628,200,100
10101161,359562,12798548,100,50
10101162,369264,13158110,100,50
10101163,379026,13527374,100,50
10101164,388848,13906400,100,50
10101165,398730,14295248,100,50
10101166,408672,14693978,100,50
10101167,418674,15102650,100,50
10101168,428736,15521324,100,50
10101169,438858,15950060,100,50
10101170,449040,16388918,100,50
10101171,459282,16837958,100,50
10101172,469584,17297240,100,50
10101173,479946,17766824,100,50
10101174,490368,18246770,100,50
10101175,500850,18737138,100,50
10101176,511392,19237988,100,50
10101177,521994,19749380,100,50
10101178,532656,20271374,100,50
10101179,543378,20804030,100,50
10101180,554160,21347408,100,50
10101181,565002,21901568,100,50
10101182,575904,22466570,100,50
10101183,586866,23042474,100,50
10101184,597888,23629340,100,50
10101185,608970,24227228,100,50
10101186,620112,24836198,100,50
10101187,631314,25456310,100,50
10101188,642576,26087624,100,50
10101189,653898,26730200,100,50
10101190,665280,27384098,100,50
10101191,676722,28049378,100,50
10101192,688224,28726100,100,50
10101193,699786,29414324,100,50
10101194,711408,30114110,100,50
10101195,723090,30825518,100,50
10101196,734832,31548608,100,50
10101197,746634,32283440,100,50
10101198,758496,33030074,100,50
10101199,770418,33788570,100,50
10101200,788400,34558988,100,50
10101201,817284,35347388,100,50
10118001,51,0,2000,1000
10118002,52,51,2000,1000
10118003,59,103,2000,1000
10118004,71,162,2000,1000
10118005,89,233,2000,1000
10118006,113,322,2000,1000
10118007,142,435,2000,1000
10118008,176,577,2000,1000
10118009,216,753,2000,1000
10118010,262,969,2000,1000
10118011,313,1231,2000,1000
10118012,369,1544,2000,1000
10118013,431,1913,2000,1000
10118014,499,2344,2000,1000
10118015,572,2843,2000,1000
10118016,651,3415,2000,1000
10118017,735,4066,2000,1000
10118018,825,4801,2000,1000
10118019,920,5626,2000,1000
10118020,1021,6546,2000,1000
10118021,1127,7567,1500,750
10118022,1239,8694,1500,750
10118023,1356,9933,1500,750
10118024,1479,11289,1500,750
10118025,1607,12768,1500,750
10118026,1741,14375,1500,750
10118027,1880,16116,1500,750
10118028,2025,17996,1500,750
10118029,2176,20021,1500,750
10118030,2332,22197,1500,750
10118031,2493,24529,1000,500
10118032,2660,27022,1000,500
10118033,2833,29682,1000,500
10118034,3011,32515,1000,500
10118035,3194,35526,1000,500
10118036,3383,38720,1000,500
10118037,3578,42103,1000,500
10118038,3778,45681,1000,500
10118039,3984,49459,1000,500
10118040,4195,53443,1000,500
10118041,4411,57638,1000,500
10118042,4634,62049,1000,500
10118043,4861,66683,1000,500
10118044,5094,71544,1000,500
10118045,5333,76638,1000,500
10118046,5577,81971,1000,500
10118047,5827,87548,1000,500
10118048,6083,93375,1000,500
10118049,6343,99458,1000,500
10118050,6610,105801,1000,500
10118051,6882,112411,1000,500
10118052,7159,119293,1000,500
10118053,7442,126452,1000,500
10118054,7730,133894,1000,500
10118055,8024,141624,1000,500
10118056,8324,149648,1000,500
10118057,8629,157972,1000,500
10118058,8939,166601,1000,500
10118059,9255,175540,1000,500
10118060,9577,184795,1000,500
10118061,9905,194372,500,250
10118062,10239,204277,500,250
10118063,10579,214516,500,250
10118064,10922,225095,500,250
10118065,11273,236017,500,250
10118066,11627,247290,500,250
10118067,11989,258917,500,250
10118068,12355,270906,500,250
10118069,12726,283261,500,250
10118070,13103,295987,500,250
10118071,13485,309090,500,250
10118072,13873,322575,500,250
10118073,14266,336448,500,250
10118074,14663,350714,500,250
10118075,15068,365377,500,250
10118076,15476,380445,500,250
10118077,15892,395921,500,250
10118078,16311,411813,500,250
10118079,16736,428124,500,250
10118080,18768,444860,500,250
10118081,21447,463628,200,100
10118082,24161,485075,200,100
10118083,26907,509236,200,100
10118084,29686,536143,200,100
10118085,32499,565829,200,100
10118086,35344,598328,200,100
10118087,38223,633672,200,100
10118088,41135,671895,200,100
10118089,44079,713030,200,100
10118090,47058,757109,200,100
10118091,50069,804167,200,100
10118092,53113,854236,200,100
10118093,56190,907349,200,100
10118094,59301,963539,200,100
10118095,62445,1022840,200,100
10118096,65621,1085285,200,100
10118097,68831,1150906,200,100
10118098,72074,1219737,200,100
10118099,75350,1291811,200,100
10118100,78660,1367161,200,100
10118101,82002,1445821,200,100
10118102,85377,1527823,200,100
10118103,88786,1613200,200,100
10118104,92228,1701986,200,100
10118105,95703,1794214,200,100
10118106,99210,1889917,200,100
10118107,102752,1989127,200,100
10118108,106326,2091879,200,100
10118109,109933,2198205,200,100
10118110,113574,2308138,200,100
10118111,117247,2421712,200,100
10118112,120954,2538959,200,100
10118113,124694,2659913,200,100
10118114,128466,2784607,200,100
10118115,132273,2913073,200,100
10118116,136112,3045346,200,100
10118117,139984,3181458,200,100
10118118,143889,3321442,200,100
10118119,147828,3465331,200,100
10118120,152628,3613159,200,100
10118121,157963,3765787,200,100
10118122,163342,3923750,200,100
10118123,168765,4087092,200,100
10118124,174233,4255857,200,100
10118125,179745,4430090,200,100
10118126,185300,4609835,200,100
10118127,190900,4795135,200,100
10118128,196545,4986035,200,100
10118129,202233,5182580,200,100
10118130,207966,5384813,200,100
10118131,213742,5592779,200,100
10118132,219563,5806521,200,100
10118133,225428,6026084,200,100
10118134,231337,6251512,200,100
10118135,237291,6482849,200,100
10118136,243288,6720140,200,100
10118137,249330,6963428,200,100
10118138,255415,7212758,200,100
10118139,261545,7468173,200,100
10118140,267720,7729718,200,100
10118141,273938,7997438,200,100
10118142,280200,8271376,200,100
10118143,286507,8551576,200,100
10118144,292858,8838083,200,100
10118145,299253,9130941,200,100
10118146,305692,9430194,200,100
10118147,312175,9735886,200,100
10118148,318702,10048061,200,100
10118149,325274,10366763,200,100
10118150,331890,10692037,200,100
10118151,338549,11023927,200,100
10118152,345253,11362476,200,100
10118153,352002,11707729,200,100
10118154,358794,12059731,200,100
10118155,365631,12418525,200,100
10118156,372511,12784156,200,100
10118157,379436,13156667,200,100
10118158,386405,13536103,200,100
10118159,393418,13922508,200,100
10118160,402408,14315926,200,100
10118161,413496,14718334,100,50
10118162,424653,15131830,100,50
