Table:CsvHeroUpgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tid,hero_id,trans_times,trans_discription:s,color:ItemColor,name:s,intel_p,intel_i,intel_e,intel_a,freepoint,fightingspirit,buff_id,needlevel,needmoney,needitem1,needitem2,needitem3,needitem4,needitem5,amount1,amount2,amount3,amount4,amount5,return_spirit,return_item1,return_item2,return_item3,return_item4,return_item5,return_item6,return_item7,return_item8,return_item9,return_item10,return_item11,return_item12,return_item13,return_item14,return_item15,return_item16,return_item17,return_item18,return_item19,return_item20,return_amount1,return_amount2,return_amount3,return_amount4,return_amount5,return_amount6,return_amount7,return_amount8,return_amount9,return_amount10,return_amount11,return_amount12,return_amount13,return_amount14,return_amount15,return_amount16,return_amount17,return_amount18,return_amount19,return_amount20,needHeroTID,needHeroCount
102103,1021,3,＋3,橙,符文图腾,187,200,197,165,60,900,10063,35,400000,42011,42012,42013,,,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2021,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1021,1
102104,1021,4,＋4,橙,符文图腾,225,240,237,198,60,1400,10002,45,500000,42011,42012,42013,42014,,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2021,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1021,2
102105,1021,5,＋5,橙,符文图腾,262,280,276,231,60,2000,10160,55,1000000,42012,42013,42015,42101,,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2021,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1021,3
102106,1021,6,＋6,红,符文图腾,300,320,316,264,60,1500,10136,60,1200000,42012,42013,42021,42101,,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2021,92,92,40,20,250,650,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1021,1
102107,1021,7,＋7,红,符文图腾,337,360,355,297,60,2000,10153,65,1500000,42012,42013,42022,42101,,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2021,92,92,40,20,250,1010,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1021,2
102108,1021,8,＋8,红,符文图腾,375,400,395,330,60,2600,10085,70,1800000,42012,42013,42023,42101,,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2021,92,92,40,20,250,1510,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1021,3
102109,1021,9,＋9,红,符文图腾,412,440,434,363,60,3200,10048,75,2000000,42012,42013,42024,42101,,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2021,92,92,40,20,250,2410,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1021,4
102110,1021,10,＋10,红,符文图腾,450,480,474,396,60,4000,10153,80,2200000,42012,42013,42025,42101,,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2021,92,92,40,20,250,4010,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1021,5
102111,1021,11,＋11,红,符文图腾,487,520,513,429,60,6000,10153,85,2400000,42012,42013,42031,42101,,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2021,92,92,40,20,250,5810,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1021,5
102112,1021,12,＋12,红,符文图腾,525,560,553,462,60,10000,10153,999,2600000,42012,42013,42032,,,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2021,92,92,40,20,250,8210,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1021,5
102200,1022,0,,橙,黑暗游侠,82,73,75,70,0,240,10001,1,100000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102201,1022,1,＋1,橙,黑暗游侠,123,109,112,105,60,240,10071,15,200000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
102202,1022,2,＋2,橙,黑暗游侠,164,146,150,140,60,500,10106,25,300000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1022,1
102203,1022,3,＋3,橙,黑暗游侠,205,182,187,175,60,900,10048,35,400000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2022,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1022,1
102204,1022,4,＋4,橙,黑暗游侠,246,219,225,210,60,1400,10002,45,500000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2022,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1022,2
102205,1022,5,＋5,橙,黑暗游侠,287,255,262,245,60,2000,10073,55,1000000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2022,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1022,3
102206,1022,6,＋6,红,黑暗游侠,328,292,300,280,60,1500,10139,60,1200000,42012,42013,42021,42101,0,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2022,92,92,40,20,650,250,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1022,1
102207,1022,7,＋7,红,黑暗游侠,369,328,337,315,60,2000,10153,65,1500000,42012,42013,42022,42101,0,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2022,92,92,40,20,650,610,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1022,2
102208,1022,8,＋8,红,黑暗游侠,410,365,375,350,60,2600,10119,70,1800000,42012,42013,42023,42101,0,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2022,92,92,40,20,650,1110,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1022,3
102209,1022,9,＋9,红,黑暗游侠,451,401,412,385,60,3200,10061,75,2000000,42012,42013,42024,42101,0,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2022,92,92,40,20,650,2010,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1022,4
102210,1022,10,＋10,红,黑暗游侠,492,438,450,420,60,4000,10153,80,2200000,42012,42013,42025,42101,0,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2022,92,92,40,20,650,3610,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1022,5
102211,1022,11,＋11,红,黑暗游侠,533,474,487,455,60,6000,10153,85,2400000,42012,42013,42031,42101,0,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2022,92,92,40,20,650,5410,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1022,5
102212,1022,12,＋12,红,黑暗游侠,574,511,525,490,60,10000,10153,999,2600000,42012,42013,42032,,0,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2022,92,92,40,20,650,7810,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1022,5
102300,1023,0,,橙,娜迦女士,81,76,80,63,0,240,10057,1,100000,42001,42002,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102301,1023,1,＋1,橙,娜迦女士,121,114,120,94,60,240,10032,15,200000,42001,42002,42003,,,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
102302,1023,2,＋2,橙,娜迦女士,162,152,160,126,60,500,10119,25,300000,42001,42002,42003,42004,,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1023,1
102303,1023,3,＋3,橙,娜迦女士,202,190,200,157,60,900,10061,35,400000,42011,42012,42013,,,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2023,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1023,1
102304,1023,4,＋4,橙,娜迦女士,243,228,240,189,60,1400,10002,45,500000,42011,42012,42013,42014,,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2023,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1023,2
102305,1023,5,＋5,橙,娜迦女士,283,266,280,220,60,2000,10232,55,1000000,42012,42013,42015,42101,,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2023,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1023,3
102306,1023,6,＋6,红,娜迦女士,324,304,320,252,60,1500,10233,60,1200000,42012,42013,42021,42101,,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2023,92,92,40,20,250,650,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1023,1
102307,1023,7,＋7,红,娜迦女士,364,342,360,283,60,2000,10153,65,1500000,42012,42013,42022,42101,,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2023,92,92,40,20,250,1010,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1023,2
102308,1023,8,＋8,红,娜迦女士,405,380,400,315,60,2600,10119,70,1800000,42012,42013,42023,42101,,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2023,92,92,40,20,250,1510,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1023,3
102309,1023,9,＋9,红,娜迦女士,445,418,440,346,60,3200,10072,75,2000000,42012,42013,42024,42101,,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2023,92,92,40,20,250,2410,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1023,4
102310,1023,10,＋10,红,娜迦女士,486,456,480,378,60,4000,10153,80,2200000,42012,42013,42025,42101,,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2023,92,92,40,20,250,4010,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1023,5
102311,1023,11,＋11,红,娜迦女士,526,494,520,409,60,6000,10153,85,2400000,42012,42013,42031,42101,,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2023,92,92,40,20,250,5810,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1023,5
102312,1023,12,＋12,红,娜迦女士,567,532,560,441,60,10000,10153,999,2600000,42012,42013,42032,,,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2023,92,92,40,20,250,8210,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1023,5
102400,1024,0,,橙,暗矛巨魔,82,77,83,58,0,240,10005,1,100000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102401,1024,1,＋1,橙,暗矛巨魔,123,115,124,87,60,240,10032,15,200000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
102402,1024,2,＋2,橙,暗矛巨魔,164,154,166,116,60,500,10089,25,300000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1024,1
102403,1024,3,＋3,橙,暗矛巨魔,205,192,207,145,60,900,10044,35,400000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2024,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1024,1
102404,1024,4,＋4,橙,暗矛巨魔,246,231,249,174,60,1400,10002,45,500000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2024,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1024,2
102405,1024,5,＋5,橙,暗矛巨魔,287,269,290,203,60,2000,10161,55,1000000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2024,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1024,3
102406,1024,6,＋6,红,暗矛巨魔,328,308,332,232,60,1500,10124,60,1200000,42012,42013,42021,42101,0,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2024,92,92,40,20,650,250,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1024,1
102407,1024,7,＋7,红,暗矛巨魔,369,346,373,261,60,2000,10153,65,1500000,42012,42013,42022,42101,0,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2024,92,92,40,20,650,610,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1024,2
102408,1024,8,＋8,红,暗矛巨魔,410,385,415,290,60,2600,10119,70,1800000,42012,42013,42023,42101,0,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2024,92,92,40,20,650,1110,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1024,3
102409,1024,9,＋9,红,暗矛巨魔,451,423,456,319,60,3200,10063,75,2000000,42012,42013,42024,42101,0,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2024,92,92,40,20,650,2010,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1024,4
102410,1024,10,＋10,红,暗矛巨魔,492,462,498,348,60,4000,10153,80,2200000,42012,42013,42025,42101,0,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2024,92,92,40,20,650,3610,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1024,5
102411,1024,11,＋11,红,暗矛巨魔,533,500,539,377,60,6000,10153,85,2400000,42012,42013,42031,42101,0,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2024,92,92,40,20,650,5410,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1024,5
102412,1024,12,＋12,红,暗矛巨魔,574,539,581,406,60,10000,10153,999,2600000,42012,42013,42032,,0,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2024,92,92,40,20,650,7810,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1024,5
102500,1025,0,,橙,地狱咆哮,90,82,120,68,0,240,10058,1,100000,42001,42002,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102501,1025,1,＋1,橙,地狱咆哮,135,123,165,102,80,240,10071,15,200000,42001,42002,42003,,,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
102502,1025,2,＋2,橙,地狱咆哮,180,164,210,136,80,500,10119,25,300000,42001,42002,42003,42004,,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1025,1
102503,1025,3,＋3,橙,地狱咆哮,225,205,255,170,80,900,10061,35,400000,42011,42012,42013,,,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2025,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1025,1
102504,1025,4,＋4,橙,地狱咆哮,270,246,300,204,80,1400,10002,45,500000,42011,42012,42013,42014,,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2025,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1025,2
102505,1025,5,＋5,橙,地狱咆哮,315,287,345,238,80,2000,10117,55,1000000,42012,42013,42015,42101,,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2025,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1025,3
102506,1025,6,＋6,红,地狱咆哮,360,328,390,272,80,1500,10140,60,1200000,42012,42013,42021,42101,,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2025,92,92,40,20,250,650,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1025,1
102507,1025,7,＋7,红,地狱咆哮,405,369,435,306,80,2000,10153,65,1500000,42012,42013,42022,42101,,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2025,92,92,40,20,250,1010,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1025,2
102508,1025,8,＋8,红,地狱咆哮,450,410,480,340,80,2600,10098,70,1800000,42012,42013,42023,42101,,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2025,92,92,40,20,250,1510,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1025,3
102509,1025,9,＋9,红,地狱咆哮,495,451,525,374,80,3200,10049,75,2000000,42012,42013,42024,42101,,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2025,92,92,40,20,250,2410,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1025,4
102510,1025,10,＋10,红,地狱咆哮,540,492,570,408,80,4000,10153,80,2200000,42012,42013,42025,42101,,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2025,92,92,40,20,250,4010,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1025,5
102511,1025,11,＋11,红,地狱咆哮,585,533,615,442,80,6000,10153,85,2400000,42012,42013,42031,42101,,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2025,92,92,40,20,250,5810,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1025,5
102512,1025,12,＋12,红,地狱咆哮,630,574,660,476,80,10000,10153,999,2600000,42012,42013,42032,,,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2025,92,92,40,20,250,8210,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1025,5
102600,1026,0,,橙,山丘之王,82,77,83,58,0,240,10017,1,100000,42001,42002,,,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102601,1026,1,＋1,橙,山丘之王,123,115,124,87,60,240,10032,15,200000,42001,42002,42003,,0,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
102602,1026,2,＋2,橙,山丘之王,164,154,166,116,60,500,10098,25,300000,42001,42002,42003,42004,0,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1026,1
102603,1026,3,＋3,橙,山丘之王,205,192,207,145,60,900,10067,35,400000,42011,42012,42013,,0,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2026,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1026,1
102604,1026,4,＋4,橙,山丘之王,246,231,249,174,60,1400,10002,45,500000,42011,42012,42013,42014,0,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2026,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1026,2
102605,1026,5,＋5,橙,山丘之王,287,269,290,203,60,2000,10018,55,1000000,42011,42013,42015,42101,0,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2026,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1026,3
102606,1026,6,＋6,红,山丘之王,328,308,332,232,60,1500,10128,60,1200000,42012,42013,42021,42101,0,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2026,92,92,40,20,650,250,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1026,1
102607,1026,7,＋7,红,山丘之王,369,346,373,261,60,2000,10153,65,1500000,42012,42013,42022,42101,0,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2026,92,92,40,20,650,610,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1026,2
102608,1026,8,＋8,红,山丘之王,410,385,415,290,60,2600,10119,70,1800000,42012,42013,42023,42101,0,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2026,92,92,40,20,650,1110,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1026,3
102609,1026,9,＋9,红,山丘之王,451,423,456,319,60,3200,10064,75,2000000,42012,42013,42024,42101,0,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2026,92,92,40,20,650,2010,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1026,4
102610,1026,10,＋10,红,山丘之王,492,462,498,348,60,4000,10153,80,2200000,42012,42013,42025,42101,0,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2026,92,92,40,20,650,3610,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1026,5
102611,1026,11,＋11,红,山丘之王,533,500,539,377,60,6000,10153,85,2400000,42012,42013,42031,42101,0,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2026,92,92,40,20,650,5410,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1026,5
102612,1026,12,＋12,红,山丘之王,574,539,581,406,60,10000,10153,999,2600000,42012,42013,42032,,0,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2026,92,92,40,20,650,7810,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1026,5
102700,1027,0,,橙,牛头人酋长,90,82,120,68,0,240,10114,1,100000,42001,42002,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102701,1027,1,＋1,橙,牛头人酋长,135,123,165,102,80,240,10071,15,200000,42001,42002,42003,,,30,30,20,,,0,42001,42002,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
102702,1027,2,＋2,橙,牛头人酋长,180,164,210,136,80,500,10119,25,300000,42001,42002,42003,42004,,50,50,20,20,,3240,42001,42002,42003,,,,,,,,,,,,,,,,,,42,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1027,1
102703,1027,3,＋3,橙,牛头人酋长,225,205,255,170,80,900,10062,35,400000,42011,42012,42013,,,100,100,80,,,9990,42001,42002,42003,42004,,,,,,,,,,,,,,,,2027,92,92,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1027,1
102704,1027,4,＋4,橙,牛头人酋长,270,246,300,204,80,1400,10002,45,500000,42011,42012,42013,42014,,150,150,100,100,,22140,42001,42002,42003,42004,42011,42012,42013,,,,,,,,,,,,,2027,92,92,40,20,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0,100,1027,2
102705,1027,5,＋5,橙,牛头人酋长,315,287,345,238,80,2000,10115,55,1000000,42012,42013,42015,42101,,400,160,160,500,,41040,42001,42002,42003,42004,42011,42012,42013,42014,,,,,,,,,,,,2027,92,92,40,20,250,250,180,100,0,0,0,0,0,0,0,0,0,0,0,200,1027,3
102706,1027,6,＋6,红,牛头人酋长,360,328,390,272,80,1500,10125,60,1200000,42012,42013,42021,42101,,360,360,340,600,,68040,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,,,,,,,,,,2027,92,92,40,20,250,650,340,100,160,500,0,0,0,0,0,0,0,0,0,350,1027,1
102707,1027,7,＋7,红,牛头人酋长,405,369,435,306,80,2000,10153,65,1500000,42012,42013,42022,42101,,500,500,700,700,,88290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,,,,,,,,,2027,92,92,40,20,250,1010,700,100,160,1100,340,0,0,0,0,0,0,0,0,400,1027,2
102708,1027,8,＋8,红,牛头人酋长,450,410,480,340,80,2600,10098,70,1800000,42012,42013,42023,42101,,900,900,1300,800,,115290,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,,,,,,,,2027,92,92,40,20,250,1510,1200,100,160,1800,340,700,0,0,0,0,0,0,0,500,1027,3
102709,1027,9,＋9,红,牛头人酋长,495,451,525,374,80,3200,10049,75,2000000,42012,42013,42024,42101,,1600,1600,2400,900,,150390,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,,,,,,,2027,92,92,40,20,250,2410,2100,100,160,2600,340,700,1300,0,0,0,0,0,0,650,1027,4
102710,1027,10,＋10,红,牛头人酋长,540,492,570,408,80,4000,10153,80,2200000,42012,42013,42025,42101,,1800,1800,3200,1000,,193590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,,,,,,2027,92,92,40,20,250,4010,3700,100,160,3500,340,700,1300,2400,0,0,0,0,0,850,1027,5
102711,1027,11,＋11,红,牛头人酋长,585,533,615,442,80,6000,10153,85,2400000,42012,42013,42031,42101,,2400,2400,4200,1800,,247590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,,,,,2027,92,92,40,20,250,5810,5500,100,160,4500,340,700,1300,2400,3200,0,0,0,0,1100,1027,5
102712,1027,12,＋12,红,牛头人酋长,630,574,660,476,80,10000,10153,999,2600000,42012,42013,42032,,,3000,3000,5000,,,328590,42001,42002,42003,42004,42011,42012,42013,42014,42015,42101,42021,42022,42023,42024,42025,42031,,,,2027,92,92,40,20,250,8210,7900,100,160,6300,340,700,1300,2400,3200,4200,0,0,0,1350,1027,5
